,ivt,ivtdir,trackID
87,101.63055283081238,200.5056188596239 degree,25043.0
88,64.77573499975068,267.95052326307604 degree,25053.0
89,156.68616522584887,245.20218074771805 degree,25132.0
90,214.4690243459522,231.91669796076897 degree,25132.0
91,270.66916509361863,219.91794602291807 degree,27845.0
92,277.385131197328,243.07949822194408 degree,27845.0
93,166.81436136831897,234.83272120928245 degree,27886.0
94,195.8267275668669,272.6804023939941 degree,27905.0
95,213.60822612450616,242.90596375275283 degree,27905.0
96,237.83982853102276,185.52694758758872 degree,28022.0
97,48.16423284420239,286.6299798579193 degree,28022.0
98,63.021080494467085,258.57456735818846 degree,28081.0
99,158.00416189835116,250.7968360283214 degree,28230.0
100,213.01461974348123,214.30216154683535 degree,28230.0
101,79.18175997843593,317.5232236355904 degree,28310.0
102,82.73240527105291,280.4945201177652 degree,28310.0
103,186.6019653293189,268.1996057082736 degree,28297.0
104,118.1625756062114,236.43876603450005 degree,30769.0
105,118.1625756062114,236.43876603450005 degree,30776.0
106,197.33246812083436,234.93356260334482 degree,30913.0
107,252.0636968213179,218.1029694444529 degree,30913.0
108,77.57117719712144,245.07597226353076 degree,30913.0
109,331.37056628139146,167.71987004551556 degree,31016.0
110,176.6730726463141,223.13391922486886 degree,31016.0
111,151.6988498946081,248.0119823359315 degree,31202.0
112,278.48892110122756,245.98946571411565 degree,31225.0
113,145.15132502408824,215.20764617599676 degree,31225.0
114,134.43643539607245,234.71808761995047 degree,31322.0
115,147.94742432660541,262.6636922599746 degree,31344.0
116,248.65214599051606,258.2548724209533 degree,31344.0
117,265.0101552956917,242.68810045021124 degree,31359.0
118,141.36449165680833,252.43039928154656 degree,31359.0
119,216.25859422149088,226.36091512577136 degree,33946.0
120,330.33653415380024,242.12685819719727 degree,33946.0
121,187.2497854902132,253.24571233194527 degree,34037.0
122,170.4044710540731,227.19094848744706 degree,34037.0
123,194.72204868133952,225.03696365495136 degree,34051.0
124,332.3869399535394,242.88597477590787 degree,34284.0
125,121.20469090297433,223.06569030193836 degree,34284.0
126,229.13295169576529,255.76109057198116 degree,34336.0
127,164.95827616259504,254.31668116885464 degree,34340.0
128,129.8003632904299,246.44706866728475 degree,34384.0
129,108.05385648534704,246.54796241481756 degree,34384.0
130,129.8003632904299,246.44706866728475 degree,34388.0
131,164.49952164932205,275.58344275768 degree,34412.0
132,25.541025771026423,147.41103862400465 degree,34412.0
133,164.49952164932205,275.58344275768 degree,34426.0
134,67.16808914313984,246.89882919506314 degree,34436.0
135,226.82082377299253,187.60423932098269 degree,34467.0
136,218.15692342406433,227.75506371663673 degree,34467.0
137,160.30067246549063,229.91935762378418 degree,34507.0
138,116.12512996452759,210.57545902010318 degree,34507.0
139,128.13197141938844,195.32712819280601 degree,34641.0
140,31.95999035581925,313.4361997739846 degree,37160.0
141,524.0581157097118,229.52658984851857 degree,37160.0
142,25.905101241211785,221.76393996873958 degree,37175.0
143,101.26042537229296,239.2492935784197 degree,37189.0
144,108.73354058170224,221.90125118886132 degree,37189.0
145,456.1168870652147,185.563658703901 degree,37230.0
146,84.4577535662984,264.1545172762832 degree,37230.0
147,75.2601232804652,158.00893640219022 degree,37326.0
148,31.69094519866632,266.47355074767154 degree,37381.0
149,367.84158497324927,246.74433429734074 degree,37457.0
150,220.1167364931134,239.2263459599942 degree,37457.0
151,275.23835756799195,189.5474811839199 degree,37594.0
152,102.00146652875605,212.3977882036523 degree,37594.0
153,148.93848969246977,232.78746782698525 degree,40272.0
154,434.1096640126564,236.39618819340305 degree,40272.0
155,231.418828144993,259.6360621644728 degree,40437.0
156,246.4431857613239,251.67244984020778 degree,40437.0
157,163.31739788877377,176.09087535302 degree,40480.0
158,50.793357534530266,357.0345510223297 degree,40480.0
159,511.34004156740957,181.8431679645318 degree,40590.0
160,78.59293921919135,192.3714417865733 degree,40590.0
161,308.4643917510902,227.01939735165843 degree,40704.0
162,84.45758151224408,297.3505845844637 degree,40704.0
163,320.444023442247,223.7794445183132 degree,40755.0
164,109.38196058227264,245.3847170149072 degree,40755.0
165,45.979457149062355,297.2526782138101 degree,40832.0
166,94.10335943686633,237.0332608587577 degree,40857.0
167,381.1293990457391,249.483885410218 degree,40857.0
168,159.2149977913089,192.4737133720409 degree,40909.0
169,194.27485498203538,198.59344163090591 degree,40916.0
170,129.1576639310558,253.91727860455893 degree,43329.0
171,164.9867385680438,243.34109216613066 degree,43345.0
172,92.71519860487344,239.88063180012355 degree,43361.0
173,236.5626736695637,242.54224715872198 degree,43518.0
174,333.53834515147463,234.30730640535393 degree,43518.0
175,59.068143004566686,283.68109166105523 degree,43617.0
176,34.13149829845858,245.64017249940483 degree,43617.0
177,42.46788771113738,278.71936598168236 degree,43640.0
178,217.44820378135995,159.6136024874099 degree,43644.0
179,91.80180654918976,310.6214145026146 degree,43644.0
180,66.4714575187331,261.1680896838426 degree,43731.0
181,50.004432842483375,329.0849299661529 degree,43739.0
182,133.397269692065,274.09697136547845 degree,43880.0
183,173.25482339044476,239.56781321210943 degree,43880.0
184,297.48182493336196,165.19671913918475 degree,43950.0
185,246.51216900112138,289.48749986719736 degree,43950.0
186,115.00013984143548,258.23420045631144 degree,46651.0
187,427.2157022691427,227.23526369673408 degree,46651.0
188,248.47672384649061,220.65236820563263 degree,46703.0
189,166.3958472683864,250.00919872352924 degree,46797.0
190,223.56441335748136,218.59511332879612 degree,46804.0
191,172.95025857874109,161.0507069044309 degree,46925.0
192,632.2625869977439,245.99542466245146 degree,46925.0
193,104.21219368343176,260.07618147234825 degree,46977.0
194,261.8374898431849,191.87247465888981 degree,49372.0
195,289.61201066772975,220.60427908942606 degree,49372.0
196,58.05803093784341,300.5604361873474 degree,49372.0
197,71.3259422926953,253.90457982552113 degree,49504.0
198,283.1154973298214,243.55314295828322 degree,49504.0
199,109.34668176794858,258.9053133370297 degree,49799.0
200,180.6035389591282,250.16961620372558 degree,49849.0
201,332.1373838631211,248.5522332699645 degree,49849.0
202,342.53929635226126,219.01041544189803 degree,49910.0
203,60.96867404902615,280.3667538550254 degree,50021.0
204,7.6939870683833105,61.3457805134057 degree,50021.0
205,60.96867404902615,280.3667538550254 degree,50017.0
206,165.07995930407407,252.19946713646382 degree,52483.0
207,174.47216930681628,228.62567417192832 degree,52483.0
208,200.36709059645924,256.79699001621333 degree,52540.0
209,104.3515147934613,237.17491069342458 degree,52540.0
210,75.40089636213052,175.30194216807269 degree,52552.0
211,240.66795943371193,267.1899095676047 degree,52556.0
212,87.20774820632259,238.22525034245663 degree,52556.0
213,57.97857094176342,282.4802964853038 degree,52596.0
214,29.734738342942393,265.3298568508503 degree,52628.0
215,176.02788999452548,249.4887704198914 degree,52782.0
216,146.45930016549613,240.64124131002077 degree,52792.0
217,100.0749017594358,274.725800465468 degree,52878.0
218,32.850113251915836,251.73656803171198 degree,52878.0
219,130.28095320648944,251.54883438643455 degree,52994.0
220,120.36658499254274,230.37880914090664 degree,52994.0
221,115.45436323481404,229.46017159243013 degree,53053.0
222,80.29729921031907,290.9003218393324 degree,53115.0
223,344.9520134049401,249.11743752396825 degree,53115.0
224,390.35219922072275,189.32942190180526 degree,53118.0
225,344.9520134049401,249.11743752396825 degree,53118.0
226,333.5217501543624,246.85219709711606 degree,53124.0
227,77.66932824101495,253.21337117146135 degree,53185.0
228,152.92056761769314,205.08126504690105 degree,53189.0
229,30.92569191427809,265.21581735829477 degree,55693.0
230,325.56863544469184,157.40266250920394 degree,55893.0
231,158.7964950246506,223.01067519275944 degree,55893.0
232,61.617261093000806,285.7212507355796 degree,55893.0
233,49.59247305190863,275.55864620721763 degree,55958.0
234,249.7063452757251,225.27310257181156 degree,55983.0
235,63.065058758402806,320.3885782049701 degree,55983.0
236,99.34334656776858,274.19509341671994 degree,56131.0
237,238.79300892163116,262.73689866535915 degree,56199.0
238,347.6756052051365,257.56594936365485 degree,56199.0
239,143.5426189238886,248.64235921453428 degree,56244.0
240,177.20838441799904,210.39792483557198 degree,56244.0
241,115.24261831228091,249.8060933892077 degree,58768.0
242,533.248421817668,236.90890733215255 degree,58768.0
243,115.24261831228091,249.8060933892077 degree,58764.0
244,322.7825678320715,218.78685555415282 degree,58932.0
245,297.44940244533996,230.3629049161196 degree,58932.0
246,209.8354507418984,255.37513423245255 degree,58972.0
247,95.68492763750787,239.67633183157727 degree,58972.0
248,184.58742711481523,230.02797549470435 degree,58994.0
249,211.337616067083,233.17652366119407 degree,59113.0
250,111.30598295655247,220.02590744364954 degree,59113.0
251,211.337616067083,233.17652366119407 degree,59119.0
252,456.2335723679825,184.78572762381924 degree,59206.0
253,285.8118876276367,235.99269523036577 degree,59206.0
254,192.20022122449447,243.80599067238612 degree,62011.0
255,273.080819206999,241.22861429503064 degree,62011.0
256,113.34902174857626,281.44744695553385 degree,62106.0
257,276.26890794858286,228.39140448152884 degree,62158.0
258,192.53681904337665,194.08310337861639 degree,62170.0
259,166.4211869626097,223.5292065315276 degree,62278.0
260,135.24596514912142,218.72044613464624 degree,62278.0
261,89.95077550209798,245.1305558958807 degree,62278.0
262,166.4211869626097,223.5292065315276 degree,62291.0
263,50.60074648708165,59.04778121366489 degree,62291.0
264,143.87079655933374,206.5383741303134 degree,62363.0
265,301.40677339615814,245.94406780964053 degree,62359.0
266,338.3305762815604,235.30489044352925 degree,62359.0
267,268.76270398845685,235.47548530664432 degree,65278.0
268,113.173141948921,287.00374783521636 degree,65417.0
269,159.51042179633063,234.91979718623242 degree,65417.0
270,295.9489461817216,225.05809009798747 degree,68106.0
271,76.7452544186761,199.06493993394054 degree,68106.0
272,91.01337381705027,183.261559307136 degree,68445.0
273,120.30448158383031,253.6081907914801 degree,68601.0
274,205.50230175590113,236.18250582966772 degree,68607.0
275,274.3893766991524,220.56485886657762 degree,68607.0
276,112.7115282487272,274.3507988659444 degree,71298.0
277,268.9946581511687,250.45272808690706 degree,71513.0
278,350.45231401440964,250.16125885190462 degree,71513.0
279,165.77310223103947,282.52674998205686 degree,71810.0
280,228.19835362516108,248.85217961334038 degree,71810.0
281,67.23944092502231,252.04844784095343 degree,71810.0
282,165.77310223103947,282.52674998205686 degree,71833.0
283,68.29282739766354,275.68695352905314 degree,71858.0
284,78.963975662861,237.85876133490726 degree,71866.0
285,184.8434200078729,232.68901250055916 degree,71869.0
286,113.22477352201125,282.9335746095368 degree,71869.0
287,83.3127946863068,273.9076105888588 degree,71934.0
288,124.93478966635018,205.94541462501408 degree,74526.0
289,53.93083102496763,218.6001143820942 degree,74773.0
290,121.84979735058369,234.8651369838191 degree,74826.0
291,207.93309968280838,264.3973711190979 degree,74839.0
292,218.17363790355157,239.77849013263094 degree,74839.0
293,193.72329688646957,242.3102584030678 degree,74952.0
294,199.9503942446658,237.57359614473398 degree,74952.0
295,312.9184730813839,169.8928850393742 degree,74983.0
296,462.71896143209005,182.27171665917083 degree,74922.0
297,222.89555969221652,241.0840516681377 degree,74922.0
298,214.69104377009802,228.92932136628806 degree,75071.0
299,252.12204915662008,253.38600351043374 degree,75071.0
300,221.6749287927802,283.8004374197899 degree,77594.0
301,157.67156228796037,245.13145058351822 degree,77594.0
302,163.5902618480695,275.0448213125828 degree,77747.0
303,181.0689110724638,246.15423856968087 degree,77747.0
304,160.22443537173444,296.3284072983173 degree,77846.0
305,236.25245330918406,249.0728534331956 degree,77846.0
306,240.77076562651416,149.78837437067662 degree,77935.0
307,552.0714600516551,245.31464047875787 degree,77935.0
308,54.81490658326217,227.17986528585226 degree,77979.0
309,186.5267161074683,228.90347296220207 degree,78063.0
310,225.07833951000865,213.73310718483071 degree,78083.0
311,146.36192511742016,169.3942902079985 degree,78083.0
312,76.98721066410573,241.5270891795509 degree,78210.0
313,86.98729828665827,230.13981329078374 degree,80815.0
314,128.94099757920554,222.84034283668007 degree,80815.0
315,135.13787712185268,244.2443896492986 degree,80836.0
316,160.76934027872008,240.9311510093509 degree,80848.0
317,239.17006661259606,236.12226570993036 degree,80848.0
318,64.01884146934792,304.0724945069439 degree,80917.0
319,237.762969189734,233.0594666084229 degree,80946.0
320,222.65221964064688,186.42565384874942 degree,80988.0
321,88.92703321482128,231.62916369217947 degree,80988.0
322,118.75375529291587,250.91432821324767 degree,81096.0
323,160.86108739712634,224.35996637897819 degree,81096.0
324,110.44810656934068,234.22857458246992 degree,81113.0
325,139.1602171320284,270.15684644913335 degree,81164.0
326,126.49758568688951,239.9570695324421 degree,81195.0
327,232.85784450436498,239.2138785256052 degree,81195.0
328,88.34468303766558,300.25518920375987 degree,81195.0
329,126.49758568688951,239.9570695324421 degree,81219.0
330,258.2032585035424,176.29796985537553 degree,81366.0
331,247.4235900514373,171.61997732657312 degree,81357.0
332,365.1043890128482,182.16484653274716 degree,81376.0
333,223.3194970026508,285.88144667179 degree,81409.0
334,91.75336083631667,221.5015357242476 degree,81409.0
335,403.87776931771805,266.6578558900341 degree,81409.0
336,120.89006824750196,231.9003249186629 degree,81454.0
337,372.2118090106685,255.84319275064288 degree,81454.0
338,99.80452901289014,318.5340643950628 degree,81542.0
339,115.21209759655514,258.98461447250423 degree,81545.0
340,94.65435526068754,217.9464137854684 degree,81563.0
341,101.55909993345712,244.83544882554824 degree,84325.0
342,372.36667966545076,242.6486522108487 degree,84473.0
343,224.25004416565736,222.36634769864844 degree,84473.0
344,275.17308426575323,245.1483155644609 degree,84561.0
345,344.51014637103526,253.08848862169054 degree,84561.0
346,127.97240633907323,259.62676008764225 degree,84610.0
347,173.29762234323562,201.56218111549413 degree,84619.0
348,290.530572648107,273.7568455518067 degree,84756.0
349,336.0836155127509,226.91261712380984 degree,84756.0
350,195.2939520803075,262.18554568214734 degree,84775.0
351,212.37921187572897,249.64500604182996 degree,84783.0
352,98.70260946127274,260.3229713535154 degree,84800.0
353,330.01218134016807,238.69580215288127 degree,84815.0
354,129.4624291162753,285.90580382647863 degree,84815.0
355,405.4422145813381,193.3127070546972 degree,87455.0
356,81.10498428177412,189.5583650874404 degree,87455.0
357,69.5062418479202,308.18162535082394 degree,87528.0
358,66.43074572311536,262.7814977929165 degree,87535.0
359,97.14133451860565,223.1639535116387 degree,87627.0
360,104.42365384569358,206.70228478294314 degree,87633.0
361,227.85009365965942,269.212233622413 degree,87790.0
362,95.38296735178622,251.9464271488936 degree,87841.0
363,131.97364619655144,239.9487362712775 degree,87845.0
364,251.6910148026759,151.94466628677276 degree,87984.0
365,108.22162987415767,239.6489673920926 degree,87984.0
366,252.93455218059776,254.90333886553165 degree,88074.0
367,122.9714101093897,278.8115761792869 degree,88130.0
368,311.73820260467426,263.7756523233518 degree,88130.0
369,352.775117664453,179.69575703932094 degree,88138.0
370,159.92683313830298,289.54626687281274 degree,88138.0
371,167.5643188340975,240.45012738724708 degree,90828.0
372,187.8058357251472,249.95132318098814 degree,90934.0
373,320.0284004160274,199.47973617791635 degree,90945.0
374,194.96555329297536,264.16309214885865 degree,90928.0
375,38.76549761736043,234.29247232061405 degree,90928.0
376,340.5199070775692,227.46843668758763 degree,91004.0
377,84.46146765516929,241.59061004324334 degree,91155.0
378,198.9518802611661,230.7879090153768 degree,91293.0
379,378.04006688739906,235.42163116128071 degree,91293.0
380,150.34055508085305,212.25333491972458 degree,91313.0
381,62.84661525359606,225.83421868635193 degree,93882.0
382,412.49687075399964,207.06843554152485 degree,93889.0
383,115.54455459804454,200.56254899259295 degree,93974.0
384,211.36028883958434,199.46958882617952 degree,93981.0
385,110.47714179926699,166.90904102882973 degree,93990.0
386,182.79392410434872,193.42818553469994 degree,94000.0
387,454.88865440712857,205.95321625108463 degree,94008.0
388,110.00237650808913,274.4117355975069 degree,94008.0
389,329.0096748173088,240.97033379510503 degree,94101.0
390,266.6636598524156,234.56390570972036 degree,94101.0
391,82.47450158152344,229.61176817629968 degree,94213.0
392,322.0221588100169,204.46225033838397 degree,94215.0
393,109.68265122374005,229.46288227911955 degree,94265.0
394,281.8112254926001,231.41068550459298 degree,94280.0
395,283.7440161896699,176.34699344677443 degree,94294.0
396,97.20232015323128,265.31332523947174 degree,94294.0
397,220.12772206981845,249.3332681998234 degree,94413.0
398,235.89619664901318,239.94826700838124 degree,94413.0
399,220.12772206981845,249.3332681998234 degree,94441.0
400,304.50687476590656,237.84704704328826 degree,97256.0
401,212.17164491099746,229.0275487088917 degree,97256.0
402,58.472015038296156,279.9021736318647 degree,97256.0
403,80.3143415571269,217.86532266459605 degree,97330.0
404,112.94210993595524,225.012516857893 degree,97501.0
405,98.25896235330916,229.21690295648693 degree,97670.0
406,453.79258642736465,175.6797282262202 degree,97756.0
407,453.79258642736465,175.6797282262202 degree,97756.0
408,370.03625270999885,260.5767017011086 degree,97756.0
409,370.03625270999885,260.5767017011086 degree,97756.0
410,148.67616459941829,255.81649099584752 degree,97903.0
411,94.54108582399428,263.5105718396352 degree,97901.0
412,93.58424250493485,216.94418448560515 degree,97909.0
413,28.388319839982962,9.264364112987394 degree,97909.0
414,121.33911402592469,255.0749061944707 degree,100960.0
415,96.72984369063754,255.48032412143377 degree,100960.0
416,100.376930155122,273.8317796255212 degree,100994.0
417,317.8823320355069,236.84058337998508 degree,101040.0
418,264.0931069258425,210.01986063382657 degree,101040.0
419,33.55561048181658,85.22938810155365 degree,101040.0
420,407.78843939022397,180.31144033223674 degree,101129.0
421,407.78843939022397,180.31144033223674 degree,101129.0
422,55.097330411965146,284.92287308301223 degree,101129.0
423,55.097330411965146,284.92287308301223 degree,101129.0
424,91.55420941054264,271.74860633169783 degree,101156.0
425,313.4618032281051,174.1561511210281 degree,101168.0
426,313.4618032281051,174.1561511210281 degree,101168.0
427,313.4618032281051,174.1561511210281 degree,101168.0
428,313.4618032281051,174.1561511210281 degree,101168.0
429,313.4618032281051,174.1561511210281 degree,101168.0
430,100.40221043861206,190.78379695542054 degree,101168.0
431,100.40221043861206,190.78379695542054 degree,101168.0
432,100.40221043861206,190.78379695542054 degree,101168.0
433,100.40221043861206,190.78379695542054 degree,101168.0
434,100.40221043861206,190.78379695542054 degree,101168.0
435,303.97588473476026,237.41133176825946 degree,101168.0
436,303.97588473476026,237.41133176825946 degree,101168.0
437,303.97588473476026,237.41133176825946 degree,101168.0
438,303.97588473476026,237.41133176825946 degree,101168.0
439,303.97588473476026,237.41133176825946 degree,101168.0
440,232.67246433787275,245.64355151689077 degree,104250.0
441,199.24437046290504,243.70553708420178 degree,104250.0
442,48.31712599435282,236.91136762030507 degree,104331.0
443,219.7035478891287,251.00460944862294 degree,104380.0
444,170.00197662562974,219.71109170998656 degree,104380.0
445,151.9591500207432,271.85876300127507 degree,104491.0
446,249.21818373942926,247.03171370104442 degree,104555.0
447,232.91897070838516,224.47097666081643 degree,104555.0
448,136.43912085391412,248.64464212997228 degree,104625.0
449,108.31368704603014,261.43152347599187 degree,107262.0
450,185.3371940079566,163.18709374089457 degree,107275.0
451,138.9962028259314,294.2339950264054 degree,107275.0
452,194.01318883342213,238.5201760099405 degree,107297.0
453,64.06734656534681,240.309754062597 degree,107297.0
454,138.28099460943582,250.34817811140522 degree,107356.0
455,137.55795981628157,213.98362115676497 degree,107356.0
456,296.2367326442767,246.3860561704872 degree,107462.0
457,141.4137136467932,225.23904239580813 degree,107462.0
458,49.27952034999514,301.6783255051975 degree,107554.0
459,82.39922506173707,237.45234035160126 degree,107554.0
460,140.07520271804142,265.45039374577055 degree,107649.0
461,316.4003017646949,223.17997843183431 degree,107649.0
462,203.64792536430608,195.44277444593286 degree,107824.0
463,85.35915853067141,265.6349180614402 degree,110587.0
464,259.94846432887124,241.11363999853984 degree,110587.0
465,149.7648599023045,267.2168320856691 degree,110810.0
466,41.119816956984266,261.7369906601064 degree,110850.0
467,101.94593993386563,248.80938425783026 degree,110855.0
468,69.33218590578527,131.71786943645745 degree,110907.0
469,103.78118437190238,101.15974191801199 degree,110907.0
470,143.9399494659663,187.5339077250065 degree,111031.0
471,144.27517768989892,176.7815691354752 degree,111079.0
472,65.66111979225875,207.12836038578274 degree,111079.0
473,285.6006688996682,183.94272209393148 degree,111095.0
474,76.76110360300115,260.9672334352762 degree,113943.0
475,80.79475587223615,272.2568338275801 degree,114129.0
476,83.58320039020617,191.9200614162383 degree,114349.0
477,234.04864164450186,184.91459498199933 degree,114602.0
478,404.22153681364824,242.78379673626924 degree,114602.0
479,245.91179287230713,246.96356688285277 degree,114602.0
480,245.0024409639672,220.23760859065467 degree,2864.0
481,101.48633012937509,220.64708217259766 degree,3197.0
482,186.14644165551059,239.90861602748305 degree,3264.0
483,154.43923623449035,237.89412927235952 degree,6121.0
484,360.41196493797344,263.88180864451675 degree,6121.0
485,236.12982364619094,234.17495584400774 degree,6125.0
486,34.518308466091284,257.7842759689796 degree,6156.0
487,130.01306594719298,206.09114619071144 degree,6291.0
488,24.90040639886094,102.31944229502834 degree,6467.0
489,148.0597341851965,227.55953626518513 degree,6529.0
490,148.0597341851965,227.55953626518513 degree,6530.0
491,351.3660598604923,252.1681599221452 degree,6576.0
492,219.66484621876774,247.89771313314608 degree,6607.0
493,138.57098158082246,239.58729396314925 degree,9656.0
494,108.54371713648533,264.747388576194 degree,12431.0
495,191.28992801658646,263.8995738826087 degree,12467.0
496,87.99271630469477,224.83448410684292 degree,12486.0
497,80.32372291018848,244.0953773327224 degree,12494.0
498,54.85211422741546,218.05176563187618 degree,12843.0
499,186.1136687602412,224.72221715821794 degree,12929.0
500,222.569500507274,225.82065106887825 degree,18520.0
501,182.8469458935409,241.50242549937056 degree,18542.0
502,71.61188400731629,245.25902261103548 degree,18555.0
503,186.51301776001324,225.77511876988248 degree,18741.0
504,328.9467091379125,249.56496366075294 degree,18741.0
505,73.34640266850761,246.4124382175283 degree,18980.0
506,200.51003491385302,232.16702966545134 degree,18991.0
507,89.45244690464007,236.65564863855852 degree,19153.0
508,159.2985529760503,236.5838063492162 degree,19170.0
509,261.00202640356696,233.1504150644135 degree,21628.0
510,37.569212755652174,229.47458004587696 degree,21659.0
511,164.04542945822683,245.94082075475623 degree,24818.0
512,252.4500648323979,238.82977107073324 degree,24828.0
513,78.59044417786458,257.7001654763262 degree,25096.0
514,531.995710967939,205.34527172089162 degree,25096.0
515,229.42299064713086,229.92138759974173 degree,27812.0
516,178.2823934633914,237.77302696574708 degree,28129.0
517,19.73384817765781,90.60082719622604 degree,28294.0
518,18.3205625744024,96.10324199598568 degree,28300.0
519,327.0195252228753,240.44302435355357 degree,30837.0
520,143.49949696275064,236.42615529379077 degree,30837.0
521,160.16655742740832,217.8256657086252 degree,30963.0
522,62.36318357744618,228.7046987732558 degree,31318.0
523,141.36449165680833,252.43039928154656 degree,31371.0
524,450.5405821772898,227.88924184252085 degree,31371.0
525,107.40360573925742,237.66570297190214 degree,34180.0
526,67.74742181538493,235.14437324363897 degree,34189.0
527,189.14697858563318,223.7231483028289 degree,34186.0
528,128.94081960190027,243.95361202197859 degree,34229.0
529,139.57110969922465,236.8824228034456 degree,34444.0
530,109.2235521163213,257.25032539021265 degree,37417.0
531,88.85977292184465,228.56267546595768 degree,37455.0
532,49.93723937195997,81.77639377843525 degree,37742.0
533,275.5284752698404,245.11479201108546 degree,37742.0
534,29.897767253111574,200.72904661574293 degree,37759.0
535,29.897767253111574,200.72904661574293 degree,37758.0
536,199.9244476444008,234.3284094536408 degree,40172.0
