,trackID,ar_cat,start_date,end_date,duration,landslideID,landslide_lat,landslide_lon,ivt,ivtdir,freeze,prec
0,2861.0,1.0,1979-12-02 00:00:00,1979-12-02 18:00:00,18.0,,,,152.0878597892328,224.91021331187994 degree,657.8833,13.718994140625
1,2861.0,2.0,1979-12-01 00:00:00,1979-12-02 00:00:00,24.0,,,,245.0024409639672,220.23760859065467 degree,982.33984,17.5335693359375
2,2871.0,1.0,1979-12-09 06:00:00,1979-12-09 18:00:00,12.0,,,,108.57629970551012,231.68037841051355 degree,895.4839,5.6766357421875
3,2871.0,2.0,1979-12-08 06:00:00,1979-12-09 00:00:00,18.0,,,,149.77087931525034,237.0652245325259 degree,487.44238,8.9854736328125
4,2975.0,1.0,1979-12-16 12:00:00,1979-12-17 00:00:00,12.0,,,,69.22819411348405,270.4320425315212 degree,-95.14453,
5,2975.0,3.0,1979-12-17 00:00:00,1979-12-17 06:00:00,6.0,,,,272.28263691189653,238.35255709171548 degree,-748.4263,17.3525390625
6,2988.0,1.0,1979-12-21 00:00:00,1979-12-22 12:00:00,36.0,,,,191.855144925789,238.21083942230604 degree,-629.26245,15.127197265625
7,3026.0,1.0,1979-12-24 06:00:00,1979-12-24 12:00:00,6.0,,,,83.56968752498157,263.4872290823872 degree,-61.476562,3.0787353515625
8,3033.0,1.0,1979-12-24 18:00:00,1979-12-25 00:00:00,6.0,,,,147.72054800556822,239.33782054715033 degree,-32.942383,14.5152587890625
9,3033.0,3.0,1979-12-25 00:00:00,1979-12-25 12:00:00,12.0,,,,97.34333648259346,296.1117071594455 degree,604.4343,
10,3038.0,1.0,1979-12-28 00:00:00,1979-12-28 18:00:00,18.0,,,,76.21462891743438,282.46317475764266 degree,49.95752,6.14013671875
11,3038.0,2.0,1979-12-27 00:00:00,1979-12-28 00:00:00,24.0,,,,116.04056500575203,230.50413366400986 degree,-88.06006,9.58294677734375
12,3065.0,1.0,1979-12-30 12:00:00,1979-12-31 00:00:00,12.0,,,,76.0784307099659,227.3018853535805 degree,-728.0625,11.966064453125
13,3137.0,1.0,1980-01-07 18:00:00,1980-01-08 00:00:00,6.0,,,,47.46926477251343,241.78506602468397 degree,22.333252,2.23193359375
14,3204.0,1.0,1980-01-15 00:00:00,1980-01-15 06:00:00,6.0,,,,101.45317228082553,232.9664085188166 degree,-348.22583,3.2061767578125
15,3223.0,1.0,1980-01-17 18:00:00,1980-01-18 12:00:00,18.0,,,,114.06570190186487,202.5035552575598 degree,-493.6394,13.5150146484375
16,3253.0,1.0,1980-01-24 00:00:00,1980-01-25 00:00:00,24.0,,,,205.59645320464247,249.36328996963186 degree,-132.95776,26.1923828125
17,3253.0,2.0,1980-01-22 06:00:00,1980-01-24 00:00:00,42.0,,,,186.14644165551059,239.90861602748305 degree,-495.5713,40.0352783203125
18,3281.0,1.0,1980-01-25 12:00:00,1980-01-25 18:00:00,6.0,,,,182.91411547104903,204.66874838608607 degree,-401.31323,21.281982421875
19,3401.0,1.0,1980-02-12 00:00:00,1980-02-13 00:00:00,24.0,,,,195.92355339203638,276.0858156297321 degree,350.11304,14.0933837890625
20,3401.0,2.0,1980-02-10 12:00:00,1980-02-12 00:00:00,36.0,,,,162.55026290352362,236.04582362864178 degree,543.71924,10.11962890625
21,3401.0,3.0,1980-02-13 00:00:00,1980-02-15 00:00:00,48.0,,,,139.75763844492096,234.50997878318378 degree,-222.5686,
22,3465.0,1.0,1980-02-18 00:00:00,1980-02-19 12:00:00,36.0,,,,137.97359728725573,219.02575830965966 degree,-159.71143,22.865234375
23,3465.0,2.0,1980-02-17 18:00:00,1980-02-18 00:00:00,6.0,,,,61.03204772258565,227.22221424167648 degree,-425.99634,8.810302734375
24,3486.0,1.0,1980-02-21 00:00:00,1980-02-21 18:00:00,18.0,,,,132.36816024445258,231.69766913492586 degree,-284.72363,38.11572265625
25,3486.0,2.0,1980-02-20 06:00:00,1980-02-21 00:00:00,18.0,,,,112.83349120415633,228.60132315202642 degree,-395.22742,9.693115234375
26,3540.0,1.0,1980-02-26 00:00:00,1980-02-27 00:00:00,24.0,,,,324.2958653672274,257.76348581339664 degree,506.0122,23.436767578125
27,3540.0,2.0,1980-02-25 00:00:00,1980-02-26 00:00:00,24.0,,,,311.48405366964784,235.85804362807733 degree,440.02197,46.357177734375
28,6344.0,1.0,1981-01-13 00:00:00,1981-01-13 06:00:00,6.0,,,,51.98590908892495,270.7111760870372 degree,65.09595,1.0098876953125
29,6344.0,2.0,1981-01-12 12:00:00,1981-01-13 00:00:00,12.0,,,,201.50594699258255,239.79924317723248 degree,734.33545,10.87939453125
30,6431.0,1.0,1981-01-28 00:00:00,1981-01-28 12:00:00,12.0,,,,244.6083712508865,271.1366008508976 degree,68.252686,15.3277587890625
31,6431.0,2.0,1981-01-26 06:00:00,1981-01-28 00:00:00,42.0,,,,140.5529652193181,229.00979141178124 degree,-439.9944,50.50335693359375
32,6534.0,1.0,1981-02-02 00:00:00,1981-02-03 18:00:00,42.0,,,,208.27159615183749,168.63874752711612 degree,-831.4614,31.967529296875
33,6618.0,1.0,1981-02-12 06:00:00,1981-02-13 00:00:00,18.0,,,,171.1127538713782,251.94196875166728 degree,331.35815,20.21044921875
34,6624.0,1.0,1981-02-13 06:00:00,1981-02-14 00:00:00,18.0,,,,240.58399191477423,208.65298437164108 degree,222.7605,46.453369140625
35,6704.0,1.0,1981-02-22 06:00:00,1981-02-22 18:00:00,12.0,,,,129.20007054424093,226.35538568887307 degree,504.49976,14.491943359375
36,6718.0,1.0,1981-02-26 00:00:00,1981-02-26 18:00:00,18.0,,,,202.17506365818807,259.4747562815623 degree,334.39722,18.81494140625
37,6718.0,2.0,1981-02-24 12:00:00,1981-02-26 00:00:00,36.0,,,,164.4991308594591,230.3698701486115 degree,162.49902,11.67333984375
38,9350.0,1.0,1981-12-26 12:00:00,1981-12-26 18:00:00,6.0,,,,83.59987036518345,258.39099410442924 degree,201.76611,4.601318359375
39,9515.0,1.0,1982-01-17 12:00:00,1982-01-18 12:00:00,24.0,,,,211.51648766405225,205.52775331060346 degree,-75.434326,10.2664794921875
40,9605.0,1.0,1982-01-29 00:00:00,1982-01-30 00:00:00,24.0,,,,213.94311593010076,221.47436422565912 degree,-950.5797,17.44720458984375
41,9605.0,3.0,1982-01-30 00:00:00,1982-01-30 06:00:00,6.0,,,,98.5617495453735,259.4046144806482 degree,-395.28247,7.533203125
42,9621.0,1.0,1982-02-02 00:00:00,1982-02-02 12:00:00,12.0,,,,165.1375764010083,237.69827235619803 degree,-782.60767,6.65771484375
43,9621.0,2.0,1982-02-01 12:00:00,1982-02-02 00:00:00,12.0,,,,167.87678074493616,218.07016775788261 degree,-153.36841,14.949462890625
44,9680.0,1.0,1982-02-09 00:00:00,1982-02-10 12:00:00,36.0,,,,299.34217938650016,261.27232533375695 degree,-107.03711,16.6180419921875
45,9680.0,2.0,1982-02-08 06:00:00,1982-02-09 00:00:00,18.0,,,,65.06165197961865,232.54811695620072 degree,-270.6145,
46,9719.0,1.0,1982-02-14 12:00:00,1982-02-15 06:00:00,18.0,,,,215.8399214173784,218.292266722612 degree,-193.18555,3.68359375
47,9758.0,1.0,1982-02-16 18:00:00,1982-02-18 00:00:00,30.0,,,,98.25543062657208,141.7178851445197 degree,-683.42505,25.2109375
48,9758.0,3.0,1982-02-18 00:00:00,1982-02-19 12:00:00,36.0,,,,329.68896275490073,247.88344745377782 degree,-483.32275,79.486328125
49,9804.0,1.0,1982-02-22 06:00:00,1982-02-22 12:00:00,6.0,,,,41.24745477594808,214.77848755494733 degree,nan,
50,9810.0,1.0,1982-02-25 12:00:00,1982-02-27 06:00:00,42.0,,,,129.58632952486977,265.37094377693404 degree,-259.4724,8.91259765625
51,9810.0,2.0,1982-02-23 18:00:00,1982-02-24 00:00:00,6.0,,,,42.491810337544564,238.4255893041386 degree,nan,2.1165771484375
52,12271.0,1.0,1982-12-07 06:00:00,1982-12-09 12:00:00,54.0,,,,327.00799296037474,236.5474373095512 degree,-556.2173,88.043701171875
53,12302.0,1.0,1982-12-10 18:00:00,1982-12-12 00:00:00,30.0,,,,174.55118305602576,205.1600084037811 degree,425.8379,3.8974609375
54,12590.0,1.0,1983-01-20 12:00:00,1983-01-21 12:00:00,24.0,,,,112.03563420152989,248.7918804260387 degree,-40.821533,5.347412109375
55,12616.0,1.0,1983-01-21 18:00:00,1983-01-22 00:00:00,6.0,,,,74.3161002527589,213.1936398633755 degree,410.60864,2.197021484375
56,12631.0,1.0,1983-01-25 00:00:00,1983-01-25 18:00:00,18.0,,,,102.4619301440644,211.97219255957168 degree,-198.80737,1.729736328125
57,12631.0,2.0,1983-01-24 12:00:00,1983-01-25 00:00:00,12.0,,,,171.24033932316613,210.4777227292338 degree,547.29785,6.314208984375
