,date,trackID,ar_cat,start_date,end_date,duration,landslideID,landslide_lat,landslide_lon,ivt,ivtdir,prec,western_low,western_high,northwestern_low,northwestern_high,eastern_low,eastern_high,western_freeze,northwestern_freeze,eastern_freeze
757,1980-03-16,3695.0,3.0,1980-03-16 12:00:00,1980-03-16 18:00:00,6.0,,,,170.45523326206555,257.04864921852845 degree,2.169677734375,-352.20277311141245,,-675.4458802578897,,-159.97022936242456,,-1,-1,-1
758,1980-03-17,3708.0,3.0,1980-03-17 06:00:00,1980-03-17 18:00:00,12.0,,,,194.01760049336735,263.5706287104435 degree,11.5572509765625,-305.04811002369183,,-717.9896459273929,,-171.2086733415726,,-1,-1,-1
759,1980-03-25,3775.0,3.0,1980-03-25 06:00:00,1980-03-25 12:00:00,6.0,,,,289.3934648156369,256.04199355072967 degree,8.1201171875,-337.4040637662212,,-372.26093313940436,,-135.56183406910412,359.0017468766805,-1,-1,1
760,1980-03-27,3791.0,3.0,1980-03-27 06:00:00,1980-03-28 06:00:00,24.0,,,,604.3144251786114,240.3923795101473 degree,51.35986328125,-266.9992512898073,,-281.03481131449286,,-169.85122121412078,391.8702990525085,-1,-1,1
761,1980-03-28,3800.0,3.0,1980-03-28 06:00:00,1980-03-28 12:00:00,6.0,,,,257.8926859438308,274.23296643173524 degree,11.56201171875,-308.3209011138494,,-418.07593413552837,,-182.83195953556537,343.21205039198264,-1,-1,1
762,1980-03-30,3816.0,3.0,1980-03-30 06:00:00,1980-03-30 18:00:00,12.0,,,,516.5270896115622,254.00941866511184 degree,29.910888671875,-231.65383166145128,,-322.0330060782511,623.0584791942593,-175.58521406019852,307.0522945934155,-1,1,1
763,1980-03-30,3799.0,3.0,1980-03-30 12:00:00,1980-03-30 18:00:00,6.0,,,,516.5270896115622,254.00941866511184 degree,24.65478515625,-231.65383166145128,,-322.0330060782511,623.0584791942593,-175.58521406019852,307.0522945934155,-1,1,1
764,1980-03-30,3813.0,3.0,1980-03-30 18:00:00,1980-03-31 00:00:00,6.0,,,,516.5270896115622,254.00941866511184 degree,15.380859375,-231.65383166145128,,-322.0330060782511,623.0584791942593,-175.58521406019852,307.0522945934155,-1,1,1
765,1980-04-07,3871.0,3.0,1980-04-07 06:00:00,1980-04-07 12:00:00,6.0,,,,175.02034219131286,271.8955357654693 degree,6.978919982910156,-479.8359122373283,,-454.25953050089197,,-309.0010286199609,193.84916472423762,-1,-1,-1
766,1980-04-10,3893.0,3.0,1980-04-10 06:00:00,1980-04-10 12:00:00,6.0,,,,403.63965955634035,234.93684833096506 degree,31.2369384765625,-599.9629247433688,400.2948102983112,-627.11608118062,556.37157283884,-232.18112575374312,,-1,-1,-1
767,1980-04-18,3948.0,3.0,1980-04-18 06:00:00,1980-04-18 12:00:00,6.0,,,,354.05646041728966,248.42312953278247 degree,64.237548828125,-837.224086919644,475.82776620861614,-812.2561938639822,430.73220343537264,-347.11940595442366,154.01262909990237,1,-1,-1
768,1980-04-23,3995.0,3.0,1980-04-23 06:00:00,1980-04-24 06:00:00,24.0,,,,798.1072353108028,238.59249326648742 degree,114.97592163085938,-1009.5793158569375,275.2368102656509,-958.342636284213,,-503.065548462433,194.74697367620098,-1,-1,-1
769,1980-04-24,4010.0,3.0,1980-04-24 12:00:00,1980-04-24 18:00:00,6.0,,,,547.6016048484486,264.1787885977541 degree,114.21562194824219,-1008.928095392002,363.9058148948352,-960.9470892188417,557.9282117302995,-479.8134829852896,192.42819048888578,1,-1,-1
770,1980-04-27,4034.0,3.0,1980-04-27 12:00:00,1980-04-27 18:00:00,6.0,,,,339.49938123196955,279.3455313219021 degree,88.20611572265625,-1161.3122993700115,402.8919068116804,-1060.5438997776307,481.75178232610136,-393.6746418351831,154.3867229718454,-1,-1,-1
771,1980-04-28,4038.0,3.0,1980-04-28 00:00:00,1980-04-28 12:00:00,12.0,,,,644.379071220883,238.82409045291044 degree,74.354736328125,-1210.5130959407502,397.79954217132945,-1115.5186407632432,,-387.53343882972246,184.4807925589597,-1,-1,-1
772,1980-04-28,4037.0,3.0,1980-04-28 06:00:00,1980-04-28 12:00:00,6.0,,,,490.15853866019586,248.1932151676514 degree,67.907470703125,-1210.5130959407502,397.79954217132945,-1115.5186407632432,,-387.53343882972246,184.4807925589597,-1,-1,-1
773,1980-05-08,4124.0,3.0,1980-05-08 00:00:00,1980-05-08 18:00:00,18.0,,,,793.635694892684,241.49883208927818 degree,135.724853515625,-1406.814202589333,490.8969199938604,-1193.185121277563,,-354.146216161998,,-1,-1,-1
774,1980-05-11,4153.0,3.0,1980-05-11 00:00:00,1980-05-11 12:00:00,12.0,,,,549.0659681306113,252.0372466246355 degree,127.706298828125,-1494.8745341864792,388.63103983470427,-1351.9341197900785,,-445.1441278332733,,-1,-1,-1
775,1980-05-31,4344.0,3.0,1980-05-31 06:00:00,1980-05-31 12:00:00,6.0,,,,353.92681724367674,235.17617335061442 degree,61.73040771484375,-1796.036772878227,,-1579.201711466254,,-361.4863373784731,,-1,-1,-1
776,1980-05-31,4354.0,3.0,1980-05-31 12:00:00,1980-05-31 18:00:00,6.0,,,,304.5493146432413,268.71184481731206 degree,61.73040771484375,-1796.036772878227,,-1579.201711466254,,-361.4863373784731,,-1,-1,-1
777,1981-03-16,6874.0,3.0,1981-03-16 18:00:00,1981-03-17 00:00:00,6.0,,,,429.78656496558773,246.0691542671483 degree,38.6845703125,-301.02729315967764,,-340.31512192737955,,-166.6163300271525,260.0607626738125,-1,-1,1
778,1981-03-20,6899.0,3.0,1981-03-20 12:00:00,1981-03-21 06:00:00,18.0,,,,308.6310872909205,233.53467168618837 degree,19.4334716796875,-329.01097825996476,,-673.2072490660324,,-175.49821601416514,334.2839388450796,-1,-1,1
779,1981-03-22,6919.0,3.0,1981-03-22 06:00:00,1981-03-22 12:00:00,6.0,,,,344.6030736588785,249.09421410265745 degree,30.94677734375,-268.2313036306543,244.21815646589266,-76.1911331569643,521.9735117678831,-150.73168827609024,339.06742664830915,-1,1,1
780,1981-04-05,6997.0,3.0,1981-04-05 06:00:00,1981-04-05 18:00:00,12.0,,,,502.3821867332363,251.1757728234899 degree,105.16641235351562,-352.8475033510272,,-476.0706048424583,,-318.8216010289099,,-1,-1,-1
781,1981-04-18,7134.0,3.0,1981-04-18 06:00:00,1981-04-18 12:00:00,6.0,,,,423.8856424555265,222.3750883744694 degree,57.496337890625,-675.0669600550915,794.0315993860002,-521.2736015098211,985.1238997858839,-354.5685068417872,,1,1,-1
782,1981-04-19,7140.0,3.0,1981-04-19 06:00:00,1981-04-19 12:00:00,6.0,,,,625.5352934266233,215.88942535703023 degree,70.5682373046875,-739.7213112728903,742.0355326021973,-622.6466730769956,530.5390880239858,-320.9591550356503,,1,-1,-1
783,1981-04-19,7142.0,3.0,1981-04-19 12:00:00,1981-04-20 00:00:00,12.0,,,,443.6934131998446,230.9976339709899 degree,50.3349609375,-739.7213112728903,742.0355326021973,-622.6466730769956,530.5390880239858,-320.9591550356503,,1,-1,-1
784,1981-05-03,7247.0,3.0,1981-05-03 06:00:00,1981-05-03 18:00:00,12.0,,,,235.16523650022717,258.7549543936344 degree,93.853271484375,-859.0653274894759,555.6092774632706,-562.2222848569747,1035.5827664525505,-391.0460065454185,,-1,0,-1
785,1981-05-04,7258.0,3.0,1981-05-04 12:00:00,1981-05-04 18:00:00,6.0,,,,150.5693053092336,268.43994985864623 degree,78.5560302734375,-1110.579440373909,587.348066884361,-807.969948186036,670.7498207837177,-492.77637278567494,355.11763044747323,-1,-1,-1
786,1981-05-14,7338.0,3.0,1981-05-14 00:00:00,1981-05-18 06:00:00,102.0,,,,346.14582721656717,258.75522774194985 degree,163.89794921875,-1508.3762794030765,,-1343.303394928106,,-816.4998193893512,314.10978710452446,-1,-1,-1
787,1981-05-24,7430.0,3.0,1981-05-24 00:00:00,1981-05-24 12:00:00,12.0,,,,376.2594838206099,213.22681170899529 degree,142.374755859375,-1516.1099892024615,448.95741519040064,-1471.0824578781173,,-633.3882197324187,245.94299841498855,-1,-1,-1
788,1981-05-24,7436.0,3.0,1981-05-24 06:00:00,1981-05-24 12:00:00,6.0,,,,311.0699661012481,228.67971531193828 degree,142.3638916015625,-1516.1099892024615,448.95741519040064,-1471.0824578781173,,-633.3882197324187,245.94299841498855,-1,-1,-1
789,1981-05-25,7445.0,3.0,1981-05-25 06:00:00,1981-05-26 12:00:00,30.0,,,,392.3577398012076,234.67455571634298 degree,220.236572265625,-1592.8200748493027,336.04989600165067,-1464.474353657632,,-501.8095859720829,,-1,-1,-1
790,1981-05-27,7466.0,3.0,1981-05-27 12:00:00,1981-05-27 18:00:00,6.0,,,,373.99538312486675,232.2306953341801 degree,85.1561279296875,-1651.8881479600802,318.78722950378807,-1526.42462383869,,-702.8955300879721,,-1,-1,-1
791,1981-05-28,7472.0,3.0,1981-05-28 06:00:00,1981-05-29 12:00:00,30.0,,,,1005.3689178170898,221.294723152697 degree,160.6038818359375,-1645.28013674514,,-1506.4026211233331,,-452.74775804069606,,-1,-1,-1
792,1981-05-30,7487.0,3.0,1981-05-30 06:00:00,1981-05-30 12:00:00,6.0,,,,541.3498251652325,237.8526263785787 degree,106.56756591796875,-1770.4293291141107,,-1267.2217969830629,,-431.04582489324935,,-1,-1,-1
793,1981-05-30,7488.0,3.0,1981-05-30 12:00:00,1981-05-30 18:00:00,6.0,,,,541.3498251652325,237.8526263785787 degree,105.58709716796875,-1770.4293291141107,,-1267.2217969830629,,-431.04582489324935,,-1,-1,-1
794,1982-03-06,9893.0,3.0,1982-03-06 06:00:00,1982-03-06 12:00:00,6.0,,,,527.7836100921465,254.89966055825997 degree,17.86669921875,-770.3415637320389,,-1374.1138015613037,,-151.96393290162823,349.72772238479274,-1,-1,-1
795,1982-03-17,9982.0,3.0,1982-03-17 18:00:00,1982-03-18 00:00:00,6.0,,,,394.551504481625,240.49779309090297 degree,19.305908203125,-434.4443971500024,,-803.5864211043101,,-158.0020756741454,,-1,-1,-1
796,1982-03-24,10041.0,3.0,1982-03-24 00:00:00,1982-03-24 06:00:00,6.0,,,,211.6337880184679,271.77192316304 degree,,-395.835693000103,,-372.04579618479505,,-158.5893467626435,526.8935062226054,-1,-1,1
797,1982-04-01,10101.0,3.0,1982-04-01 06:00:00,1982-04-01 18:00:00,12.0,,,,477.1201100292464,237.32507655018802 degree,78.02487182617188,-264.52986256836215,,-375.71396641005305,,-209.77275517952583,337.353578069393,-1,-1,1
798,1982-04-01,10104.0,3.0,1982-04-01 18:00:00,1982-04-02 00:00:00,6.0,,,,475.30078582890565,233.35624992259105 degree,41.04542541503906,-264.52986256836215,,-375.71396641005305,,-209.77275517952583,337.353578069393,-1,-1,1
799,1982-04-02,10113.0,3.0,1982-04-02 06:00:00,1982-04-02 12:00:00,6.0,,,,445.2852290133605,241.75891446436702 degree,37.342864990234375,-284.4801498007867,524.810393397742,-343.8779572381257,431.17309315438933,-225.1514306942323,286.8168631829531,1,-1,-1
800,1982-04-08,10171.0,3.0,1982-04-08 06:00:00,1982-04-08 12:00:00,6.0,,,,521.2563897533147,243.4595877905921 degree,48.856163024902344,-498.96922186356375,421.55026039716216,-519.1305876408845,595.3450782250311,-206.46419837664027,,1,-1,-1
801,1982-04-24,10298.0,3.0,1982-04-24 06:00:00,1982-04-24 12:00:00,6.0,,,,309.89844417667854,272.7513955554383 degree,83.89273071289062,-1028.0918200710655,308.6224451382355,-905.7242731201969,504.5473092966796,-446.4630181873795,134.6720638866791,-1,-1,-1
802,1982-05-10,10422.0,3.0,1982-05-10 18:00:00,1982-05-12 00:00:00,30.0,,,,797.972390914554,240.73136464908276 degree,159.0740966796875,-1395.4162518813246,,-1034.8602170150425,,-572.2956398715285,297.3886303132918,-1,-1,-1
803,1982-05-10,10423.0,3.0,1982-05-10 18:00:00,1982-05-11 00:00:00,6.0,,,,797.972390914554,240.73136464908276 degree,91.0740966796875,-1395.4162518813246,,-1034.8602170150425,,-572.2956398715285,297.3886303132918,-1,-1,-1
804,1982-05-13,10446.0,3.0,1982-05-13 06:00:00,1982-05-13 12:00:00,6.0,,,,415.1566437771238,229.70614075488362 degree,117.97760009765625,-935.9911363049531,,-1018.9838645486401,,-573.4882704232782,,-1,-1,-1
805,1982-05-15,10459.0,3.0,1982-05-15 06:00:00,1982-05-15 12:00:00,6.0,,,,236.97245564717906,270.7712734554449 degree,73.498779296875,-1018.07233805582,,-1290.18098015646,,-700.6094846074037,302.6667148507294,-1,-1,-1
806,1982-05-25,10529.0,3.0,1982-05-25 06:00:00,1982-05-26 12:00:00,30.0,,,,328.0871633206078,246.98131653568106 degree,192.31640625,-1611.7622338675214,515.3133206124236,-1343.7771003778378,348.159150762373,-862.6707320351617,,-1,-1,-1
807,1982-05-29,10565.0,3.0,1982-05-29 00:00:00,1982-05-29 06:00:00,6.0,,,,453.9344470956736,269.13112058271986 degree,138.883544921875,-1114.2144945383593,,-1370.3795322526817,,-773.5059299762482,,-1,-1,-1
808,1982-05-30,10572.0,3.0,1982-05-30 06:00:00,1982-05-30 12:00:00,6.0,,,,355.2431182692933,248.73489829530743 degree,105.863037109375,-1031.5121212912084,,-1196.1385610674179,,-770.124513606069,,-1,-1,-1
809,1983-03-01,12918.0,3.0,1983-03-01 00:00:00,1983-03-02 06:00:00,30.0,,,,231.1112454668232,255.62368593720532 degree,,-557.5996791095259,,-1107.0139262602506,,-427.5377684286604,,-1,-1,-1
810,1983-03-19,13106.0,3.0,1983-03-19 06:00:00,1983-03-19 12:00:00,6.0,,,,391.9916228374255,270.71406755615214 degree,42.022216796875,-553.3624573113124,,-1100.503033145509,,-244.48106564137274,,-1,-1,-1
811,1983-03-21,13118.0,3.0,1983-03-21 00:00:00,1983-03-21 06:00:00,6.0,,,,877.3780968538853,231.38727888173713 degree,54.68310546875,-803.3632027665317,,-972.7359271695393,,-254.1931323294535,,-1,-1,-1
812,1983-03-28,13169.0,3.0,1983-03-28 00:00:00,1983-03-28 06:00:00,6.0,,,,431.89004930307175,259.5619869397641 degree,18.5390625,-661.4217056556312,,-781.1576116078711,,-264.37586025356984,,-1,-1,-1
813,1983-04-07,13243.0,3.0,1983-04-07 00:00:00,1983-04-07 06:00:00,6.0,,,,426.75602407790655,250.32095285918905 degree,11.051513671875,-398.41652031659805,,-470.2562304650834,262.6982020275518,-388.48302728711025,126.51298049201387,-1,-1,-1
814,1983-04-07,13239.0,3.0,1983-04-07 18:00:00,1983-04-08 00:00:00,6.0,,,,509.2799021712736,245.93944594908527 degree,37.40338134765625,-398.41652031659805,,-470.2562304650834,262.6982020275518,-388.48302728711025,126.51298049201387,-1,-1,-1
815,1983-04-08,13262.0,3.0,1983-04-08 06:00:00,1983-04-09 12:00:00,30.0,,,,599.4249631010309,251.7694138348374 degree,113.6959228515625,-516.0266945177993,,-421.6123579818088,,-374.6018350450989,,-1,-1,-1
816,1983-04-08,13264.0,3.0,1983-04-08 12:00:00,1983-04-08 18:00:00,6.0,,,,531.5908129229957,252.35490660869752 degree,79.80975341796875,-516.0266945177993,,-421.6123579818088,,-374.6018350450989,,-1,-1,-1
817,1983-04-09,13267.0,3.0,1983-04-09 00:00:00,1983-04-09 06:00:00,6.0,,,,599.4249631010309,251.7694138348374 degree,89.47088623046875,-530.3478297821681,,-459.44410197636535,,-372.9163570731679,,-1,-1,-1
818,1983-04-09,13273.0,3.0,1983-04-09 12:00:00,1983-04-10 00:00:00,12.0,,,,600.3589020701052,253.61842410246555 degree,42.8685302734375,-530.3478297821681,,-459.44410197636535,,-372.9163570731679,,-1,-1,-1
819,1983-04-15,13313.0,3.0,1983-04-15 00:00:00,1983-04-17 00:00:00,48.0,,,,755.7913289188347,276.2352781465108 degree,132.4151611328125,-851.2024957980087,,-735.8516290262957,,-391.4063029972595,,-1,-1,-1
820,1983-04-17,13325.0,3.0,1983-04-17 06:00:00,1983-04-17 12:00:00,6.0,,,,406.57182092220415,261.7668620163947 degree,30.95330810546875,-991.2208416646489,,-598.8511976815726,,-317.0940363902786,303.88321663707626,-1,-1,1
821,1983-04-28,13429.0,3.0,1983-04-28 06:00:00,1983-04-28 12:00:00,6.0,,,,514.9147207401808,253.31724717087974 degree,68.80999755859375,-1160.9472960775802,296.42392174798897,-1032.345543587262,,-411.1477812262502,,-1,-1,-1
822,1983-04-29,13439.0,3.0,1983-04-29 00:00:00,1983-04-30 18:00:00,42.0,,,,729.9641936599896,225.5389665193834 degree,251.13067626953125,-1159.9872816081959,,-728.1028204005933,,-366.29128294555636,,-1,-1,-1
823,1983-05-09,13494.0,3.0,1983-05-09 12:00:00,1983-05-09 18:00:00,6.0,,,,290.52498618935294,252.5063289429773 degree,64.765380859375,-1338.2546709164058,409.2493443050605,-1209.7652533155724,585.6305646359749,-443.92939450702835,,-1,-1,-1
824,1983-05-12,13535.0,3.0,1983-05-12 06:00:00,1983-05-12 12:00:00,6.0,,,,530.9945891842727,229.86997722578428 degree,119.21337890625,-1464.0419439883883,,-1320.88355927393,,-448.0977221567439,,-1,-1,-1
825,1983-05-18,13596.0,3.0,1983-05-18 00:00:00,1983-05-18 06:00:00,6.0,,,,404.3908735194458,239.64428696344902 degree,53.953125,-1497.234941227298,418.9937117692942,-1379.2672101957824,,-737.0202035112203,,-1,-1,-1
826,1983-05-19,13616.0,3.0,1983-05-19 12:00:00,1983-05-19 18:00:00,6.0,,,,496.3569544137629,242.92827493957532 degree,122.07241821289062,-1578.05900606288,,-1356.9399987522847,,-434.6791506220239,,-1,-1,-1
827,1983-05-21,13629.0,3.0,1983-05-21 12:00:00,1983-05-21 18:00:00,6.0,,,,356.7779214165965,269.1577630638168 degree,98.3731689453125,-1083.532543842507,,-1343.0962707108736,,-714.3192817963798,296.47307914880497,-1,-1,-1
828,1983-05-22,13648.0,3.0,1983-05-22 12:00:00,1983-05-22 18:00:00,6.0,,,,378.508678693011,267.3807600832471 degree,83.87982177734375,-873.8799385493246,,-884.4778815969781,,-667.2089523770392,283.0085708633636,-1,-1,-1
829,1984-03-08,16178.0,3.0,1984-03-08 00:00:00,1984-03-08 18:00:00,18.0,,,,214.08255586629798,247.93396150811637 degree,1.429931640625,,,-504.3871024988801,,-108.4638506901834,385.7435405838248,0,-1,1
830,1984-03-23,16309.0,3.0,1984-03-23 06:00:00,1984-03-24 06:00:00,24.0,,,,331.2732907652016,261.9986671082645 degree,6.5615234375,-152.41304477064978,607.0260589404228,-72.38308846961729,544.5504353888938,-166.97497657047074,257.5268928240316,1,1,1
831,1984-04-02,16373.0,3.0,1984-04-02 18:00:00,1984-04-04 12:00:00,42.0,,,,400.9542085207674,242.12342908664667 degree,68.98291015625,-341.37710974392576,,-599.8157756260417,,-186.46885985171915,168.08936966700202,-1,-1,-1
832,1984-04-04,16381.0,3.0,1984-04-04 12:00:00,1984-04-04 18:00:00,6.0,,,,395.63527403162277,247.68025786554196 degree,23.0750732421875,-369.86757889316215,,-648.4669088291251,,-203.4004691390471,211.42641103974353,-1,-1,-1
833,1984-04-05,16390.0,3.0,1984-04-05 06:00:00,1984-04-06 00:00:00,18.0,,,,387.83160475596094,241.9536609731235 degree,47.872047424316406,-393.3656691980786,,-818.999976425085,,-202.67786186509065,115.73219516908284,-1,-1,-1
834,1984-04-07,16402.0,3.0,1984-04-07 06:00:00,1984-04-07 12:00:00,6.0,,,,338.0412267209754,240.6415751389698 degree,20.496856689453125,-422.63790892430234,,-599.8454854222227,,-362.91012668416937,,-1,-1,-1
835,1984-04-13,16453.0,3.0,1984-04-13 00:00:00,1984-04-13 06:00:00,6.0,,,,193.4670694155066,258.411882850201 degree,26.740234375,-732.2544492810437,401.8687661002894,-578.977134782674,,-352.5828715665914,174.07430483809821,1,-1,-1
836,1984-04-18,16497.0,3.0,1984-04-18 12:00:00,1984-04-18 18:00:00,6.0,,,,485.54017199985486,245.88268544546344 degree,77.04034423828125,-868.7717365686924,,-847.551974171458,393.6528706739676,-312.3388288745513,182.00357703595955,-1,-1,-1
837,1984-04-18,16499.0,3.0,1984-04-18 18:00:00,1984-04-19 12:00:00,18.0,,,,485.54017199985486,245.88268544546344 degree,90.06976318359375,-868.7717365686924,,-847.551974171458,393.6528706739676,-312.3388288745513,182.00357703595955,-1,-1,-1
838,1984-04-19,16508.0,3.0,1984-04-19 12:00:00,1984-04-19 18:00:00,6.0,,,,349.1951381683465,262.7681662344221 degree,47.57978820800781,-887.4552738026404,,-787.9273731396045,,-328.6618427158856,181.15997307319117,-1,-1,-1
839,1984-04-22,16511.0,3.0,1984-04-22 18:00:00,1984-04-23 00:00:00,6.0,,,,226.6800346822541,234.93495864360213 degree,45.72540283203125,-979.9672877096187,328.00157235400695,-851.1484981670116,610.7715764648655,-531.4667342366694,201.04937286502843,-1,1,-1
840,1984-04-25,16548.0,3.0,1984-04-25 00:00:00,1984-04-25 18:00:00,18.0,,,,335.7988280165644,236.9683253201654 degree,64.10296630859375,-1064.6687946556037,376.1660324044125,-891.2669313325752,809.6244067215546,-392.2048967871088,181.769723421452,-1,1,-1
841,1984-04-25,16553.0,3.0,1984-04-25 12:00:00,1984-04-25 18:00:00,6.0,,,,314.997788275592,247.71284914592118 degree,34.28526306152344,-1064.6687946556037,376.1660324044125,-891.2669313325752,809.6244067215546,-392.2048967871088,181.769723421452,-1,1,-1
842,1984-04-25,16554.0,3.0,1984-04-25 12:00:00,1984-04-25 18:00:00,6.0,,,,314.997788275592,247.71284914592118 degree,34.28526306152344,-1064.6687946556037,376.1660324044125,-891.2669313325752,809.6244067215546,-392.2048967871088,181.769723421452,-1,1,-1
843,1984-04-26,16558.0,3.0,1984-04-26 12:00:00,1984-04-26 18:00:00,6.0,,,,275.34037082828615,259.6060334249719 degree,49.912811279296875,-1084.8960059351177,346.47241426198815,-948.3617526186073,530.3466713393935,-561.6888783404962,300.3121226958386,-1,-1,1
844,1984-05-13,16687.0,3.0,1984-05-13 18:00:00,1984-05-14 12:00:00,18.0,,,,564.1610727984638,231.13888127247722 degree,184.1356201171875,-1555.1821191859267,,-904.4218632432367,,-525.9746383525354,,-1,-1,-1
845,1984-05-17,16714.0,3.0,1984-05-17 00:00:00,1984-05-17 12:00:00,12.0,,,,578.0539487484106,231.15709202578472 degree,121.69329833984375,-1597.210488021327,,-1047.3891035659597,,-911.5784008794129,356.4698562191082,-1,-1,1
846,1984-05-20,16754.0,3.0,1984-05-20 12:00:00,1984-05-20 18:00:00,6.0,,,,261.6580427504021,239.90811979391358 degree,49.628662109375,-1603.286256163281,,-921.7171669311548,,-899.2775206719376,316.80017685920814,-1,-1,1
847,1984-05-30,16816.0,3.0,1984-05-30 06:00:00,1984-05-30 12:00:00,6.0,,,,330.0769441006502,256.94459711079014 degree,126.2747802734375,-1593.4418057430712,532.5659619096873,-1375.0674402980585,754.8927251452996,-1015.0091090298931,212.62236218166387,-1,-1,1
848,1985-03-09,19271.0,3.0,1985-03-09 18:00:00,1985-03-10 00:00:00,6.0,,,,229.03625467593665,251.12906911134573 degree,,-301.3193860119527,,-996.8380973380838,,-117.46821372457423,633.258835588185,-1,-1,1
849,1985-03-19,19328.0,3.0,1985-03-19 00:00:00,1985-03-19 18:00:00,18.0,,,,540.414220779791,245.3072651255977 degree,57.678466796875,,308.52618457765675,,,-240.52849898806312,385.21259801185545,1,0,-1
850,1985-03-20,19333.0,3.0,1985-03-20 00:00:00,1985-03-20 18:00:00,18.0,,,,367.4794299457531,240.9787179059382 degree,21.656494140625,,476.01367456309123,-156.99552248254258,608.8909486901193,-351.4124870484318,,1,1,-1
851,1985-03-23,19361.0,3.0,1985-03-23 06:00:00,1985-03-23 12:00:00,6.0,,,,249.4496147954802,225.7515686454444 degree,17.128173828125,-167.04204924542307,469.22895088428737,-177.73471861344842,,-158.83443594763324,194.4621681753497,1,-1,-1
852,1985-04-10,19503.0,3.0,1985-04-10 06:00:00,1985-04-10 12:00:00,6.0,,,,442.1763893152646,256.8855823249234 degree,55.161834716796875,-532.8635186886484,,-553.052411950037,,-249.10647921558632,193.33983315345907,-1,-1,-1
853,1985-04-12,19523.0,3.0,1985-04-12 06:00:00,1985-04-12 12:00:00,6.0,,,,265.8271805898245,252.79537889769406 degree,43.951446533203125,-586.6323205673539,,-585.866336876969,,-354.5187844852449,476.55220069545226,-1,-1,1
854,1985-04-23,19607.0,3.0,1985-04-23 12:00:00,1985-04-23 18:00:00,6.0,,,,354.6414645352938,229.26529241323664 degree,113.80522155761719,-957.371547969022,363.8970589842411,-911.8697375408401,520.5390752658259,-479.7202202068288,382.9714118227386,-1,-1,1
855,1985-04-24,19612.0,3.0,1985-04-24 06:00:00,1985-04-24 18:00:00,12.0,,,,571.7385200936989,254.99562919066304 degree,82.8585205078125,-973.3054555278289,357.511772174955,-798.8078310910388,870.3247267704052,-511.02461243272427,292.05224094570184,-1,1,1
856,1985-05-10,19735.0,3.0,1985-05-10 06:00:00,1985-05-10 12:00:00,6.0,,,,108.11347571027802,235.52453714518407 degree,104.17129516601562,-1422.3677937671468,,-698.4751711127043,,-393.54865468148773,,-1,-1,-1
857,1985-05-23,19839.0,3.0,1985-05-23 18:00:00,1985-05-24 00:00:00,6.0,,,,314.0061512609359,136.42727391925862 degree,76.23391723632812,-1486.7791648321363,376.3969121798465,-1380.8004579533153,291.2329501995811,-724.2492260615237,,-1,-1,-1
858,1985-05-25,19854.0,3.0,1985-05-25 18:00:00,1985-05-29 12:00:00,90.0,,,,1155.9113635983172,207.86095108786049 degree,277.21734619140625,-1690.9870307045292,,-1051.04277221166,,-977.1844458956571,266.0891364329386,-1,-1,1
859,1985-05-31,19892.0,3.0,1985-05-31 12:00:00,1985-05-31 18:00:00,6.0,,,,615.337398175232,248.10690910609358 degree,60.15203857421875,-1762.8751943750665,,-1568.7611944074786,,-772.3553556464109,248.55381478760705,-1,-1,-1
860,1986-03-18,22290.0,3.0,1986-03-18 06:00:00,1986-03-18 12:00:00,6.0,,,,225.66810564288912,269.47055892419655 degree,,-715.9868500774058,,-1297.3208337519934,,-110.86210206188991,382.4268622839497,-1,-1,1
861,1986-03-31,22401.0,3.0,1986-03-31 06:00:00,1986-03-31 12:00:00,6.0,,,,306.23983624757966,253.29256214982973 degree,7.24371337890625,-519.2419263501471,,-1343.864515279141,,-180.9889143532118,401.97809283607637,-1,-1,1
862,1986-03-31,22405.0,3.0,1986-03-31 18:00:00,1986-04-01 00:00:00,6.0,,,,643.197791595742,245.11018169725992 degree,21.3056640625,-519.2419263501471,,-1343.864515279141,,-180.9889143532118,401.97809283607637,-1,-1,1
863,1986-04-13,22509.0,3.0,1986-04-13 12:00:00,1986-04-13 18:00:00,6.0,,,,407.1180451245546,257.06066424095275 degree,97.73249816894531,-706.9759316333439,,-696.9802240642404,,-318.29740938122,169.14110899342177,-1,-1,-1
864,1986-04-16,22535.0,3.0,1986-04-16 00:00:00,1986-04-18 00:00:00,48.0,,,,575.2142158198278,239.1118706970243 degree,216.51068115234375,-770.5727630119777,,-712.7678511682686,,-311.29434294654544,189.83574983730415,-1,-1,-1
865,1986-04-18,22552.0,3.0,1986-04-18 00:00:00,1986-04-19 06:00:00,30.0,,,,563.9000122891267,223.1877306573515 degree,94.142333984375,-838.2083286353925,424.9801888818973,-794.8353951193001,501.3685598978395,-293.29820329071913,,-1,-1,-1
866,1986-04-24,22601.0,3.0,1986-04-24 12:00:00,1986-04-24 18:00:00,6.0,,,,332.52053584955286,213.91225500831996 degree,56.406524658203125,-991.3527124365339,229.35196280335003,-810.0502714337174,,-355.09112206831804,196.12030232320103,-1,-1,-1
867,1986-04-25,22604.0,3.0,1986-04-25 00:00:00,1986-04-25 06:00:00,6.0,,,,411.25809829653207,251.55457226152322 degree,124.73955535888672,-663.6087217649102,,-761.3283718933448,,-351.1942092691833,172.1486437211979,-1,-1,-1
