,trackID,ar_cat,start_date,end_date,duration
5101,31986.0,3,1989-05-07 12:00:00,1989-05-07 18:00:00,6.0
5103,32076.0,3,1989-05-16 12:00:00,1989-05-16 18:00:00,6.0
5104,32098.0,3,1989-05-20 06:00:00,1989-05-20 12:00:00,6.0
5105,32131.0,3,1989-05-24 06:00:00,1989-05-24 12:00:00,6.0
5106,32126.0,3,1989-05-24 18:00:00,1989-05-25 00:00:00,6.0
5107,32136.0,3,1989-05-24 18:00:00,1989-05-25 00:00:00,6.0
5108,32141.0,3,1989-05-25 06:00:00,1989-05-25 12:00:00,6.0
5109,32147.0,3,1989-05-26 00:00:00,1989-05-26 12:00:00,12.0
5110,32157.0,3,1989-05-27 00:00:00,1989-05-27 06:00:00,6.0
5111,32172.0,3,1989-05-28 06:00:00,1989-05-28 12:00:00,6.0
5115,34090.0,3,1989-12-23 06:00:00,1989-12-23 18:00:00,12.0
5116,34096.0,3,1989-12-24 00:00:00,1989-12-24 12:00:00,12.0
5117,34103.0,3,1989-12-25 06:00:00,1989-12-27 18:00:00,60.0
5125,34384.0,3,1990-01-26 00:00:00,1990-01-27 12:00:00,36.0
5133,34533.0,3,1990-02-13 06:00:00,1990-02-13 12:00:00,6.0
5134,34566.0,3,1990-02-18 06:00:00,1990-02-18 12:00:00,6.0
5135,34574.0,3,1990-02-19 06:00:00,1990-02-21 12:00:00,54.0
5137,34672.0,3,1990-03-01 18:00:00,1990-03-04 18:00:00,72.0
5138,34715.0,3,1990-03-06 12:00:00,1990-03-06 18:00:00,6.0
5139,34742.0,3,1990-03-08 12:00:00,1990-03-08 18:00:00,6.0
5140,34750.0,3,1990-03-09 00:00:00,1990-03-09 18:00:00,18.0
5145,34833.0,3,1990-03-22 00:00:00,1990-03-22 18:00:00,18.0
5146,34863.0,3,1990-03-22 12:00:00,1990-03-24 00:00:00,36.0
5147,34875.0,3,1990-03-24 00:00:00,1990-03-25 12:00:00,36.0
5148,34883.0,3,1990-03-25 00:00:00,1990-03-25 06:00:00,6.0
5149,34885.0,3,1990-03-25 18:00:00,1990-03-26 00:00:00,6.0
5150,34888.0,3,1990-03-27 18:00:00,1990-03-28 18:00:00,24.0
5151,34921.0,3,1990-03-29 18:00:00,1990-03-30 00:00:00,6.0
5152,34945.0,3,1990-03-31 18:00:00,1990-04-01 00:00:00,6.0
5158,35039.0,3,1990-04-13 06:00:00,1990-04-14 06:00:00,24.0
5159,35011.0,3,1990-04-13 12:00:00,1990-04-13 18:00:00,6.0
5160,35047.0,3,1990-04-15 00:00:00,1990-04-15 06:00:00,6.0
5161,35054.0,3,1990-04-16 00:00:00,1990-04-16 18:00:00,18.0
5162,35061.0,3,1990-04-17 00:00:00,1990-04-17 06:00:00,6.0
5163,35066.0,3,1990-04-17 12:00:00,1990-04-17 18:00:00,6.0
5164,35073.0,3,1990-04-18 12:00:00,1990-04-19 12:00:00,24.0
5165,35082.0,3,1990-04-19 18:00:00,1990-04-20 06:00:00,12.0
5166,35046.0,3,1990-04-20 06:00:00,1990-04-21 00:00:00,18.0
5167,35090.0,3,1990-04-21 00:00:00,1990-04-21 06:00:00,6.0
5168,35089.0,3,1990-04-21 06:00:00,1990-04-21 12:00:00,6.0
5169,35149.0,3,1990-04-28 06:00:00,1990-04-29 00:00:00,18.0
5171,35252.0,3,1990-05-13 00:00:00,1990-05-16 00:00:00,72.0
5172,35247.0,3,1990-05-13 06:00:00,1990-05-13 12:00:00,6.0
5173,35256.0,3,1990-05-14 00:00:00,1990-05-15 18:00:00,42.0
5174,35284.0,3,1990-05-18 06:00:00,1990-05-18 12:00:00,6.0
5175,35292.0,3,1990-05-19 06:00:00,1990-05-19 12:00:00,6.0
5176,35301.0,3,1990-05-20 12:00:00,1990-05-21 00:00:00,12.0
5177,35308.0,3,1990-05-21 12:00:00,1990-05-21 18:00:00,6.0
5178,35302.0,3,1990-05-21 18:00:00,1990-05-22 18:00:00,24.0
5179,37160.0,3,1990-12-17 18:00:00,1990-12-19 00:00:00,30.0
5182,37230.0,3,1990-12-29 00:00:00,1990-12-30 12:00:00,36.0
5183,37278.0,3,1991-01-01 00:00:00,1991-01-01 12:00:00,12.0
5184,37284.0,3,1991-01-01 12:00:00,1991-01-03 18:00:00,54.0
5186,37350.0,3,1991-01-09 00:00:00,1991-01-09 06:00:00,6.0
5187,37354.0,3,1991-01-09 18:00:00,1991-01-10 06:00:00,12.0
5193,37672.0,3,1991-02-17 06:00:00,1991-02-18 18:00:00,36.0
5194,37740.0,3,1991-02-25 18:00:00,1991-02-26 00:00:00,6.0
5195,37742.0,3,1991-02-26 06:00:00,1991-02-27 00:00:00,18.0
5199,37786.0,3,1991-03-04 00:00:00,1991-03-04 18:00:00,18.0
5203,37873.0,3,1991-03-18 00:00:00,1991-03-18 06:00:00,6.0
5204,37935.0,3,1991-03-22 12:00:00,1991-03-22 18:00:00,6.0
5211,38004.0,3,1991-04-01 00:00:00,1991-04-01 12:00:00,12.0
5212,38016.0,3,1991-04-02 12:00:00,1991-04-02 18:00:00,6.0
5213,38014.0,3,1991-04-05 06:00:00,1991-04-05 18:00:00,12.0
5214,38050.0,3,1991-04-07 06:00:00,1991-04-07 12:00:00,6.0
5215,38066.0,3,1991-04-09 06:00:00,1991-04-09 18:00:00,12.0
5218,38102.0,3,1991-04-13 18:00:00,1991-04-14 00:00:00,6.0
5219,38108.0,3,1991-04-14 06:00:00,1991-04-14 12:00:00,6.0
5220,38125.0,3,1991-04-16 00:00:00,1991-04-16 18:00:00,18.0
5221,38231.0,3,1991-04-29 18:00:00,1991-04-30 18:00:00,24.0
5222,38215.0,3,1991-05-01 00:00:00,1991-05-01 06:00:00,6.0
5223,38251.0,3,1991-05-02 18:00:00,1991-05-04 00:00:00,30.0
5228,38290.0,3,1991-05-08 00:00:00,1991-05-08 12:00:00,12.0
5229,38308.0,3,1991-05-10 00:00:00,1991-05-10 12:00:00,12.0
5230,38286.0,3,1991-05-11 12:00:00,1991-05-11 18:00:00,6.0
5231,38327.0,3,1991-05-12 12:00:00,1991-05-12 18:00:00,6.0
5232,38347.0,3,1991-05-15 12:00:00,1991-05-15 18:00:00,6.0
5233,38356.0,3,1991-05-16 12:00:00,1991-05-16 18:00:00,6.0
5235,38386.0,3,1991-05-20 00:00:00,1991-05-20 18:00:00,18.0
5238,38436.0,3,1991-05-26 06:00:00,1991-05-26 12:00:00,6.0
5239,38442.0,3,1991-05-27 06:00:00,1991-05-27 12:00:00,6.0
5240,38459.0,3,1991-05-29 06:00:00,1991-05-29 12:00:00,6.0
5241,38464.0,3,1991-05-30 06:00:00,1991-06-01 00:00:00,42.0
5247,40353.0,3,1991-12-21 06:00:00,1991-12-21 18:00:00,12.0
5248,40382.0,3,1991-12-24 00:00:00,1991-12-24 06:00:00,6.0
5249,40386.0,3,1991-12-24 12:00:00,1991-12-27 06:00:00,66.0
5251,40480.0,3,1992-01-07 00:00:00,1992-01-07 12:00:00,12.0
5256,40704.0,3,1992-02-06 00:00:00,1992-02-06 12:00:00,12.0
5266,41006.0,3,1992-03-13 00:00:00,1992-03-13 18:00:00,18.0
5267,41033.0,3,1992-03-14 12:00:00,1992-03-14 18:00:00,6.0
5277,41104.0,3,1992-03-28 00:00:00,1992-03-28 18:00:00,18.0
5278,41129.0,3,1992-03-29 06:00:00,1992-03-29 18:00:00,12.0
5279,41133.0,3,1992-03-30 00:00:00,1992-03-30 12:00:00,12.0
5280,41136.0,3,1992-03-30 12:00:00,1992-03-30 18:00:00,6.0
5283,41253.0,3,1992-04-15 12:00:00,1992-04-16 00:00:00,12.0
5284,41276.0,3,1992-04-16 18:00:00,1992-04-17 00:00:00,6.0
5286,41298.0,3,1992-04-20 00:00:00,1992-04-21 06:00:00,30.0
5291,41432.0,3,1992-05-05 12:00:00,1992-05-05 18:00:00,6.0
5299,41509.0,3,1992-05-16 00:00:00,1992-05-17 12:00:00,36.0
5300,41520.0,3,1992-05-17 18:00:00,1992-05-18 00:00:00,6.0
5301,41530.0,3,1992-05-18 18:00:00,1992-05-19 12:00:00,18.0
5302,41604.0,3,1992-05-27 06:00:00,1992-05-27 12:00:00,6.0
5303,41642.0,3,1992-05-31 12:00:00,1992-06-01 00:00:00,12.0
5312,43569.0,3,1993-01-06 00:00:00,1993-01-06 06:00:00,6.0
5313,43575.0,3,1993-01-07 00:00:00,1993-01-08 00:00:00,24.0
5318,43644.0,3,1993-01-16 00:00:00,1993-01-16 12:00:00,12.0
5321,43752.0,3,1993-01-30 12:00:00,1993-01-30 18:00:00,6.0
5326,43913.0,3,1993-02-18 06:00:00,1993-02-20 12:00:00,54.0
5327,43919.0,3,1993-02-19 18:00:00,1993-02-20 06:00:00,12.0
5328,43928.0,3,1993-02-20 12:00:00,1993-02-21 12:00:00,24.0
5329,43920.0,3,1993-02-21 12:00:00,1993-02-22 18:00:00,30.0
5330,43935.0,3,1993-02-21 18:00:00,1993-02-22 00:00:00,6.0
5331,43938.0,3,1993-02-22 06:00:00,1993-02-22 18:00:00,12.0
5332,43950.0,3,1993-02-26 00:00:00,1993-02-26 18:00:00,18.0
5335,44114.0,3,1993-03-23 00:00:00,1993-03-23 06:00:00,6.0
5337,44150.0,3,1993-03-23 06:00:00,1993-03-23 12:00:00,6.0
5338,44152.0,3,1993-03-23 18:00:00,1993-03-24 12:00:00,18.0
5339,44155.0,3,1993-03-24 12:00:00,1993-03-26 00:00:00,36.0
5340,44169.0,3,1993-03-25 18:00:00,1993-03-27 12:00:00,42.0
5341,44271.0,3,1993-04-09 12:00:00,1993-04-10 06:00:00,18.0
5342,44279.0,3,1993-04-10 12:00:00,1993-04-10 18:00:00,6.0
5343,44285.0,3,1993-04-11 12:00:00,1993-04-11 18:00:00,6.0
5353,44431.0,3,1993-04-30 06:00:00,1993-05-01 06:00:00,24.0
5354,44462.0,3,1993-05-04 18:00:00,1993-05-05 00:00:00,6.0
5358,44509.0,3,1993-05-09 06:00:00,1993-05-09 12:00:00,6.0
5359,44516.0,3,1993-05-10 12:00:00,1993-05-11 12:00:00,24.0
5361,44542.0,3,1993-05-14 12:00:00,1993-05-14 18:00:00,6.0
5362,44564.0,3,1993-05-17 06:00:00,1993-05-17 12:00:00,6.0
5364,44620.0,3,1993-05-24 00:00:00,1993-05-25 00:00:00,24.0
5365,44669.0,3,1993-05-29 06:00:00,1993-05-29 12:00:00,6.0
5366,44676.0,3,1993-05-30 06:00:00,1993-05-31 06:00:00,24.0
5367,46311.0,3,1993-12-05 12:00:00,1993-12-06 06:00:00,18.0
5368,46309.0,3,1993-12-07 00:00:00,1993-12-07 06:00:00,6.0
5369,46344.0,3,1993-12-08 18:00:00,1993-12-09 00:00:00,6.0
5370,46445.0,3,1993-12-20 12:00:00,1993-12-20 18:00:00,6.0
5372,46611.0,3,1994-01-11 12:00:00,1994-01-13 06:00:00,42.0
5373,46635.0,3,1994-01-14 00:00:00,1994-01-16 18:00:00,66.0
5374,46651.0,3,1994-01-16 18:00:00,1994-01-17 00:00:00,6.0
5377,46750.0,3,1994-01-29 12:00:00,1994-01-29 18:00:00,6.0
5378,46757.0,3,1994-01-30 06:00:00,1994-01-31 18:00:00,36.0
5383,46835.0,3,1994-02-07 18:00:00,1994-02-10 06:00:00,60.0
5384,46852.0,3,1994-02-09 12:00:00,1994-02-09 18:00:00,6.0
5385,46925.0,3,1994-02-20 00:00:00,1994-02-23 00:00:00,72.0
5396,47128.0,3,1994-03-19 06:00:00,1994-03-19 12:00:00,6.0
5397,47146.0,3,1994-03-21 06:00:00,1994-03-22 00:00:00,18.0
5400,47190.0,3,1994-03-29 00:00:00,1994-03-30 00:00:00,24.0
5403,47251.0,3,1994-04-01 00:00:00,1994-04-01 12:00:00,12.0
5404,47242.0,3,1994-04-02 12:00:00,1994-04-03 00:00:00,12.0
5405,47302.0,3,1994-04-08 06:00:00,1994-04-08 18:00:00,12.0
5406,47313.0,3,1994-04-10 06:00:00,1994-04-10 18:00:00,12.0
5407,47368.0,3,1994-04-17 00:00:00,1994-04-17 12:00:00,12.0
5409,47424.0,3,1994-04-23 12:00:00,1994-04-24 00:00:00,12.0
5410,47499.0,3,1994-05-02 00:00:00,1994-05-02 18:00:00,18.0
5411,47503.0,3,1994-05-03 12:00:00,1994-05-03 18:00:00,6.0
5413,47548.0,3,1994-05-08 12:00:00,1994-05-08 18:00:00,6.0
5415,47569.0,3,1994-05-12 00:00:00,1994-05-12 18:00:00,18.0
5417,49372.0,3,1994-12-08 00:00:00,1994-12-08 12:00:00,12.0
5420,49639.0,3,1995-01-08 06:00:00,1995-01-10 00:00:00,42.0
5421,49664.0,3,1995-01-10 06:00:00,1995-01-10 12:00:00,6.0
5422,49677.0,3,1995-01-12 00:00:00,1995-01-12 06:00:00,6.0
5423,49650.0,3,1995-01-12 00:00:00,1995-01-12 18:00:00,18.0
5424,49681.0,3,1995-01-12 12:00:00,1995-01-12 18:00:00,6.0
5425,49685.0,3,1995-01-13 00:00:00,1995-01-13 18:00:00,18.0
5426,49722.0,3,1995-01-17 06:00:00,1995-01-18 00:00:00,18.0
5427,49691.0,3,1995-01-17 12:00:00,1995-01-17 18:00:00,6.0
5428,49749.0,3,1995-01-20 06:00:00,1995-01-20 18:00:00,12.0
5432,49945.0,3,1995-02-13 18:00:00,1995-02-14 18:00:00,24.0
5433,49957.0,3,1995-02-15 06:00:00,1995-02-16 06:00:00,24.0
5436,50094.0,3,1995-03-06 12:00:00,1995-03-09 00:00:00,60.0
5437,50118.0,3,1995-03-09 12:00:00,1995-03-10 00:00:00,12.0
5438,50123.0,3,1995-03-10 06:00:00,1995-03-10 18:00:00,12.0
5439,50132.0,3,1995-03-11 06:00:00,1995-03-11 18:00:00,12.0
5440,50141.0,3,1995-03-15 06:00:00,1995-03-16 06:00:00,24.0
5444,50218.0,3,1995-03-24 06:00:00,1995-03-25 06:00:00,24.0
5445,50236.0,3,1995-03-25 12:00:00,1995-03-25 18:00:00,6.0
5446,50241.0,3,1995-03-26 06:00:00,1995-03-27 00:00:00,18.0
5447,50244.0,3,1995-03-26 18:00:00,1995-03-27 00:00:00,6.0
5449,50272.0,3,1995-03-30 12:00:00,1995-03-30 18:00:00,6.0
5450,50275.0,3,1995-03-31 00:00:00,1995-03-31 12:00:00,12.0
5452,50392.0,3,1995-04-12 06:00:00,1995-04-12 12:00:00,6.0
5453,50398.0,3,1995-04-13 12:00:00,1995-04-13 18:00:00,6.0
5462,50519.0,3,1995-04-28 06:00:00,1995-04-28 12:00:00,6.0
5463,50552.0,3,1995-05-01 06:00:00,1995-05-01 18:00:00,12.0
5464,50548.0,3,1995-05-03 12:00:00,1995-05-03 18:00:00,6.0
5465,50606.0,3,1995-05-08 12:00:00,1995-05-09 06:00:00,18.0
5466,50610.0,3,1995-05-08 18:00:00,1995-05-09 06:00:00,12.0
5467,50612.0,3,1995-05-09 12:00:00,1995-05-10 00:00:00,12.0
5468,50640.0,3,1995-05-14 12:00:00,1995-05-15 18:00:00,30.0
5469,50656.0,3,1995-05-16 06:00:00,1995-05-20 00:00:00,90.0
5470,50696.0,3,1995-05-21 06:00:00,1995-05-21 18:00:00,12.0
5471,50710.0,3,1995-05-22 18:00:00,1995-05-23 00:00:00,6.0
5472,50754.0,3,1995-05-28 12:00:00,1995-05-28 18:00:00,6.0
5473,50768.0,3,1995-05-30 12:00:00,1995-05-30 18:00:00,6.0
5484,52799.0,3,1996-01-14 06:00:00,1996-01-16 00:00:00,42.0
5485,52816.0,3,1996-01-16 06:00:00,1996-01-17 00:00:00,18.0
5489,52994.0,3,1996-02-06 00:00:00,1996-02-06 18:00:00,18.0
5490,53027.0,3,1996-02-09 00:00:00,1996-02-09 18:00:00,18.0
5491,53039.0,3,1996-02-10 00:00:00,1996-02-10 12:00:00,12.0
5492,53023.0,3,1996-02-10 12:00:00,1996-02-11 00:00:00,12.0
5494,53066.0,3,1996-02-14 12:00:00,1996-02-14 18:00:00,6.0
5495,53115.0,3,1996-02-21 06:00:00,1996-02-22 00:00:00,18.0
5496,53118.0,3,1996-02-21 12:00:00,1996-02-26 18:00:00,126.0
5501,53198.0,3,1996-03-01 06:00:00,1996-03-01 18:00:00,12.0
5508,53301.0,3,1996-03-17 00:00:00,1996-03-17 18:00:00,18.0
5509,53310.0,3,1996-03-18 06:00:00,1996-03-19 00:00:00,18.0
5510,53321.0,3,1996-03-20 00:00:00,1996-03-20 18:00:00,18.0
5517,53380.0,3,1996-03-28 06:00:00,1996-03-31 00:00:00,66.0
5518,53384.0,3,1996-03-28 12:00:00,1996-03-29 18:00:00,30.0
5519,53392.0,3,1996-03-29 06:00:00,1996-03-29 12:00:00,6.0
5520,53402.0,3,1996-03-29 18:00:00,1996-03-30 00:00:00,6.0
5521,53414.0,3,1996-03-31 00:00:00,1996-04-01 00:00:00,24.0
5522,53457.0,3,1996-04-06 12:00:00,1996-04-06 18:00:00,6.0
5524,53528.0,3,1996-04-16 12:00:00,1996-04-16 18:00:00,6.0
5525,53541.0,3,1996-04-18 06:00:00,1996-04-18 12:00:00,6.0
5526,53520.0,3,1996-04-19 12:00:00,1996-04-20 18:00:00,30.0
5527,53582.0,3,1996-04-23 06:00:00,1996-04-23 12:00:00,6.0
5528,53573.0,3,1996-04-23 12:00:00,1996-04-23 18:00:00,6.0
5530,53603.0,3,1996-04-26 06:00:00,1996-04-27 00:00:00,18.0
5531,53601.0,3,1996-04-26 06:00:00,1996-04-26 12:00:00,6.0
5532,53625.0,3,1996-04-30 06:00:00,1996-04-30 12:00:00,6.0
5533,53641.0,3,1996-05-01 18:00:00,1996-05-02 00:00:00,6.0
5534,53644.0,3,1996-05-02 06:00:00,1996-05-02 12:00:00,6.0
5535,53682.0,3,1996-05-06 06:00:00,1996-05-07 06:00:00,24.0
5537,53768.0,3,1996-05-15 12:00:00,1996-05-15 18:00:00,6.0
5540,53846.0,3,1996-05-24 12:00:00,1996-05-24 18:00:00,6.0
5541,53882.0,3,1996-05-29 06:00:00,1996-05-30 06:00:00,24.0
5542,53883.0,3,1996-05-30 06:00:00,1996-05-30 18:00:00,12.0
5544,55712.0,3,1996-12-25 06:00:00,1996-12-25 12:00:00,6.0
5545,55680.0,3,1996-12-27 12:00:00,1996-12-27 18:00:00,6.0
5546,55893.0,3,1997-01-19 00:00:00,1997-01-19 12:00:00,12.0
5549,55983.0,3,1997-01-27 00:00:00,1997-01-27 06:00:00,6.0
5552,56244.0,3,1997-03-01 00:00:00,1997-03-01 06:00:00,6.0
5560,56460.0,3,1997-03-23 06:00:00,1997-03-23 12:00:00,6.0
5565,56529.0,3,1997-04-02 18:00:00,1997-04-03 06:00:00,12.0
5568,56579.0,3,1997-04-09 12:00:00,1997-04-09 18:00:00,6.0
5572,56800.0,3,1997-05-07 12:00:00,1997-05-07 18:00:00,6.0
5574,56816.0,3,1997-05-09 06:00:00,1997-05-09 12:00:00,6.0
5575,56849.0,3,1997-05-14 06:00:00,1997-05-14 12:00:00,6.0
5576,56880.0,3,1997-05-16 12:00:00,1997-05-16 18:00:00,6.0
5577,56885.0,3,1997-05-18 12:00:00,1997-05-18 18:00:00,6.0
5578,56903.0,3,1997-05-19 00:00:00,1997-05-20 12:00:00,36.0
5579,56917.0,3,1997-05-20 18:00:00,1997-05-21 00:00:00,6.0
5580,56993.0,3,1997-05-30 18:00:00,1997-05-31 00:00:00,6.0
5581,58716.0,3,1997-12-01 06:00:00,1997-12-01 12:00:00,6.0
5582,58718.0,3,1997-12-01 18:00:00,1997-12-02 12:00:00,18.0
5583,58739.0,3,1997-12-04 00:00:00,1997-12-04 06:00:00,6.0
5584,58740.0,3,1997-12-04 06:00:00,1997-12-04 12:00:00,6.0
5585,58768.0,3,1997-12-07 12:00:00,1997-12-11 00:00:00,84.0
5587,58805.0,3,1997-12-13 18:00:00,1997-12-15 06:00:00,36.0
5588,58816.0,3,1997-12-17 06:00:00,1997-12-18 06:00:00,24.0
5589,58894.0,3,1997-12-28 12:00:00,1997-12-28 18:00:00,6.0
5593,58990.0,3,1998-01-15 18:00:00,1998-01-16 06:00:00,12.0
5595,59023.0,3,1998-01-17 12:00:00,1998-01-18 00:00:00,12.0
5596,59037.0,3,1998-01-19 06:00:00,1998-01-22 06:00:00,72.0
5597,59047.0,3,1998-01-20 12:00:00,1998-01-20 18:00:00,6.0
5598,59079.0,3,1998-01-27 00:00:00,1998-01-27 06:00:00,6.0
5603,59254.0,3,1998-02-17 12:00:00,1998-02-17 18:00:00,6.0
5604,59267.0,3,1998-02-18 12:00:00,1998-02-19 12:00:00,24.0
5605,59270.0,3,1998-02-19 12:00:00,1998-02-19 18:00:00,6.0
5606,59271.0,3,1998-02-19 18:00:00,1998-02-20 00:00:00,6.0
5607,59296.0,3,1998-02-23 12:00:00,1998-02-25 12:00:00,48.0
5608,59334.0,3,1998-02-26 18:00:00,1998-02-27 00:00:00,6.0
5610,59386.0,3,1998-03-06 06:00:00,1998-03-06 18:00:00,12.0
5611,59390.0,3,1998-03-06 18:00:00,1998-03-07 00:00:00,6.0
5613,59428.0,3,1998-03-11 12:00:00,1998-03-12 00:00:00,12.0
5614,59430.0,3,1998-03-12 12:00:00,1998-03-13 06:00:00,18.0
5615,59442.0,3,1998-03-13 18:00:00,1998-03-14 00:00:00,6.0
5616,59461.0,3,1998-03-15 18:00:00,1998-03-16 00:00:00,6.0
5620,59509.0,3,1998-03-22 12:00:00,1998-03-25 00:00:00,60.0
5622,59560.0,3,1998-03-29 18:00:00,1998-03-30 00:00:00,6.0
5628,59651.0,3,1998-04-08 00:00:00,1998-04-08 18:00:00,18.0
5629,59661.0,3,1998-04-10 06:00:00,1998-04-11 00:00:00,18.0
5630,59717.0,3,1998-04-20 06:00:00,1998-04-22 00:00:00,42.0
5631,59747.0,3,1998-04-21 12:00:00,1998-04-21 18:00:00,6.0
5632,59756.0,3,1998-04-26 00:00:00,1998-04-26 12:00:00,12.0
5634,59823.0,3,1998-04-29 18:00:00,1998-04-30 00:00:00,6.0
5639,59898.0,3,1998-05-07 06:00:00,1998-05-07 12:00:00,6.0
5640,59905.0,3,1998-05-08 06:00:00,1998-05-09 12:00:00,30.0
5641,59908.0,3,1998-05-09 00:00:00,1998-05-09 06:00:00,6.0
5642,59932.0,3,1998-05-11 06:00:00,1998-05-11 12:00:00,6.0
5645,59983.0,3,1998-05-18 00:00:00,1998-05-19 06:00:00,30.0
5646,60003.0,3,1998-05-19 18:00:00,1998-05-20 00:00:00,6.0
5647,60014.0,3,1998-05-20 12:00:00,1998-05-21 00:00:00,12.0
5651,60039.0,3,1998-05-23 06:00:00,1998-05-23 12:00:00,6.0
5657,62082.0,3,1999-01-06 12:00:00,1999-01-07 06:00:00,18.0
5658,62091.0,3,1999-01-07 12:00:00,1999-01-07 18:00:00,6.0
5662,62247.0,3,1999-02-04 18:00:00,1999-02-05 00:00:00,6.0
5663,62278.0,3,1999-02-09 00:00:00,1999-02-09 18:00:00,18.0
5664,62291.0,3,1999-02-07 00:00:00,1999-02-07 06:00:00,6.0
5666,62369.0,3,1999-02-16 06:00:00,1999-02-16 12:00:00,6.0
5668,62439.0,3,1999-02-24 06:00:00,1999-02-24 12:00:00,6.0
5669,62452.0,3,1999-02-26 06:00:00,1999-02-26 12:00:00,6.0
5673,62585.0,3,1999-03-12 06:00:00,1999-03-12 18:00:00,12.0
5677,62637.0,3,1999-03-21 06:00:00,1999-03-22 00:00:00,18.0
5678,62695.0,3,1999-03-27 00:00:00,1999-03-27 12:00:00,12.0
5680,62719.0,3,1999-03-31 06:00:00,1999-03-31 12:00:00,6.0
5681,62736.0,3,1999-04-02 06:00:00,1999-04-02 12:00:00,6.0
5682,62748.0,3,1999-04-04 06:00:00,1999-04-05 00:00:00,18.0
5685,62829.0,3,1999-04-15 06:00:00,1999-04-15 12:00:00,6.0
5686,62856.0,3,1999-04-20 00:00:00,1999-04-20 06:00:00,6.0
5687,62869.0,3,1999-04-21 06:00:00,1999-04-22 00:00:00,18.0
5688,62873.0,3,1999-04-22 06:00:00,1999-04-22 12:00:00,6.0
5689,62885.0,3,1999-04-22 06:00:00,1999-04-22 12:00:00,6.0
5690,62893.0,3,1999-04-23 06:00:00,1999-04-24 00:00:00,18.0
5691,62980.0,3,1999-05-05 18:00:00,1999-05-06 06:00:00,12.0
5692,63059.0,3,1999-05-14 12:00:00,1999-05-16 00:00:00,36.0
5693,63072.0,3,1999-05-17 06:00:00,1999-05-17 12:00:00,6.0
5694,63091.0,3,1999-05-21 12:00:00,1999-05-21 18:00:00,6.0
5695,63118.0,3,1999-05-21 18:00:00,1999-05-23 12:00:00,42.0
5696,63129.0,3,1999-05-22 06:00:00,1999-05-22 12:00:00,6.0
5697,63153.0,3,1999-05-25 18:00:00,1999-05-27 18:00:00,48.0
5698,63200.0,3,1999-05-29 06:00:00,1999-05-29 12:00:00,6.0
5699,63199.0,3,1999-05-29 18:00:00,1999-05-31 06:00:00,36.0
5700,63215.0,3,1999-05-31 06:00:00,1999-05-31 12:00:00,6.0
5701,65029.0,3,1999-12-09 06:00:00,1999-12-09 18:00:00,12.0
5706,65284.0,3,2000-01-12 00:00:00,2000-01-12 18:00:00,18.0
5707,65316.0,3,2000-01-15 06:00:00,2000-01-15 12:00:00,6.0
5710,65356.0,3,2000-01-20 06:00:00,2000-01-20 12:00:00,6.0
5713,65589.0,3,2000-02-18 06:00:00,2000-02-19 00:00:00,18.0
5714,65651.0,3,2000-02-25 00:00:00,2000-02-26 00:00:00,24.0
5715,65661.0,3,2000-02-26 06:00:00,2000-02-27 00:00:00,18.0
5717,65759.0,3,2000-03-08 06:00:00,2000-03-08 12:00:00,6.0
5718,65764.0,3,2000-03-09 06:00:00,2000-03-09 12:00:00,6.0
5719,65796.0,3,2000-03-12 18:00:00,2000-03-13 00:00:00,6.0
5720,65802.0,3,2000-03-13 12:00:00,2000-03-14 00:00:00,12.0
5721,65811.0,3,2000-03-14 06:00:00,2000-03-15 00:00:00,18.0
5723,65867.0,3,2000-03-27 00:00:00,2000-03-27 12:00:00,12.0
5725,65923.0,3,2000-03-29 12:00:00,2000-03-29 18:00:00,6.0
5726,66111.0,3,2000-04-23 18:00:00,2000-04-25 00:00:00,30.0
5727,66113.0,3,2000-04-24 06:00:00,2000-04-24 12:00:00,6.0
5728,66132.0,3,2000-04-27 18:00:00,2000-04-29 12:00:00,42.0
5729,66159.0,3,2000-04-29 12:00:00,2000-04-29 18:00:00,6.0
5731,66179.0,3,2000-05-01 12:00:00,2000-05-01 18:00:00,6.0
5732,66197.0,3,2000-05-03 06:00:00,2000-05-03 18:00:00,12.0
5733,66246.0,3,2000-05-10 00:00:00,2000-05-10 06:00:00,6.0
5734,66250.0,3,2000-05-10 12:00:00,2000-05-10 18:00:00,6.0
5735,66257.0,3,2000-05-11 06:00:00,2000-05-11 12:00:00,6.0
5736,66266.0,3,2000-05-12 06:00:00,2000-05-12 12:00:00,6.0
5737,66337.0,3,2000-05-21 12:00:00,2000-05-21 18:00:00,6.0
5738,66352.0,3,2000-05-23 06:00:00,2000-05-26 12:00:00,78.0
5739,66377.0,3,2000-05-26 12:00:00,2000-05-27 06:00:00,18.0
5740,66388.0,3,2000-05-27 12:00:00,2000-05-28 00:00:00,12.0
5741,66394.0,3,2000-05-28 06:00:00,2000-05-28 12:00:00,6.0
5742,66400.0,3,2000-05-28 18:00:00,2000-05-29 00:00:00,6.0
5747,68032.0,3,2000-12-04 06:00:00,2000-12-04 12:00:00,6.0
5749,68106.0,3,2000-12-17 00:00:00,2000-12-17 06:00:00,6.0
5750,68221.0,3,2000-12-30 18:00:00,2001-01-02 00:00:00,54.0
5751,68336.0,3,2001-01-16 00:00:00,2001-01-16 06:00:00,6.0
5754,68456.0,3,2001-01-30 12:00:00,2001-01-31 06:00:00,18.0
