,trackID,ar_cat,start_date,end_date,duration
4431,122087.0,2,2017-05-07 12:00:00,2017-05-07 18:00:00,6.0
4444,124274.0,2,2017-12-25 12:00:00,2017-12-26 00:00:00,12.0
4454,124667.0,2,2018-02-14 00:00:00,2018-02-15 00:00:00,24.0
4456,124704.0,2,2018-02-17 00:00:00,2018-02-17 18:00:00,18.0
4460,124781.0,2,2018-02-25 06:00:00,2018-02-26 18:00:00,36.0
4464,124877.0,2,2018-03-09 12:00:00,2018-03-11 12:00:00,48.0
4470,125116.0,2,2018-04-06 12:00:00,2018-04-07 00:00:00,12.0
4471,125122.0,2,2018-04-07 06:00:00,2018-04-07 18:00:00,12.0
4476,125206.0,2,2018-04-22 06:00:00,2018-04-22 12:00:00,6.0
4477,125222.0,2,2018-04-23 18:00:00,2018-04-25 00:00:00,30.0
4480,125347.0,2,2018-05-10 18:00:00,2018-05-12 12:00:00,42.0
4481,125406.0,2,2018-05-13 12:00:00,2018-05-14 12:00:00,24.0
4484,125481.0,2,2018-05-25 00:00:00,2018-05-25 12:00:00,12.0
4493,127583.0,2,2019-01-03 00:00:00,2019-01-04 00:00:00,24.0
4494,127619.0,2,2019-01-07 00:00:00,2019-01-07 18:00:00,18.0
4495,127648.0,2,2019-01-09 18:00:00,2019-01-10 00:00:00,6.0
4496,127676.0,2,2019-01-14 12:00:00,2019-01-18 00:00:00,84.0
4501,127803.0,2,2019-01-29 00:00:00,2019-01-30 00:00:00,24.0
4502,127838.0,2,2019-01-29 12:00:00,2019-01-30 00:00:00,12.0
4506,127901.0,2,2019-02-11 00:00:00,2019-02-12 00:00:00,24.0
4507,127960.0,2,2019-02-15 12:00:00,2019-02-15 18:00:00,6.0
4508,127973.0,2,2019-02-16 12:00:00,2019-02-17 00:00:00,12.0
4509,127951.0,2,2019-02-16 12:00:00,2019-02-17 00:00:00,12.0
4514,128055.0,2,2019-02-28 00:00:00,2019-03-01 00:00:00,24.0
4515,128064.0,2,2019-02-28 06:00:00,2019-03-01 00:00:00,18.0
4516,128066.0,2,2019-02-28 06:00:00,2019-02-28 12:00:00,6.0
4521,128177.0,2,2019-03-15 06:00:00,2019-03-15 18:00:00,12.0
4522,128189.0,2,2019-03-16 06:00:00,2019-03-16 12:00:00,6.0
4523,128199.0,2,2019-03-17 18:00:00,2019-03-18 00:00:00,6.0
4525,128233.0,2,2019-03-22 00:00:00,2019-03-24 12:00:00,60.0
4526,128243.0,2,2019-03-24 12:00:00,2019-03-28 00:00:00,84.0
4528,128325.0,2,2019-04-01 06:00:00,2019-04-01 12:00:00,6.0
4529,128312.0,2,2019-04-01 12:00:00,2019-04-03 00:00:00,36.0
4530,128342.0,2,2019-04-03 06:00:00,2019-04-03 18:00:00,12.0
4534,128393.0,2,2019-04-10 12:00:00,2019-04-11 00:00:00,12.0
4536,128452.0,2,2019-04-18 12:00:00,2019-04-18 18:00:00,6.0
4537,128449.0,2,2019-04-19 06:00:00,2019-04-20 00:00:00,18.0
4538,128457.0,2,2019-04-19 12:00:00,2019-04-19 18:00:00,6.0
4539,128473.0,2,2019-04-22 12:00:00,2019-04-23 00:00:00,12.0
4559,2975.0,3,1979-12-17 00:00:00,1979-12-17 06:00:00,6.0
4562,3033.0,3,1979-12-25 00:00:00,1979-12-25 12:00:00,12.0
4572,3347.0,3,1980-02-02 06:00:00,1980-02-02 12:00:00,6.0
4573,3356.0,3,1980-02-03 12:00:00,1980-02-04 00:00:00,12.0
4574,3366.0,3,1980-02-04 12:00:00,1980-02-05 00:00:00,12.0
4575,3376.0,3,1980-02-05 06:00:00,1980-02-05 18:00:00,12.0
4576,3401.0,3,1980-02-13 00:00:00,1980-02-15 00:00:00,48.0
4583,3591.0,3,1980-03-07 00:00:00,1980-03-07 18:00:00,18.0
4584,3641.0,3,1980-03-09 12:00:00,1980-03-09 18:00:00,6.0
4587,3695.0,3,1980-03-16 12:00:00,1980-03-16 18:00:00,6.0
4588,3708.0,3,1980-03-17 06:00:00,1980-03-17 18:00:00,12.0
4589,3719.0,3,1980-03-21 00:00:00,1980-03-21 06:00:00,6.0
4590,3775.0,3,1980-03-25 06:00:00,1980-03-25 12:00:00,6.0
4591,3791.0,3,1980-03-27 06:00:00,1980-03-28 06:00:00,24.0
4592,3800.0,3,1980-03-28 06:00:00,1980-03-28 12:00:00,6.0
4593,3816.0,3,1980-03-30 06:00:00,1980-03-30 18:00:00,12.0
4594,3799.0,3,1980-03-30 12:00:00,1980-03-30 18:00:00,6.0
4595,3813.0,3,1980-03-30 18:00:00,1980-03-31 00:00:00,6.0
4596,3831.0,3,1980-04-03 12:00:00,1980-04-05 18:00:00,54.0
4598,3871.0,3,1980-04-07 06:00:00,1980-04-07 12:00:00,6.0
4599,3893.0,3,1980-04-10 06:00:00,1980-04-10 12:00:00,6.0
4601,3948.0,3,1980-04-18 06:00:00,1980-04-18 12:00:00,6.0
4602,3995.0,3,1980-04-23 06:00:00,1980-04-24 06:00:00,24.0
4603,4010.0,3,1980-04-24 12:00:00,1980-04-24 18:00:00,6.0
4604,4034.0,3,1980-04-27 12:00:00,1980-04-27 18:00:00,6.0
4605,4038.0,3,1980-04-28 00:00:00,1980-04-28 12:00:00,12.0
4606,4037.0,3,1980-04-28 06:00:00,1980-04-28 12:00:00,6.0
4609,4124.0,3,1980-05-08 00:00:00,1980-05-08 18:00:00,18.0
4610,4153.0,3,1980-05-11 00:00:00,1980-05-11 12:00:00,12.0
4611,4344.0,3,1980-05-31 06:00:00,1980-05-31 12:00:00,6.0
4612,4354.0,3,1980-05-31 12:00:00,1980-05-31 18:00:00,6.0
4613,6121.0,3,1980-12-10 18:00:00,1980-12-11 00:00:00,6.0
4616,6206.0,3,1980-12-22 00:00:00,1980-12-22 06:00:00,6.0
4617,6214.0,3,1980-12-23 06:00:00,1980-12-24 06:00:00,24.0
4618,6227.0,3,1980-12-24 12:00:00,1980-12-25 00:00:00,12.0
4619,6219.0,3,1980-12-27 06:00:00,1980-12-28 06:00:00,24.0
4621,6333.0,3,1981-01-07 18:00:00,1981-01-08 12:00:00,18.0
4623,6368.0,3,1981-01-17 18:00:00,1981-01-18 00:00:00,6.0
4624,6455.0,3,1981-01-23 18:00:00,1981-01-24 18:00:00,24.0
4630,6554.0,3,1981-02-04 06:00:00,1981-02-04 12:00:00,6.0
4635,6612.0,3,1981-02-20 06:00:00,1981-02-20 18:00:00,12.0
4642,6843.0,3,1981-03-15 00:00:00,1981-03-15 18:00:00,18.0
4643,6871.0,3,1981-03-16 18:00:00,1981-03-17 00:00:00,6.0
4644,6874.0,3,1981-03-16 18:00:00,1981-03-17 00:00:00,6.0
4646,6899.0,3,1981-03-20 12:00:00,1981-03-21 06:00:00,18.0
4647,6919.0,3,1981-03-22 06:00:00,1981-03-22 12:00:00,6.0
4651,6965.0,3,1981-03-30 00:00:00,1981-03-30 12:00:00,12.0
4654,6997.0,3,1981-04-05 06:00:00,1981-04-05 18:00:00,12.0
4655,7051.0,3,1981-04-14 00:00:00,1981-04-14 18:00:00,18.0
4656,7114.0,3,1981-04-18 00:00:00,1981-04-18 06:00:00,6.0
4657,7134.0,3,1981-04-18 06:00:00,1981-04-18 12:00:00,6.0
4658,7140.0,3,1981-04-19 06:00:00,1981-04-19 12:00:00,6.0
4659,7142.0,3,1981-04-19 12:00:00,1981-04-20 00:00:00,12.0
4665,7247.0,3,1981-05-03 06:00:00,1981-05-03 18:00:00,12.0
4666,7258.0,3,1981-05-04 12:00:00,1981-05-04 18:00:00,6.0
4667,7338.0,3,1981-05-14 00:00:00,1981-05-18 06:00:00,102.0
4668,7430.0,3,1981-05-24 00:00:00,1981-05-24 12:00:00,12.0
4669,7436.0,3,1981-05-24 06:00:00,1981-05-24 12:00:00,6.0
4670,7445.0,3,1981-05-25 06:00:00,1981-05-26 12:00:00,30.0
4671,7466.0,3,1981-05-27 12:00:00,1981-05-27 18:00:00,6.0
4672,7472.0,3,1981-05-28 06:00:00,1981-05-29 12:00:00,30.0
4673,7487.0,3,1981-05-30 06:00:00,1981-05-30 12:00:00,6.0
4674,7488.0,3,1981-05-30 12:00:00,1981-05-30 18:00:00,6.0
4675,9198.0,3,1981-12-07 12:00:00,1981-12-09 00:00:00,36.0
4676,9218.0,3,1981-12-09 18:00:00,1981-12-10 00:00:00,6.0
4677,9226.0,3,1981-12-10 18:00:00,1981-12-12 06:00:00,36.0
4678,9289.0,3,1981-12-19 12:00:00,1981-12-19 18:00:00,6.0
4679,9296.0,3,1981-12-20 00:00:00,1981-12-20 12:00:00,12.0
4681,9412.0,3,1982-01-04 00:00:00,1982-01-04 18:00:00,18.0
4683,9585.0,3,1982-01-25 00:00:00,1982-01-25 12:00:00,12.0
4684,9587.0,3,1982-01-25 18:00:00,1982-01-26 00:00:00,6.0
4685,9594.0,3,1982-01-26 06:00:00,1982-01-26 12:00:00,6.0
4686,9605.0,3,1982-01-30 00:00:00,1982-01-30 06:00:00,6.0
4691,9758.0,3,1982-02-18 00:00:00,1982-02-19 12:00:00,36.0
4694,9855.0,3,1982-03-01 18:00:00,1982-03-02 00:00:00,6.0
4696,9871.0,3,1982-03-05 18:00:00,1982-03-06 00:00:00,6.0
4697,9893.0,3,1982-03-06 06:00:00,1982-03-06 12:00:00,6.0
4698,9892.0,3,1982-03-06 12:00:00,1982-03-07 00:00:00,12.0
4703,9982.0,3,1982-03-17 18:00:00,1982-03-18 00:00:00,6.0
4706,10041.0,3,1982-03-24 00:00:00,1982-03-24 06:00:00,6.0
4710,10101.0,3,1982-04-01 06:00:00,1982-04-01 18:00:00,12.0
4711,10104.0,3,1982-04-01 18:00:00,1982-04-02 00:00:00,6.0
4712,10113.0,3,1982-04-02 06:00:00,1982-04-02 12:00:00,6.0
4713,10171.0,3,1982-04-08 06:00:00,1982-04-08 12:00:00,6.0
4715,10298.0,3,1982-04-24 06:00:00,1982-04-24 12:00:00,6.0
4716,10422.0,3,1982-05-10 18:00:00,1982-05-12 00:00:00,30.0
4717,10423.0,3,1982-05-10 18:00:00,1982-05-11 00:00:00,6.0
4718,10446.0,3,1982-05-13 06:00:00,1982-05-13 12:00:00,6.0
4719,10459.0,3,1982-05-15 06:00:00,1982-05-15 12:00:00,6.0
4720,10529.0,3,1982-05-25 06:00:00,1982-05-26 12:00:00,30.0
4721,10565.0,3,1982-05-29 00:00:00,1982-05-29 06:00:00,6.0
4722,10572.0,3,1982-05-30 06:00:00,1982-05-30 12:00:00,6.0
4729,12514.0,3,1983-01-10 00:00:00,1983-01-10 06:00:00,6.0
4730,12531.0,3,1983-01-10 18:00:00,1983-01-11 00:00:00,6.0
4731,12554.0,3,1983-01-16 00:00:00,1983-01-16 06:00:00,6.0
4736,12686.0,3,1983-01-31 06:00:00,1983-01-31 12:00:00,6.0
4737,12698.0,3,1983-02-01 12:00:00,1983-02-01 18:00:00,6.0
4738,12759.0,3,1983-02-08 12:00:00,1983-02-08 18:00:00,6.0
4740,12803.0,3,1983-02-14 00:00:00,1983-02-15 06:00:00,30.0
4742,12857.0,3,1983-02-19 12:00:00,1983-02-19 18:00:00,6.0
4743,12858.0,3,1983-02-19 12:00:00,1983-02-19 18:00:00,6.0
4744,12882.0,3,1983-02-22 12:00:00,1983-02-22 18:00:00,6.0
4745,12867.0,3,1983-02-22 18:00:00,1983-02-23 00:00:00,6.0
4746,12893.0,3,1983-02-23 18:00:00,1983-02-24 00:00:00,6.0
4747,12916.0,3,1983-02-25 18:00:00,1983-02-26 00:00:00,6.0
4748,12918.0,3,1983-03-01 00:00:00,1983-03-02 06:00:00,30.0
4757,13063.0,3,1983-03-14 00:00:00,1983-03-14 18:00:00,18.0
4758,13068.0,3,1983-03-14 12:00:00,1983-03-15 00:00:00,12.0
4760,13106.0,3,1983-03-19 06:00:00,1983-03-19 12:00:00,6.0
4761,13101.0,3,1983-03-20 00:00:00,1983-03-22 00:00:00,48.0
4762,13118.0,3,1983-03-21 00:00:00,1983-03-21 06:00:00,6.0
4765,13169.0,3,1983-03-28 00:00:00,1983-03-28 06:00:00,6.0
4769,13243.0,3,1983-04-07 00:00:00,1983-04-07 06:00:00,6.0
4770,13239.0,3,1983-04-07 18:00:00,1983-04-08 00:00:00,6.0
4771,13262.0,3,1983-04-08 06:00:00,1983-04-09 12:00:00,30.0
4772,13264.0,3,1983-04-08 12:00:00,1983-04-08 18:00:00,6.0
4773,13267.0,3,1983-04-09 00:00:00,1983-04-09 06:00:00,6.0
4774,13273.0,3,1983-04-09 12:00:00,1983-04-10 00:00:00,12.0
4777,13309.0,3,1983-04-14 00:00:00,1983-04-14 06:00:00,6.0
4778,13313.0,3,1983-04-15 00:00:00,1983-04-17 00:00:00,48.0
4779,13325.0,3,1983-04-17 06:00:00,1983-04-17 12:00:00,6.0
4780,13429.0,3,1983-04-28 06:00:00,1983-04-28 12:00:00,6.0
4781,13439.0,3,1983-04-29 00:00:00,1983-04-30 18:00:00,42.0
4785,13472.0,3,1983-05-04 00:00:00,1983-05-04 06:00:00,6.0
4787,13494.0,3,1983-05-09 12:00:00,1983-05-09 18:00:00,6.0
4788,13535.0,3,1983-05-12 06:00:00,1983-05-12 12:00:00,6.0
4790,13596.0,3,1983-05-18 00:00:00,1983-05-18 06:00:00,6.0
4791,13616.0,3,1983-05-19 12:00:00,1983-05-19 18:00:00,6.0
4792,13629.0,3,1983-05-21 12:00:00,1983-05-21 18:00:00,6.0
4793,13648.0,3,1983-05-22 12:00:00,1983-05-22 18:00:00,6.0
4798,15626.0,3,1983-12-25 06:00:00,1983-12-28 00:00:00,66.0
4799,15786.0,3,1984-01-14 12:00:00,1984-01-15 18:00:00,30.0
4800,15800.0,3,1984-01-15 12:00:00,1984-01-15 18:00:00,6.0
4801,15805.0,3,1984-01-16 00:00:00,1984-01-18 00:00:00,48.0
4802,15785.0,3,1984-01-17 00:00:00,1984-01-17 12:00:00,12.0
4803,15849.0,3,1984-01-22 18:00:00,1984-01-23 12:00:00,18.0
4804,15935.0,3,1984-02-03 06:00:00,1984-02-03 12:00:00,6.0
4805,15967.0,3,1984-02-07 12:00:00,1984-02-07 18:00:00,6.0
4806,15926.0,3,1984-02-08 00:00:00,1984-02-08 06:00:00,6.0
4807,15972.0,3,1984-02-08 06:00:00,1984-02-09 00:00:00,18.0
4808,15974.0,3,1984-02-08 12:00:00,1984-02-08 18:00:00,6.0
4809,15986.0,3,1984-02-13 12:00:00,1984-02-14 06:00:00,18.0
4810,16018.0,3,1984-02-14 18:00:00,1984-02-16 00:00:00,30.0
4811,16053.0,3,1984-02-18 18:00:00,1984-02-20 00:00:00,30.0
4812,16065.0,3,1984-02-20 06:00:00,1984-02-21 06:00:00,24.0
4813,16178.0,3,1984-03-08 00:00:00,1984-03-08 18:00:00,18.0
4814,16223.0,3,1984-03-12 12:00:00,1984-03-13 00:00:00,12.0
4819,16309.0,3,1984-03-23 06:00:00,1984-03-24 06:00:00,24.0
4820,16295.0,3,1984-03-24 12:00:00,1984-03-24 18:00:00,6.0
4823,16373.0,3,1984-04-02 18:00:00,1984-04-04 12:00:00,42.0
4824,16381.0,3,1984-04-04 12:00:00,1984-04-04 18:00:00,6.0
4825,16390.0,3,1984-04-05 06:00:00,1984-04-06 00:00:00,18.0
4826,16402.0,3,1984-04-07 06:00:00,1984-04-07 12:00:00,6.0
4830,16453.0,3,1984-04-13 00:00:00,1984-04-13 06:00:00,6.0
4831,16497.0,3,1984-04-18 12:00:00,1984-04-18 18:00:00,6.0
4832,16499.0,3,1984-04-18 18:00:00,1984-04-19 12:00:00,18.0
4833,16508.0,3,1984-04-19 12:00:00,1984-04-19 18:00:00,6.0
4834,16511.0,3,1984-04-22 18:00:00,1984-04-23 00:00:00,6.0
4835,16548.0,3,1984-04-25 00:00:00,1984-04-25 18:00:00,18.0
4836,16553.0,3,1984-04-25 12:00:00,1984-04-25 18:00:00,6.0
4837,16554.0,3,1984-04-25 12:00:00,1984-04-25 18:00:00,6.0
4838,16558.0,3,1984-04-26 12:00:00,1984-04-26 18:00:00,6.0
4839,16617.0,3,1984-05-02 18:00:00,1984-05-03 00:00:00,6.0
4844,16687.0,3,1984-05-13 18:00:00,1984-05-14 12:00:00,18.0
4845,16714.0,3,1984-05-17 00:00:00,1984-05-17 12:00:00,12.0
4846,16754.0,3,1984-05-20 12:00:00,1984-05-20 18:00:00,6.0
4847,16816.0,3,1984-05-30 06:00:00,1984-05-30 12:00:00,6.0
4852,18588.0,3,1984-12-13 00:00:00,1984-12-14 12:00:00,36.0
4853,18606.0,3,1984-12-14 12:00:00,1984-12-15 00:00:00,12.0
4854,18707.0,3,1984-12-27 18:00:00,1984-12-28 00:00:00,6.0
4856,18746.0,3,1984-12-31 18:00:00,1985-01-01 00:00:00,6.0
4857,18747.0,3,1985-01-01 06:00:00,1985-01-01 12:00:00,6.0
4858,18750.0,3,1985-01-01 18:00:00,1985-01-03 00:00:00,30.0
4859,18741.0,3,1985-01-02 18:00:00,1985-01-03 00:00:00,6.0
4860,18833.0,3,1985-01-12 12:00:00,1985-01-12 18:00:00,6.0
4861,18786.0,3,1985-01-13 12:00:00,1985-01-13 18:00:00,6.0
4863,18875.0,3,1985-01-19 12:00:00,1985-01-19 18:00:00,6.0
4867,19019.0,3,1985-02-06 00:00:00,1985-02-06 12:00:00,12.0
4868,19093.0,3,1985-02-14 18:00:00,1985-02-16 12:00:00,42.0
4874,19271.0,3,1985-03-09 18:00:00,1985-03-10 00:00:00,6.0
4875,19328.0,3,1985-03-19 00:00:00,1985-03-19 18:00:00,18.0
4876,19333.0,3,1985-03-20 00:00:00,1985-03-20 18:00:00,18.0
4877,19327.0,3,1985-03-20 00:00:00,1985-03-21 00:00:00,24.0
4878,19341.0,3,1985-03-22 00:00:00,1985-03-25 00:00:00,72.0
4879,19361.0,3,1985-03-23 06:00:00,1985-03-23 12:00:00,6.0
4883,19415.0,3,1985-04-01 00:00:00,1985-04-01 18:00:00,18.0
4886,19496.0,3,1985-04-09 06:00:00,1985-04-09 12:00:00,6.0
4887,19503.0,3,1985-04-10 06:00:00,1985-04-10 12:00:00,6.0
4888,19510.0,3,1985-04-10 18:00:00,1985-04-11 00:00:00,6.0
4890,19523.0,3,1985-04-12 06:00:00,1985-04-12 12:00:00,6.0
4892,19607.0,3,1985-04-23 12:00:00,1985-04-23 18:00:00,6.0
4893,19612.0,3,1985-04-24 06:00:00,1985-04-24 18:00:00,12.0
4897,19735.0,3,1985-05-10 06:00:00,1985-05-10 12:00:00,6.0
4898,19839.0,3,1985-05-23 18:00:00,1985-05-24 00:00:00,6.0
4899,19854.0,3,1985-05-25 18:00:00,1985-05-29 12:00:00,90.0
4900,19892.0,3,1985-05-31 12:00:00,1985-05-31 18:00:00,6.0
4902,21553.0,3,1985-12-07 06:00:00,1985-12-07 12:00:00,6.0
4903,21588.0,3,1985-12-12 12:00:00,1985-12-12 18:00:00,6.0
4904,21591.0,3,1985-12-13 00:00:00,1985-12-13 12:00:00,12.0
4905,21602.0,3,1985-12-15 00:00:00,1985-12-15 12:00:00,12.0
4906,21615.0,3,1985-12-16 00:00:00,1985-12-16 06:00:00,6.0
4909,21685.0,3,1985-12-26 06:00:00,1985-12-26 18:00:00,12.0
4913,21794.0,3,1986-01-12 06:00:00,1986-01-13 00:00:00,18.0
4914,21804.0,3,1986-01-13 00:00:00,1986-01-13 18:00:00,18.0
4915,21819.0,3,1986-01-15 12:00:00,1986-01-16 18:00:00,30.0
4916,21827.0,3,1986-01-16 00:00:00,1986-01-16 06:00:00,6.0
4919,21996.0,3,1986-02-09 12:00:00,1986-02-10 18:00:00,30.0
4920,22039.0,3,1986-02-15 00:00:00,1986-02-15 06:00:00,6.0
4921,22062.0,3,1986-02-17 00:00:00,1986-02-17 18:00:00,18.0
4924,22089.0,3,1986-02-21 00:00:00,1986-02-21 12:00:00,12.0
4928,22233.0,3,1986-03-14 00:00:00,1986-03-14 12:00:00,12.0
4931,22290.0,3,1986-03-18 06:00:00,1986-03-18 12:00:00,6.0
4934,22401.0,3,1986-03-31 06:00:00,1986-03-31 12:00:00,6.0
4935,22405.0,3,1986-03-31 18:00:00,1986-04-01 00:00:00,6.0
4940,22509.0,3,1986-04-13 12:00:00,1986-04-13 18:00:00,6.0
4941,22535.0,3,1986-04-16 00:00:00,1986-04-18 00:00:00,48.0
4942,22552.0,3,1986-04-18 00:00:00,1986-04-19 06:00:00,30.0
4944,22601.0,3,1986-04-24 12:00:00,1986-04-24 18:00:00,6.0
4945,22604.0,3,1986-04-25 00:00:00,1986-04-25 06:00:00,6.0
4946,22611.0,3,1986-04-25 12:00:00,1986-04-25 18:00:00,6.0
4947,22606.0,3,1986-04-27 00:00:00,1986-04-27 18:00:00,18.0
4954,22781.0,3,1986-05-17 00:00:00,1986-05-17 18:00:00,18.0
4955,22802.0,3,1986-05-19 12:00:00,1986-05-19 18:00:00,6.0
4956,22831.0,3,1986-05-22 06:00:00,1986-05-22 18:00:00,12.0
4960,24683.0,3,1986-12-12 18:00:00,1986-12-13 12:00:00,18.0
4961,24691.0,3,1986-12-14 00:00:00,1986-12-14 06:00:00,6.0
4962,24716.0,3,1986-12-17 06:00:00,1986-12-17 12:00:00,6.0
4963,24733.0,3,1986-12-18 18:00:00,1986-12-19 00:00:00,6.0
4965,24811.0,3,1986-12-28 06:00:00,1986-12-29 06:00:00,24.0
4966,24795.0,3,1986-12-28 06:00:00,1986-12-28 18:00:00,12.0
4969,24967.0,3,1987-01-17 00:00:00,1987-01-17 12:00:00,12.0
4970,25034.0,3,1987-01-27 12:00:00,1987-01-27 18:00:00,6.0
4971,25043.0,3,1987-01-27 18:00:00,1987-01-28 00:00:00,6.0
4973,25096.0,3,1987-02-03 12:00:00,1987-02-04 00:00:00,12.0
4975,25246.0,3,1987-02-24 00:00:00,1987-02-24 06:00:00,6.0
4976,25282.0,3,1987-03-05 00:00:00,1987-03-05 18:00:00,18.0
4978,25399.0,3,1987-03-17 06:00:00,1987-03-18 00:00:00,18.0
4979,25402.0,3,1987-03-18 06:00:00,1987-03-18 18:00:00,12.0
4980,25408.0,3,1987-03-18 12:00:00,1987-03-18 18:00:00,6.0
4987,25513.0,3,1987-04-03 18:00:00,1987-04-04 00:00:00,6.0
4992,25562.0,3,1987-04-09 12:00:00,1987-04-12 00:00:00,60.0
4993,25582.0,3,1987-04-12 12:00:00,1987-04-13 00:00:00,12.0
4994,25572.0,3,1987-04-13 12:00:00,1987-04-16 12:00:00,72.0
4995,25611.0,3,1987-04-21 00:00:00,1987-04-21 18:00:00,18.0
4997,25680.0,3,1987-04-24 06:00:00,1987-04-25 18:00:00,36.0
4998,25694.0,3,1987-04-24 12:00:00,1987-04-24 18:00:00,6.0
5000,25729.0,3,1987-04-29 12:00:00,1987-04-29 18:00:00,6.0
5001,25732.0,3,1987-04-30 06:00:00,1987-04-30 12:00:00,6.0
5002,25742.0,3,1987-05-01 12:00:00,1987-05-01 18:00:00,6.0
5003,25746.0,3,1987-05-03 12:00:00,1987-05-03 18:00:00,6.0
5004,25752.0,3,1987-05-04 00:00:00,1987-05-04 18:00:00,18.0
5006,25868.0,3,1987-05-18 06:00:00,1987-05-18 12:00:00,6.0
5007,25886.0,3,1987-05-20 06:00:00,1987-05-20 18:00:00,12.0
5008,25905.0,3,1987-05-22 06:00:00,1987-05-22 12:00:00,6.0
5009,25917.0,3,1987-05-23 06:00:00,1987-05-25 00:00:00,42.0
5010,25968.0,3,1987-05-29 12:00:00,1987-05-29 18:00:00,6.0
5012,27698.0,3,1987-12-08 00:00:00,1987-12-08 12:00:00,12.0
5013,27731.0,3,1987-12-11 00:00:00,1987-12-12 18:00:00,42.0
5014,27750.0,3,1987-12-13 12:00:00,1987-12-14 00:00:00,12.0
5015,27685.0,3,1987-12-14 00:00:00,1987-12-14 12:00:00,12.0
5020,27973.0,3,1988-01-14 06:00:00,1988-01-14 12:00:00,6.0
5021,27977.0,3,1988-01-14 18:00:00,1988-01-15 00:00:00,6.0
5022,28022.0,3,1988-01-21 00:00:00,1988-01-21 18:00:00,18.0
5024,28103.0,3,1988-01-31 18:00:00,1988-02-01 00:00:00,6.0
5026,28227.0,3,1988-02-15 12:00:00,1988-02-16 00:00:00,12.0
5032,28334.0,3,1988-02-27 18:00:00,1988-02-28 12:00:00,18.0
5033,28349.0,3,1988-02-29 06:00:00,1988-03-01 18:00:00,36.0
5034,28365.0,3,1988-03-02 00:00:00,1988-03-02 06:00:00,6.0
5035,28248.0,3,1988-03-02 12:00:00,1988-03-02 18:00:00,6.0
5036,28409.0,3,1988-03-07 00:00:00,1988-03-12 12:00:00,132.0
5038,28444.0,3,1988-03-12 18:00:00,1988-03-15 00:00:00,54.0
5042,28494.0,3,1988-03-18 12:00:00,1988-03-20 18:00:00,54.0
5043,28437.0,3,1988-03-21 12:00:00,1988-03-21 18:00:00,6.0
5044,28524.0,3,1988-03-25 00:00:00,1988-03-26 00:00:00,24.0
5045,28572.0,3,1988-03-28 00:00:00,1988-03-28 06:00:00,6.0
5047,28667.0,3,1988-04-17 06:00:00,1988-04-17 18:00:00,12.0
5048,28747.0,3,1988-04-21 06:00:00,1988-04-21 12:00:00,6.0
5052,28804.0,3,1988-04-30 12:00:00,1988-05-02 06:00:00,42.0
5053,28841.0,3,1988-05-02 18:00:00,1988-05-03 18:00:00,24.0
5054,28857.0,3,1988-05-05 00:00:00,1988-05-06 12:00:00,36.0
5055,28891.0,3,1988-05-09 18:00:00,1988-05-10 18:00:00,24.0
5056,28898.0,3,1988-05-11 06:00:00,1988-05-11 12:00:00,6.0
5057,28907.0,3,1988-05-12 12:00:00,1988-05-12 18:00:00,6.0
5058,28913.0,3,1988-05-15 06:00:00,1988-05-15 12:00:00,6.0
5059,28941.0,3,1988-05-18 00:00:00,1988-05-22 06:00:00,102.0
5060,28969.0,3,1988-05-21 12:00:00,1988-05-21 18:00:00,6.0
5061,28973.0,3,1988-05-22 06:00:00,1988-05-24 12:00:00,54.0
5062,29048.0,3,1988-05-29 12:00:00,1988-05-31 18:00:00,54.0
5065,30837.0,3,1988-12-16 18:00:00,1988-12-17 00:00:00,6.0
5066,30935.0,3,1988-12-22 18:00:00,1988-12-23 06:00:00,12.0
5067,30913.0,3,1988-12-23 06:00:00,1988-12-23 18:00:00,12.0
5068,30959.0,3,1988-12-25 18:00:00,1988-12-26 00:00:00,6.0
5071,31059.0,3,1989-01-07 00:00:00,1989-01-09 00:00:00,48.0
5072,31076.0,3,1989-01-09 06:00:00,1989-01-09 18:00:00,12.0
5077,31344.0,3,1989-02-15 00:00:00,1989-02-15 18:00:00,18.0
5078,31371.0,3,1989-02-18 18:00:00,1989-02-19 00:00:00,6.0
5080,31551.0,3,1989-03-12 06:00:00,1989-03-12 18:00:00,12.0
5082,31625.0,3,1989-03-23 18:00:00,1989-03-24 00:00:00,6.0
5083,31653.0,3,1989-03-26 12:00:00,1989-03-27 18:00:00,30.0
5086,31697.0,3,1989-04-02 00:00:00,1989-04-03 00:00:00,24.0
5087,31752.0,3,1989-04-09 00:00:00,1989-04-09 12:00:00,12.0
5089,31771.0,3,1989-04-09 18:00:00,1989-04-10 00:00:00,6.0
5090,31774.0,3,1989-04-10 06:00:00,1989-04-10 18:00:00,12.0
5091,31785.0,3,1989-04-11 06:00:00,1989-04-12 00:00:00,18.0
5092,31812.0,3,1989-04-15 12:00:00,1989-04-15 18:00:00,6.0
5093,31897.0,3,1989-04-26 00:00:00,1989-04-26 06:00:00,6.0
5094,31911.0,3,1989-04-26 06:00:00,1989-04-26 12:00:00,6.0
5095,31916.0,3,1989-04-26 12:00:00,1989-04-27 00:00:00,12.0
5096,31930.0,3,1989-04-28 06:00:00,1989-04-28 12:00:00,6.0
5097,31929.0,3,1989-04-28 12:00:00,1989-04-29 00:00:00,12.0
