time,Unnamed: 0,date,time,kidmap,AR_CAT,hlat,hlon,tlat,tlon
1990-03-20 18:00:00,1961,1990-03-20,1990-03-20 18:00:00,34833.0,1,28.5,75.0,25.5,49.5
1990-03-21 00:00:00,1962,1990-03-21,1990-03-21 00:00:00,34833.0,1,34.5,78.0,25.5,55.5
1990-03-21 06:00:00,1963,1990-03-21,1990-03-21 06:00:00,34833.0,1,36.0,90.0,24.0,54.0
1990-03-21 12:00:00,1964,1990-03-21,1990-03-21 12:00:00,34833.0,1,36.0,73.5,24.0,55.5
1990-03-21 18:00:00,1965,1990-03-21,1990-03-21 18:00:00,34833.0,1,36.0,85.5,24.0,58.5
1990-03-22 00:00:00,1966,1990-03-22,1990-03-22 00:00:00,34833.0,3,34.5,75.0,22.5,61.5
1990-03-22 06:00:00,1967,1990-03-22,1990-03-22 06:00:00,34833.0,3,37.5,90.0,24.0,61.5
1990-03-22 12:00:00,1968,1990-03-22,1990-03-22 12:00:00,34863.0,3,25.5,112.5,21.0,90.0
1990-03-22 12:00:00,1969,1990-03-22,1990-03-22 12:00:00,34833.0,3,24.0,84.0,22.5,61.5
1990-03-22 18:00:00,1970,1990-03-22,1990-03-22 18:00:00,34863.0,3,43.5,132.0,22.5,61.5
1990-03-23 06:00:00,1971,1990-03-23,1990-03-23 06:00:00,34863.0,3,42.0,138.0,19.5,67.5
1990-03-23 12:00:00,1972,1990-03-23,1990-03-23 12:00:00,34863.0,3,39.0,136.5,19.5,66.0
1990-03-23 18:00:00,1973,1990-03-23,1990-03-23 18:00:00,34863.0,3,39.0,141.0,18.0,69.0
1990-03-24 00:00:00,1974,1990-03-24,1990-03-24 00:00:00,34875.0,3,22.5,91.5,16.5,66.0
1990-03-24 06:00:00,1975,1990-03-24,1990-03-24 06:00:00,34875.0,3,24.0,105.0,13.5,79.5
1990-03-24 12:00:00,1976,1990-03-24,1990-03-24 12:00:00,34875.0,3,33.0,99.0,13.5,81.0
1990-03-24 18:00:00,1977,1990-03-24,1990-03-24 18:00:00,34875.0,3,24.0,93.0,12.0,79.5
1990-03-25 00:00:00,1978,1990-03-25,1990-03-25 00:00:00,34875.0,3,24.0,93.0,12.0,79.5
1990-03-25 00:00:00,1979,1990-03-25,1990-03-25 00:00:00,34883.0,3,39.0,108.0,33.0,93.0
1990-03-25 06:00:00,1980,1990-03-25,1990-03-25 06:00:00,34875.0,3,37.5,109.5,13.5,79.5
1990-03-25 18:00:00,1981,1990-03-25,1990-03-25 18:00:00,34885.0,3,36.0,114.0,25.5,99.0
1990-03-27 18:00:00,1982,1990-03-27,1990-03-27 18:00:00,34888.0,3,34.5,135.0,15.0,100.5
1990-03-28 12:00:00,1983,1990-03-28,1990-03-28 12:00:00,34888.0,3,36.0,139.5,16.5,100.5
1990-03-29 18:00:00,1984,1990-03-29,1990-03-29 18:00:00,34921.0,3,25.5,117.0,19.5,82.5
1990-03-31 18:00:00,1985,1990-03-31,1990-03-31 18:00:00,34945.0,3,25.5,94.5,16.5,78.0
1990-04-01 12:00:00,1986,1990-04-01,1990-04-01 12:00:00,34933.0,2,27.0,67.5,15.0,43.5
1990-04-01 18:00:00,1987,1990-04-01,1990-04-01 18:00:00,34933.0,2,27.0,69.0,16.5,51.0
1990-04-02 06:00:00,1988,1990-04-02,1990-04-02 06:00:00,34957.0,2,25.5,115.5,24.0,93.0
1990-04-05 12:00:00,1989,1990-04-05,1990-04-05 12:00:00,34984.0,1,28.5,70.5,24.0,54.0
1990-04-05 18:00:00,1990,1990-04-05,1990-04-05 18:00:00,34984.0,1,31.5,73.5,25.5,55.5
1990-04-06 00:00:00,1991,1990-04-06,1990-04-06 00:00:00,34984.0,1,36.0,69.0,24.0,57.0
1990-04-06 06:00:00,1992,1990-04-06,1990-04-06 06:00:00,34984.0,1,37.5,69.0,24.0,58.5
1990-04-06 12:00:00,1993,1990-04-06,1990-04-06 12:00:00,34984.0,1,33.0,73.5,21.0,57.0
1990-04-09 06:00:00,1994,1990-04-09,1990-04-09 06:00:00,35002.0,1,30.0,118.5,18.0,103.5
1990-04-09 18:00:00,1995,1990-04-09,1990-04-09 18:00:00,35003.0,1,25.5,66.0,16.5,49.5
1990-04-10 00:00:00,1996,1990-04-10,1990-04-10 00:00:00,35003.0,1,33.0,70.5,16.5,52.5
1990-04-10 06:00:00,1997,1990-04-10,1990-04-10 06:00:00,35003.0,1,33.0,72.0,16.5,54.0
1990-04-10 12:00:00,1998,1990-04-10,1990-04-10 12:00:00,35003.0,1,28.5,73.5,19.5,52.5
1990-04-10 18:00:00,1999,1990-04-10,1990-04-10 18:00:00,35003.0,1,27.0,72.0,18.0,57.0
1990-04-11 00:00:00,2000,1990-04-11,1990-04-11 00:00:00,35003.0,1,27.0,73.5,18.0,55.5
1990-04-13 06:00:00,2001,1990-04-13,1990-04-13 06:00:00,35039.0,3,24.0,103.5,30.0,81.0
1990-04-13 12:00:00,2002,1990-04-13,1990-04-13 12:00:00,35039.0,3,25.5,103.5,19.5,84.0
1990-04-13 12:00:00,2003,1990-04-13,1990-04-13 12:00:00,35011.0,3,31.5,69.0,27.0,25.5
1990-04-13 18:00:00,2004,1990-04-13,1990-04-13 18:00:00,35039.0,3,25.5,106.5,22.5,87.0
1990-04-14 00:00:00,2005,1990-04-14,1990-04-14 00:00:00,35039.0,3,24.0,108.0,21.0,88.5
1990-04-15 00:00:00,2006,1990-04-15,1990-04-15 00:00:00,35047.0,3,24.0,106.5,24.0,91.5
1990-04-16 00:00:00,2007,1990-04-16,1990-04-16 00:00:00,35054.0,3,36.0,67.5,31.5,51.0
1990-04-16 06:00:00,2008,1990-04-16,1990-04-16 06:00:00,35054.0,3,33.0,73.5,31.5,51.0
1990-04-16 12:00:00,2009,1990-04-16,1990-04-16 12:00:00,35054.0,3,39.0,72.0,31.5,51.0
1990-04-17 00:00:00,2010,1990-04-17,1990-04-17 00:00:00,35061.0,3,40.5,75.0,30.0,55.5
1990-04-17 12:00:00,2011,1990-04-17,1990-04-17 12:00:00,35066.0,3,33.0,82.5,31.5,61.5
1990-04-18 12:00:00,2012,1990-04-18,1990-04-18 12:00:00,35073.0,3,24.0,114.0,1.5,82.5
1990-04-19 06:00:00,2013,1990-04-19,1990-04-19 06:00:00,35073.0,3,28.5,124.5,4.5,84.0
1990-04-19 18:00:00,2014,1990-04-19,1990-04-19 18:00:00,35082.0,3,36.0,105.0,27.0,81.0
1990-04-20 00:00:00,2015,1990-04-20,1990-04-20 00:00:00,35082.0,3,36.0,106.5,19.5,87.0
1990-04-20 06:00:00,2016,1990-04-20,1990-04-20 06:00:00,35046.0,3,57.0,226.5,6.0,87.0
1990-04-20 12:00:00,2017,1990-04-20,1990-04-20 12:00:00,35046.0,3,57.0,231.0,6.0,87.0
1990-04-20 18:00:00,2018,1990-04-20,1990-04-20 18:00:00,35046.0,3,39.0,208.5,4.5,84.0
1990-04-21 00:00:00,2019,1990-04-21,1990-04-21 00:00:00,35090.0,3,30.0,109.5,21.0,88.5
1990-04-21 06:00:00,2020,1990-04-21,1990-04-21 06:00:00,35089.0,3,30.0,121.5,10.5,96.0
1990-04-28 06:00:00,2021,1990-04-28,1990-04-28 06:00:00,35149.0,3,27.0,114.0,22.5,78.0
1990-04-28 12:00:00,2022,1990-04-28,1990-04-28 12:00:00,35149.0,3,27.0,112.5,24.0,79.5
1990-04-28 18:00:00,2023,1990-04-28,1990-04-28 18:00:00,35149.0,3,27.0,112.5,21.0,76.5
1990-04-29 00:00:00,2024,1990-04-29,1990-04-29 00:00:00,35149.0,2,42.0,109.5,19.5,78.0
1990-04-29 06:00:00,2025,1990-04-29,1990-04-29 06:00:00,35149.0,2,43.5,112.5,21.0,87.0
1990-04-29 12:00:00,2026,1990-04-29,1990-04-29 12:00:00,35160.0,2,33.0,103.5,25.5,94.5
1990-05-13 00:00:00,2027,1990-05-13,1990-05-13 00:00:00,35252.0,3,25.5,91.5,21.0,75.0
1990-05-13 06:00:00,2028,1990-05-13,1990-05-13 06:00:00,35252.0,3,25.5,93.0,13.5,81.0
1990-05-13 06:00:00,2029,1990-05-13,1990-05-13 06:00:00,35247.0,3,70.5,109.5,27.0,60.0
1990-05-13 12:00:00,2030,1990-05-13,1990-05-13 12:00:00,35252.0,3,28.5,97.5,13.5,82.5
1990-05-13 18:00:00,2031,1990-05-13,1990-05-13 18:00:00,35252.0,3,28.5,103.5,25.5,61.5
1990-05-14 00:00:00,2032,1990-05-14,1990-05-14 00:00:00,35252.0,3,28.5,105.0,24.0,63.0
1990-05-14 00:00:00,2033,1990-05-14,1990-05-14 00:00:00,35256.0,3,48.0,69.0,46.5,54.0
1990-05-14 06:00:00,2034,1990-05-14,1990-05-14 06:00:00,35252.0,3,36.0,108.0,27.0,73.5
1990-05-14 06:00:00,2035,1990-05-14,1990-05-14 06:00:00,35256.0,3,51.0,73.5,46.5,57.0
1990-05-14 12:00:00,2036,1990-05-14,1990-05-14 12:00:00,35252.0,3,39.0,109.5,16.5,84.0
1990-05-14 12:00:00,2037,1990-05-14,1990-05-14 12:00:00,35256.0,3,81.0,106.5,45.0,57.0
1990-05-14 18:00:00,2038,1990-05-14,1990-05-14 18:00:00,35252.0,3,40.5,109.5,25.5,73.5
1990-05-14 18:00:00,2039,1990-05-14,1990-05-14 18:00:00,35256.0,3,81.0,165.0,43.5,60.0
1990-05-15 00:00:00,2040,1990-05-15,1990-05-15 00:00:00,35252.0,3,40.5,109.5,27.0,73.5
1990-05-15 00:00:00,2041,1990-05-15,1990-05-15 00:00:00,35256.0,3,81.0,186.0,40.5,63.0
1990-05-15 06:00:00,2042,1990-05-15,1990-05-15 06:00:00,35252.0,3,42.0,109.5,16.5,84.0
1990-05-15 06:00:00,2043,1990-05-15,1990-05-15 06:00:00,35256.0,3,81.0,204.0,42.0,67.5
1990-05-15 12:00:00,2044,1990-05-15,1990-05-15 12:00:00,35252.0,3,36.0,112.5,25.5,76.5
1990-05-15 12:00:00,2045,1990-05-15,1990-05-15 12:00:00,35256.0,3,66.0,136.5,40.5,70.5
1990-05-15 18:00:00,2046,1990-05-15,1990-05-15 18:00:00,35252.0,3,34.5,115.5,16.5,87.0
1990-05-18 06:00:00,2047,1990-05-18,1990-05-18 06:00:00,35284.0,3,33.0,100.5,30.0,81.0
1990-05-19 06:00:00,2048,1990-05-19,1990-05-19 06:00:00,35292.0,3,31.5,102.0,30.0,81.0
1990-05-20 12:00:00,2049,1990-05-20,1990-05-20 12:00:00,35301.0,3,28.5,105.0,30.0,76.5
1990-05-20 18:00:00,2050,1990-05-20,1990-05-20 18:00:00,35301.0,3,31.5,111.0,15.0,105.0
1990-05-21 12:00:00,2051,1990-05-21,1990-05-21 12:00:00,35308.0,3,31.5,91.5,30.0,73.5
1990-05-21 18:00:00,2052,1990-05-21,1990-05-21 18:00:00,35302.0,3,30.0,109.5,9.0,79.5
1990-05-22 00:00:00,2053,1990-05-22,1990-05-22 00:00:00,35302.0,3,31.5,111.0,9.0,81.0
1990-05-22 06:00:00,2054,1990-05-22,1990-05-22 06:00:00,35302.0,3,30.0,109.5,6.0,85.5
1990-05-22 12:00:00,2055,1990-05-22,1990-05-22 12:00:00,35302.0,3,30.0,109.5,6.0,87.0
1990-12-17 18:00:00,2056,1990-12-17,1990-12-17 18:00:00,37160.0,3,25.5,105.0,13.5,87.0
1990-12-18 00:00:00,2057,1990-12-18,1990-12-18 00:00:00,37160.0,3,27.0,109.5,15.0,87.0
1990-12-18 06:00:00,2058,1990-12-18,1990-12-18 06:00:00,37160.0,3,27.0,111.0,19.5,85.5
1990-12-18 12:00:00,2059,1990-12-18,1990-12-18 12:00:00,37160.0,3,27.0,114.0,21.0,87.0
1990-12-18 18:00:00,2060,1990-12-18,1990-12-18 18:00:00,37160.0,3,28.5,115.5,16.5,91.5
1990-12-19 00:00:00,2061,1990-12-19,1990-12-19 00:00:00,37160.0,1,28.5,118.5,21.0,90.0
1990-12-19 12:00:00,2062,1990-12-19,1990-12-19 12:00:00,37175.0,1,37.5,64.5,28.5,54.0
1990-12-21 18:00:00,2063,1990-12-21,1990-12-21 18:00:00,37189.0,2,42.0,67.5,28.5,52.5
1990-12-22 00:00:00,2064,1990-12-22,1990-12-22 00:00:00,37189.0,1,48.0,66.0,27.0,54.0
1990-12-22 06:00:00,2065,1990-12-22,1990-12-22 06:00:00,37189.0,1,36.0,64.5,25.5,54.0
1990-12-22 12:00:00,2066,1990-12-22,1990-12-22 12:00:00,37189.0,1,31.5,69.0,27.0,52.5
1990-12-22 18:00:00,2067,1990-12-22,1990-12-22 18:00:00,37189.0,1,30.0,72.0,25.5,54.0
1990-12-26 00:00:00,2068,1990-12-26,1990-12-26 00:00:00,37230.0,1,27.0,67.5,30.0,39.0
1990-12-26 06:00:00,2069,1990-12-26,1990-12-26 06:00:00,37230.0,1,40.5,72.0,25.5,25.5
1990-12-26 12:00:00,2070,1990-12-26,1990-12-26 12:00:00,37230.0,1,40.5,72.0,30.0,43.5
1990-12-26 18:00:00,2071,1990-12-26,1990-12-26 18:00:00,37230.0,1,36.0,73.5,30.0,48.0
1990-12-27 00:00:00,2072,1990-12-27,1990-12-27 00:00:00,37230.0,1,36.0,73.5,28.5,48.0
1990-12-27 06:00:00,2073,1990-12-27,1990-12-27 06:00:00,37230.0,1,36.0,73.5,27.0,49.5
1990-12-27 12:00:00,2074,1990-12-27,1990-12-27 12:00:00,37230.0,1,34.5,75.0,27.0,51.0
1990-12-27 18:00:00,2075,1990-12-27,1990-12-27 18:00:00,37230.0,1,34.5,75.0,25.5,51.0
1990-12-28 00:00:00,2076,1990-12-28,1990-12-28 00:00:00,37230.0,1,34.5,75.0,24.0,52.5
1990-12-28 06:00:00,2077,1990-12-28,1990-12-28 06:00:00,37230.0,1,34.5,73.5,24.0,54.0
1990-12-28 12:00:00,2078,1990-12-28,1990-12-28 12:00:00,37230.0,1,34.5,73.5,22.5,55.5
1990-12-28 18:00:00,2079,1990-12-28,1990-12-28 18:00:00,37230.0,1,34.5,73.5,22.5,54.0
1990-12-29 00:00:00,2080,1990-12-29,1990-12-29 00:00:00,37230.0,3,34.5,73.5,22.5,60.0
1990-12-29 06:00:00,2081,1990-12-29,1990-12-29 06:00:00,37230.0,3,34.5,73.5,21.0,63.0
1990-12-29 12:00:00,2082,1990-12-29,1990-12-29 12:00:00,37230.0,3,33.0,75.0,21.0,60.0
1990-12-29 18:00:00,2083,1990-12-29,1990-12-29 18:00:00,37230.0,3,33.0,75.0,19.5,69.0
1990-12-30 00:00:00,2084,1990-12-30,1990-12-30 00:00:00,37230.0,3,31.5,76.5,22.5,67.5
1990-12-30 06:00:00,2085,1990-12-30,1990-12-30 06:00:00,37230.0,3,31.5,76.5,19.5,73.5
1991-01-01 00:00:00,2086,1991-01-01,1991-01-01 00:00:00,37278.0,3,27.0,90.0,15.0,78.0
1991-01-01 06:00:00,2087,1991-01-01,1991-01-01 06:00:00,37278.0,3,33.0,102.0,27.0,87.0
1991-01-01 12:00:00,2088,1991-01-01,1991-01-01 12:00:00,37284.0,3,22.5,96.0,16.5,81.0
1991-01-01 18:00:00,2089,1991-01-01,1991-01-01 18:00:00,37284.0,3,31.5,109.5,13.5,78.0
1991-01-02 00:00:00,2090,1991-01-02,1991-01-02 00:00:00,37284.0,3,25.5,106.5,13.5,79.5
1991-01-02 06:00:00,2091,1991-01-02,1991-01-02 06:00:00,37284.0,3,28.5,118.5,13.5,78.0
1991-01-02 12:00:00,2092,1991-01-02,1991-01-02 12:00:00,37284.0,3,25.5,103.5,12.0,75.0
1991-01-02 18:00:00,2093,1991-01-02,1991-01-02 18:00:00,37284.0,3,25.5,105.0,13.5,79.5
1991-01-03 00:00:00,2094,1991-01-03,1991-01-03 00:00:00,37284.0,3,27.0,109.5,13.5,81.0
1991-01-03 06:00:00,2095,1991-01-03,1991-01-03 06:00:00,37284.0,3,28.5,123.0,15.0,82.5
1991-01-03 12:00:00,2096,1991-01-03,1991-01-03 12:00:00,37284.0,3,28.5,127.5,15.0,84.0
1991-01-06 06:00:00,2097,1991-01-06,1991-01-06 06:00:00,37326.0,1,31.5,69.0,21.0,51.0
1991-01-09 00:00:00,2098,1991-01-09,1991-01-09 00:00:00,37350.0,3,24.0,94.5,18.0,76.5
1991-01-09 18:00:00,2099,1991-01-09,1991-01-09 18:00:00,37354.0,3,25.5,114.0,22.5,91.5
1991-01-10 00:00:00,2100,1991-01-10,1991-01-10 00:00:00,37354.0,3,22.5,96.0,18.0,76.5
1991-01-15 00:00:00,2101,1991-01-15,1991-01-15 00:00:00,37381.0,1,21.0,69.0,21.0,42.0
1991-01-15 06:00:00,2102,1991-01-15,1991-01-15 06:00:00,37381.0,1,27.0,67.5,22.5,45.0
1991-01-19 12:00:00,2103,1991-01-19,1991-01-19 12:00:00,37417.0,2,27.0,72.0,12.0,42.0
1991-01-20 06:00:00,2104,1991-01-20,1991-01-20 06:00:00,37417.0,2,25.5,64.5,16.5,358.5
1991-01-20 12:00:00,2105,1991-01-20,1991-01-20 12:00:00,37417.0,2,25.5,64.5,16.5,10.5
1991-01-21 12:00:00,2106,1991-01-21,1991-01-21 12:00:00,37417.0,2,28.5,67.5,24.0,39.0
1991-01-23 18:00:00,2107,1991-01-23,1991-01-23 18:00:00,37455.0,2,25.5,72.0,27.0,48.0
1991-01-24 06:00:00,2108,1991-01-24,1991-01-24 06:00:00,37457.0,2,34.5,67.5,21.0,42.0
1991-01-24 12:00:00,2109,1991-01-24,1991-01-24 12:00:00,37457.0,2,24.0,75.0,15.0,43.5
1991-01-24 18:00:00,2110,1991-01-24,1991-01-24 18:00:00,37457.0,2,27.0,79.5,24.0,49.5
1991-01-25 00:00:00,2111,1991-01-25,1991-01-25 00:00:00,37457.0,2,25.5,81.0,21.0,43.5
1991-01-25 06:00:00,2112,1991-01-25,1991-01-25 06:00:00,37457.0,2,27.0,79.5,19.5,43.5
1991-01-25 12:00:00,2113,1991-01-25,1991-01-25 12:00:00,37457.0,2,27.0,81.0,18.0,42.0
1991-01-25 18:00:00,2114,1991-01-25,1991-01-25 18:00:00,37457.0,2,24.0,84.0,16.5,40.5
1991-01-26 00:00:00,2115,1991-01-26,1991-01-26 00:00:00,37457.0,1,21.0,84.0,19.5,39.0
1991-01-26 06:00:00,2116,1991-01-26,1991-01-26 06:00:00,37457.0,1,61.5,91.5,15.0,42.0
1991-01-26 12:00:00,2117,1991-01-26,1991-01-26 12:00:00,37457.0,1,39.0,70.5,19.5,48.0
1991-01-26 18:00:00,2118,1991-01-26,1991-01-26 18:00:00,37457.0,1,34.5,73.5,19.5,46.5
1991-01-27 00:00:00,2119,1991-01-27,1991-01-27 00:00:00,37457.0,1,37.5,75.0,21.0,45.0
1991-01-27 06:00:00,2120,1991-01-27,1991-01-27 06:00:00,37457.0,1,37.5,75.0,21.0,46.5
1991-01-27 12:00:00,2121,1991-01-27,1991-01-27 12:00:00,37457.0,1,39.0,75.0,21.0,49.5
1991-01-27 18:00:00,2122,1991-01-27,1991-01-27 18:00:00,37457.0,1,34.5,75.0,22.5,55.5
1991-01-28 00:00:00,2123,1991-01-28,1991-01-28 00:00:00,37457.0,1,36.0,75.0,24.0,58.5
1991-01-28 06:00:00,2124,1991-01-28,1991-01-28 06:00:00,37457.0,1,28.5,78.0,24.0,61.5
1991-02-07 18:00:00,2125,1991-02-07,1991-02-07 18:00:00,37594.0,2,27.0,73.5,21.0,39.0
1991-02-08 00:00:00,2126,1991-02-08,1991-02-08 00:00:00,37594.0,1,24.0,88.5,19.5,39.0
1991-02-08 06:00:00,2127,1991-02-08,1991-02-08 06:00:00,37594.0,1,31.5,69.0,19.5,39.0
1991-02-08 12:00:00,2128,1991-02-08,1991-02-08 12:00:00,37594.0,1,24.0,87.0,15.0,36.0
1991-02-08 18:00:00,2129,1991-02-08,1991-02-08 18:00:00,37594.0,1,24.0,88.5,16.5,39.0
1991-02-09 00:00:00,2130,1991-02-09,1991-02-09 00:00:00,37594.0,1,24.0,87.0,15.0,42.0
1991-02-09 06:00:00,2131,1991-02-09,1991-02-09 06:00:00,37594.0,1,22.5,85.5,16.5,43.5
1991-02-09 12:00:00,2132,1991-02-09,1991-02-09 12:00:00,37594.0,1,34.5,73.5,19.5,48.0
1991-02-09 18:00:00,2133,1991-02-09,1991-02-09 18:00:00,37594.0,1,34.5,73.5,19.5,49.5
1991-02-10 00:00:00,2134,1991-02-10,1991-02-10 00:00:00,37594.0,1,34.5,72.0,19.5,51.0
1991-02-10 06:00:00,2135,1991-02-10,1991-02-10 06:00:00,37594.0,1,28.5,82.5,21.0,52.5
1991-02-10 12:00:00,2136,1991-02-10,1991-02-10 12:00:00,37594.0,1,25.5,84.0,19.5,52.5
1991-02-10 18:00:00,2137,1991-02-10,1991-02-10 18:00:00,37594.0,1,34.5,75.0,18.0,51.0
1991-02-11 00:00:00,2138,1991-02-11,1991-02-11 00:00:00,37594.0,1,34.5,73.5,18.0,55.5
1991-02-11 06:00:00,2139,1991-02-11,1991-02-11 06:00:00,37594.0,1,34.5,73.5,19.5,61.5
1991-02-17 06:00:00,2140,1991-02-17,1991-02-17 06:00:00,37672.0,3,24.0,87.0,18.0,69.0
1991-02-17 12:00:00,2141,1991-02-17,1991-02-17 12:00:00,37672.0,3,25.5,87.0,13.5,75.0
1991-02-17 18:00:00,2142,1991-02-17,1991-02-17 18:00:00,37672.0,3,33.0,100.5,25.5,79.5
1991-02-18 00:00:00,2143,1991-02-18,1991-02-18 00:00:00,37672.0,3,31.5,102.0,15.0,78.0
1991-02-18 06:00:00,2144,1991-02-18,1991-02-18 06:00:00,37672.0,3,33.0,102.0,16.5,79.5
1991-02-18 12:00:00,2145,1991-02-18,1991-02-18 12:00:00,37672.0,3,28.5,105.0,25.5,87.0
1991-02-25 18:00:00,2146,1991-02-25,1991-02-25 18:00:00,37740.0,3,36.0,115.5,25.5,96.0
1991-02-26 06:00:00,2147,1991-02-26,1991-02-26 06:00:00,37742.0,3,25.5,96.0,16.5,76.5
1991-02-26 12:00:00,2148,1991-02-26,1991-02-26 12:00:00,37742.0,3,25.5,93.0,18.0,73.5
1991-02-26 18:00:00,2149,1991-02-26,1991-02-26 18:00:00,37742.0,3,28.5,94.5,13.5,78.0
1991-02-27 00:00:00,2150,1991-02-27,1991-02-27 00:00:00,37742.0,2,27.0,96.0,15.0,78.0
1991-02-27 06:00:00,2151,1991-02-27,1991-02-27 06:00:00,37742.0,2,33.0,102.0,27.0,85.5
1991-02-27 12:00:00,2152,1991-02-27,1991-02-27 12:00:00,37742.0,2,33.0,100.5,18.0,79.5
1991-02-28 00:00:00,2153,1991-02-28,1991-02-28 00:00:00,37759.0,2,25.5,93.0,16.5,78.0
1991-02-28 06:00:00,2154,1991-02-28,1991-02-28 06:00:00,37759.0,2,27.0,94.5,16.5,78.0
1991-02-28 12:00:00,2155,1991-02-28,1991-02-28 12:00:00,37759.0,2,28.5,99.0,16.5,79.5
1991-02-28 18:00:00,2156,1991-02-28,1991-02-28 18:00:00,37759.0,2,28.5,100.5,18.0,78.0
1991-02-28 18:00:00,2157,1991-02-28,1991-02-28 18:00:00,37758.0,2,25.5,66.0,18.0,43.5
1991-03-01 00:00:00,2158,1991-03-01,1991-03-01 00:00:00,37759.0,1,28.5,103.5,22.5,84.0
1991-03-01 00:00:00,2159,1991-03-01,1991-03-01 00:00:00,37758.0,1,28.5,66.0,19.5,46.5
1991-03-01 06:00:00,2160,1991-03-01,1991-03-01 06:00:00,37758.0,1,31.5,66.0,21.0,49.5
1991-03-01 12:00:00,2161,1991-03-01,1991-03-01 12:00:00,37758.0,1,34.5,66.0,21.0,51.0
1991-03-01 18:00:00,2162,1991-03-01,1991-03-01 18:00:00,37758.0,1,37.5,67.5,21.0,54.0
1991-03-02 00:00:00,2163,1991-03-02,1991-03-02 00:00:00,37758.0,1,31.5,72.0,21.0,49.5
1991-03-02 06:00:00,2164,1991-03-02,1991-03-02 06:00:00,37758.0,1,31.5,73.5,18.0,43.5
1991-03-02 12:00:00,2165,1991-03-02,1991-03-02 12:00:00,37758.0,1,30.0,76.5,21.0,48.0
1991-03-03 00:00:00,2166,1991-03-03,1991-03-03 00:00:00,37784.0,1,27.0,69.0,21.0,52.5
1991-03-03 12:00:00,2167,1991-03-03,1991-03-03 12:00:00,37786.0,1,27.0,73.5,21.0,54.0
1991-03-03 18:00:00,2168,1991-03-03,1991-03-03 18:00:00,37786.0,1,28.5,76.5,21.0,54.0
1991-03-04 00:00:00,2169,1991-03-04,1991-03-04 00:00:00,37786.0,3,34.5,73.5,21.0,52.5
1991-03-04 06:00:00,2170,1991-03-04,1991-03-04 06:00:00,37786.0,3,33.0,75.0,22.5,54.0
1991-03-04 12:00:00,2171,1991-03-04,1991-03-04 12:00:00,37786.0,3,25.5,79.5,19.5,61.5
1991-03-05 00:00:00,2172,1991-03-05,1991-03-05 00:00:00,37794.0,2,27.0,85.5,19.5,67.5
1991-03-05 18:00:00,2173,1991-03-05,1991-03-05 18:00:00,37800.0,2,37.5,108.0,22.5,106.5
1991-03-06 06:00:00,2174,1991-03-06,1991-03-06 06:00:00,37800.0,2,40.5,105.0,21.0,106.5
1991-03-06 06:00:00,2175,1991-03-06,1991-03-06 06:00:00,37791.0,2,22.5,66.0,12.0,42.0
1991-03-06 12:00:00,2176,1991-03-06,1991-03-06 12:00:00,37800.0,2,40.5,106.5,16.5,108.0
1991-03-06 12:00:00,2177,1991-03-06,1991-03-06 12:00:00,37791.0,2,21.0,70.5,15.0,42.0
1991-03-06 18:00:00,2178,1991-03-06,1991-03-06 18:00:00,37791.0,2,37.5,67.5,16.5,37.5
1991-03-07 00:00:00,2179,1991-03-07,1991-03-07 00:00:00,37791.0,1,18.0,72.0,16.5,42.0
1991-03-07 06:00:00,2180,1991-03-07,1991-03-07 06:00:00,37791.0,1,37.5,69.0,18.0,43.5
1991-03-07 12:00:00,2181,1991-03-07,1991-03-07 12:00:00,37791.0,1,39.0,72.0,19.5,46.5
1991-03-07 18:00:00,2182,1991-03-07,1991-03-07 18:00:00,37791.0,1,37.5,70.5,19.5,48.0
1991-03-08 00:00:00,2183,1991-03-08,1991-03-08 00:00:00,37791.0,1,30.0,76.5,19.5,49.5
1991-03-08 06:00:00,2184,1991-03-08,1991-03-08 06:00:00,37791.0,1,37.5,75.0,19.5,51.0
1991-03-15 18:00:00,2185,1991-03-15,1991-03-15 18:00:00,37873.0,1,34.5,61.5,19.5,49.5
1991-03-16 00:00:00,2186,1991-03-16,1991-03-16 00:00:00,37873.0,1,40.5,69.0,19.5,49.5
1991-03-16 06:00:00,2187,1991-03-16,1991-03-16 06:00:00,37873.0,1,40.5,70.5,19.5,51.0
1991-03-16 12:00:00,2188,1991-03-16,1991-03-16 12:00:00,37873.0,1,40.5,70.5,18.0,49.5
1991-03-16 18:00:00,2189,1991-03-16,1991-03-16 18:00:00,37873.0,1,42.0,73.5,18.0,54.0
1991-03-17 00:00:00,2190,1991-03-17,1991-03-17 00:00:00,37873.0,1,42.0,70.5,16.5,52.5
1991-03-17 06:00:00,2191,1991-03-17,1991-03-17 06:00:00,37873.0,1,43.5,115.5,19.5,58.5
1991-03-17 12:00:00,2192,1991-03-17,1991-03-17 12:00:00,37873.0,1,40.5,72.0,19.5,58.5
1991-03-17 18:00:00,2193,1991-03-17,1991-03-17 18:00:00,37873.0,1,37.5,70.5,19.5,61.5
1991-03-18 00:00:00,2194,1991-03-18,1991-03-18 00:00:00,37873.0,3,34.5,73.5,21.0,64.5
1991-03-22 12:00:00,2195,1991-03-22,1991-03-22 12:00:00,37935.0,3,22.5,90.0,19.5,73.5
1991-03-23 06:00:00,2196,1991-03-23,1991-03-23 06:00:00,37941.0,2,33.0,103.5,18.0,79.5
