,trackID,ar_cat,start_date,end_date,duration,ivt,hlat,hlon,tlat,tlon,ivtdir,landslideID,landslide_lat,landslide_lon
94,12779.0,1,1983-02-09 12:00:00,1983-02-10 00:00:00,12.0,425.25754541243,27.692307692307693,149.8846153846154,22.03846153846154,115.73076923076923,76.98647874768302,,,
95,12918.0,1,1983-02-28 00:00:00,1983-03-01 00:00:00,24.0,220.85391539627832,30.970588235294116,72.61764705882354,18.352941176470587,46.85294117647059,70.25818989291585,,,
96,12918.0,2,1983-02-27 00:00:00,1983-02-28 00:00:00,24.0,220.85391539627832,30.970588235294116,72.61764705882354,18.352941176470587,46.85294117647059,70.25818989291585,,,
97,12918.0,3,1983-03-01 00:00:00,1983-03-02 06:00:00,30.0,220.85391539627832,30.970588235294116,72.61764705882354,18.352941176470587,46.85294117647059,70.25818989291585,,,
98,12973.0,1,1983-03-07 00:00:00,1983-03-08 06:00:00,30.0,229.73706454247647,32.3,68.8,18.3,39.9,58.6671344852713,,,
99,12973.0,2,1983-03-06 06:00:00,1983-03-07 00:00:00,18.0,229.73706454247647,32.3,68.8,18.3,39.9,58.6671344852713,,,
100,13011.0,1,1983-03-09 12:00:00,1983-03-09 18:00:00,6.0,240.2021225805453,27.75,79.5,22.5,52.5,78.49997984819521,,,
101,13022.0,1,1983-03-10 06:00:00,1983-03-11 00:00:00,18.0,251.56734863720962,29.0,75.0,21.5,53.5,75.13866855342646,,,
102,13034.0,1,1983-03-13 00:00:00,1983-03-13 18:00:00,18.0,215.169230490825,25.2,65.1,11.85,34.8,59.31899964226077,,,
103,13034.0,2,1983-03-12 12:00:00,1983-03-13 00:00:00,12.0,215.169230490825,25.2,65.1,11.85,34.8,59.31899964226077,,,
104,13054.0,1,1983-03-13 00:00:00,1983-03-13 06:00:00,6.0,263.74390458289486,30.0,99.0,22.5,82.5,74.99157675019933,,,
105,13060.0,1,1983-03-13 12:00:00,1983-03-13 18:00:00,6.0,233.45125968196302,33.0,106.5,18.0,88.5,63.24257608030803,,,
