,trackID,ar_cat,start_date,end_date,duration,ivt,hlat,hlon,tlat,tlon,ivtdir,landslideID,landslide_lat,landslide_lon,northwestern,western,eastern,zagros
0,2861.0,1,1979-12-02 00:00:00,1979-12-02 18:00:00,18.0,178.3403590924427,54.0,88.95,33.3,54.75,60.60876266004893,,,,28.965789794921875,16.181400299072266,47.21565246582031,
1,2861.0,2,1979-12-01 12:00:00,1979-12-02 00:00:00,12.0,178.3403590924427,54.0,88.95,33.3,54.75,60.60876266004893,,,,28.965789794921875,16.181400299072266,47.21565246582031,
2,2871.0,1,1979-12-09 06:00:00,1979-12-09 18:00:00,12.0,291.57569522220484,58.85526315789474,137.8421052631579,37.6578947368421,165.78947368421052,61.661943454299056,,,,,,,
3,2871.0,2,1979-12-08 06:00:00,1979-12-09 00:00:00,18.0,291.57569522220484,58.85526315789474,137.8421052631579,37.6578947368421,165.78947368421052,61.661943454299056,,,,23.688365936279297,3.7372827529907227,23.392919540405273,
4,2975.0,1,1979-12-16 12:00:00,1979-12-17 00:00:00,12.0,178.76560631543907,40.0,64.0,24.0,58.5,45.69015781210703,,,,10.548952102661133,5.263077735900879,28.52236557006836,
5,2975.0,3,1979-12-17 00:00:00,1979-12-17 06:00:00,6.0,178.76560631543907,40.0,64.0,24.0,58.5,45.69015781210703,,,,10.548952102661133,5.263077735900879,28.52236557006836,
6,2988.0,1,1979-12-21 00:00:00,1979-12-22 12:00:00,36.0,182.03733811196835,33.6,56.8,16.6,45.3,46.96557587315899,,,,21.815752029418945,19.6922664642334,26.694543838500977,11.840951919555664
7,3026.0,1,1979-12-24 06:00:00,1979-12-24 12:00:00,6.0,142.13622121003547,28.5,69.0,19.5,49.5,47.894359306544,,,,,,,
8,3033.0,1,1979-12-24 18:00:00,1979-12-25 00:00:00,6.0,142.81580788739126,25.5,83.5,20.5,56.0,49.05335675958989,,,,1.5508867502212524,15.901097297668457,1.4162265062332153,7.434741020202637
9,3033.0,3,1979-12-25 00:00:00,1979-12-25 12:00:00,12.0,142.81580788739126,25.5,83.5,20.5,56.0,49.05335675958989,,,,1.5508867502212524,15.901097297668457,1.4162265062332153,7.434741020202637
10,3038.0,1,1979-12-28 00:00:00,1979-12-28 18:00:00,18.0,179.7502482462424,30.923076923076923,60.80769230769231,16.846153846153847,42.92307692307692,62.85863484204019,,,,5.187237739562988,5.252679347991943,15.908430099487305,2.40712833404541
11,3038.0,2,1979-12-27 00:00:00,1979-12-28 00:00:00,24.0,179.7502482462424,30.923076923076923,60.80769230769231,16.846153846153847,42.92307692307692,62.85863484204019,,,,6.641854763031006,6.067676544189453,29.591299057006836,14.643000602722168
12,3065.0,1,1979-12-30 12:00:00,1979-12-31 00:00:00,12.0,266.14423022572583,30.5,60.75,22.25,42.25,74.14524362456909,,,,3.9849815368652344,35.48377990722656,39.65495681762695,
13,3137.0,1,1980-01-07 18:00:00,1980-01-08 00:00:00,6.0,151.47238652696495,50.85,72.3,37.65,58.2,46.25914597560684,,,,12.85288143157959,5.492206573486328,18.5292911529541,
14,3204.0,1,1980-01-15 00:00:00,1980-01-15 06:00:00,6.0,206.75683358294847,31.5,70.5,24.0,54.0,74.70520685162583,,,,17.441068649291992,15.139286994934082,17.51491928100586,8.531403541564941
15,3223.0,1,1980-01-17 18:00:00,1980-01-18 12:00:00,18.0,181.93672374816927,35.0,65.5,22.0,57.0,62.14926431089353,,,,9.703252792358398,19.115550994873047,14.694766998291016,4.600372314453125
16,3253.0,1,1980-01-24 00:00:00,1980-01-25 00:00:00,24.0,205.4814438682635,35.75,69.25,18.25,35.875,64.77209640192956,,,,40.353538513183594,60.61056900024414,24.19870948791504,25.566884994506836
17,3253.0,2,1980-01-22 06:00:00,1980-01-24 00:00:00,42.0,205.4814438682635,35.75,69.25,18.25,35.875,64.77209640192956,,,,38.65143585205078,20.857404708862305,57.14244842529297,113.1758804321289
18,3281.0,1,1980-01-25 12:00:00,1980-01-25 18:00:00,6.0,166.58802394478343,34.5,73.5,16.5,43.5,71.60823024995356,,,,,,,
19,3401.0,1,1980-02-12 00:00:00,1980-02-13 00:00:00,24.0,223.18919687459504,34.44230769230769,62.94230769230769,16.153846153846153,49.21153846153846,41.75319144714596,,,,46.71885299682617,35.212642669677734,7.524204730987549,22.974788665771484
20,3401.0,2,1980-02-10 12:00:00,1980-02-12 00:00:00,36.0,223.18919687459504,34.44230769230769,62.94230769230769,16.153846153846153,49.21153846153846,41.75319144714596,,,,29.582962036132812,4.956133842468262,13.333870887756348,142.1416473388672
21,3401.0,3,1980-02-13 00:00:00,1980-02-15 00:00:00,48.0,223.18919687459504,34.44230769230769,62.94230769230769,16.153846153846153,49.21153846153846,41.75319144714596,,,,23.66452980041504,62.86282730102539,16.52086639404297,39.254920959472656
22,3465.0,1,1980-02-18 00:00:00,1980-02-19 12:00:00,36.0,232.70436279190417,26.1,67.05,21.9,45.6,68.69928577857087,,,,24.557321548461914,20.36637306213379,42.7939567565918,25.617395401000977
23,3465.0,2,1980-02-17 18:00:00,1980-02-18 00:00:00,6.0,232.70436279190417,26.1,67.05,21.9,45.6,68.69928577857087,,,,3.434041976928711,14.411130905151367,32.19725036621094,25.376054763793945
24,3486.0,1,1980-02-21 00:00:00,1980-02-21 18:00:00,18.0,221.7116599611805,26.666666666666668,70.16666666666667,17.833333333333332,33.5,72.54395451254805,,,,23.368101119995117,17.562881469726562,7.853687286376953,9.238022804260254
