,date,trackID,ar_cat,start_date,end_date,duration,landslideID,landslide_lat,landslide_lon,prec,ivt,ivtdir,western_low,western_high,northwestern_low,northwestern_high,eastern_low,eastern_high,western_freeze,northwestern_freeze,eastern_freeze
211,1995-12-17,52556.0,1.0,1995-12-17 00:00:00,1995-12-18 00:00:00,24.0,,,,14.001953125,240.66795943371193,267.1899095676047 degree,-312.732276249852,,-381.3645696836226,,-155.19536658036318,550.3778952375114,-1,-1,1
212,1995-12-15,52556.0,2.0,1995-12-15 12:00:00,1995-12-17 00:00:00,36.0,,,,4.845458984375,87.20774820632259,238.22525034245663 degree,-636.0574763430571,,-1054.7761919194504,,-470.36530148525185,,-1,-1,-1
213,1995-12-20,52596.0,1.0,1995-12-20 00:00:00,1995-12-20 06:00:00,6.0,,,,2.60205078125,57.97857094176342,282.4802964853038 degree,-386.5415123042164,,-677.018413408902,,-147.51511545271876,,-1,-1,-1
214,1995-12-26,52628.0,1.0,1995-12-26 06:00:00,1995-12-26 12:00:00,6.0,,,,,29.734738342942393,265.3298568508503 degree,-287.13259174094526,,-131.5343408972586,477.20869850419047,-584.2810471865101,,-1,1,-1
215,1996-01-12,52782.0,1.0,1996-01-12 06:00:00,1996-01-13 06:00:00,24.0,,,,5.5751953125,176.02788999452548,249.4887704198914 degree,-410.23063775725313,,,,-631.7779256228686,,-1,0,-1
216,1996-01-13,52792.0,1.0,1996-01-13 12:00:00,1996-01-13 18:00:00,6.0,,,,6.712646484375,146.45930016549613,240.64124131002077 degree,-736.0827826204691,,,,-582.9468275925286,,-1,0,-1
217,1996-01-24,52878.0,1.0,1996-01-24 00:00:00,1996-01-24 12:00:00,12.0,,,,,100.0749017594358,274.725800465468 degree,-448.1979173499881,,-559.734782661922,,-417.34256813460604,,-1,-1,-1
218,1996-01-23,52878.0,2.0,1996-01-23 12:00:00,1996-01-24 00:00:00,12.0,,,,,32.850113251915836,251.73656803171198 degree,-560.1954874103599,,-583.1449878690157,,-393.1410710043632,,-1,-1,-1
219,1996-02-05,52994.0,1.0,1996-02-05 12:00:00,1996-02-06 00:00:00,12.0,,,,8.77581787109375,130.28095320648944,251.54883438643455 degree,,,-204.98970287905922,666.6506804680199,-288.58780899130255,,0,1,-1
220,1996-02-06,52994.0,3.0,1996-02-06 00:00:00,1996-02-06 18:00:00,18.0,,,,3.034912109375,120.36658499254274,230.37880914090664 degree,,564.1225176511949,-102.25613163595544,587.9504277604261,-622.0242322454646,,1,1,-1
221,1996-02-12,53053.0,1.0,1996-02-12 12:00:00,1996-02-12 18:00:00,6.0,,,,10.41937255859375,115.45436323481404,229.46017159243013 degree,-219.39187051469864,457.5239866756169,-435.4384283068871,,-425.428742207795,,-1,-1,-1
222,1996-02-22,53115.0,1.0,1996-02-22 00:00:00,1996-02-22 06:00:00,6.0,,,,3.8065185546875,80.29729921031907,290.9003218393324 degree,-257.30276741825435,,-441.40306778814124,,-540.7109744475933,,-1,-1,-1
223,1996-02-21,53115.0,3.0,1996-02-21 06:00:00,1996-02-22 00:00:00,18.0,,,,40.635498046875,344.9520134049401,249.11743752396825 degree,-352.745717631638,,-466.77027838458093,,-537.9205023941028,,-1,-1,-1
224,1996-02-22,53118.0,1.0,1996-02-22 00:00:00,1996-02-24 00:00:00,48.0,,,,77.23193359375,390.35219922072275,189.32942190180526 degree,-257.30276741825435,,-441.40306778814124,,-540.7109744475933,,-1,-1,-1
225,1996-02-21,53118.0,3.0,1996-02-21 12:00:00,1996-02-26 18:00:00,126.0,,,,67.76953125,344.9520134049401,249.11743752396825 degree,-352.745717631638,,-466.77027838458093,,-537.9205023941028,,-1,-1,-1
226,1996-02-22,53124.0,1.0,1996-02-22 12:00:00,1996-02-23 06:00:00,18.0,,,,21.196044921875,333.5217501543624,246.85219709711606 degree,-257.30276741825435,,-441.40306778814124,,-540.7109744475933,,-1,-1,-1
227,1996-02-29,53185.0,1.0,1996-02-29 00:00:00,1996-02-29 06:00:00,6.0,,,,3.91650390625,77.66932824101495,253.21337117146135 degree,-260.9547977959912,,-370.9728968582646,,-252.8920618408847,134.2643067266563,-1,-1,-1
228,1996-02-29,53189.0,1.0,1996-02-29 12:00:00,1996-02-29 18:00:00,6.0,,,,8.23876953125,152.92056761769314,205.08126504690105 degree,-260.9547977959912,,-370.9728968582646,,-252.8920618408847,134.2643067266563,-1,-1,-1
229,1996-12-23,55693.0,1.0,1996-12-23 12:00:00,1996-12-23 18:00:00,6.0,,,,,30.92569191427809,265.21581735829477 degree,,459.08451289858925,,645.0034359600461,-648.1985004938725,,1,1,-1
230,1997-01-18,55893.0,1.0,1997-01-18 00:00:00,1997-01-19 00:00:00,24.0,,,,56.1748046875,325.56863544469184,157.40266250920394 degree,-652.9418611686691,243.41776258321715,-263.8368963442856,,-777.0710441644015,,-1,-1,-1
231,1997-01-16,55893.0,2.0,1997-01-16 12:00:00,1997-01-18 00:00:00,36.0,,,,34.53692626953125,158.7964950246506,223.01067519275944 degree,-247.49062429244748,,-198.3377585837932,546.6447674452704,-749.7034728464596,,-1,-1,-1
232,1997-01-19,55893.0,3.0,1997-01-19 00:00:00,1997-01-19 12:00:00,12.0,,,,,61.617261093000806,285.7212507355796 degree,-977.5126717664855,,-1054.4045123126127,,-561.1028011751384,,-1,-1,-1
233,1997-01-22,55958.0,1.0,1997-01-22 00:00:00,1997-01-22 18:00:00,18.0,,,,,49.59247305190863,275.55864620721763 degree,-645.2800514419547,,-399.9851575868259,,-995.485537662434,,-1,-1,-1
234,1997-01-25,55983.0,1.0,1997-01-25 18:00:00,1997-01-27 00:00:00,30.0,,,,17.65380859375,249.7063452757251,225.27310257181156 degree,-327.1084869553906,,-406.6291738519232,,-815.6425391129653,,-1,-1,-1
235,1997-01-27,55983.0,3.0,1997-01-27 00:00:00,1997-01-27 06:00:00,6.0,,,,,63.065058758402806,320.3885782049701 degree,-655.9372117457815,,-334.14194459273244,,-158.70376487441442,206.46059928901843,-1,-1,-1
236,1997-02-12,56131.0,1.0,1997-02-12 06:00:00,1997-02-12 18:00:00,12.0,,,,,99.34334656776858,274.19509341671994 degree,-309.08330630704245,,-536.6260676800051,,-388.6643263567467,992.0442284210739,-1,-1,1
237,1997-02-24,56199.0,1.0,1997-02-24 00:00:00,1997-02-24 12:00:00,12.0,,,,14.43115234375,238.79300892163116,262.73689866535915 degree,-236.56938175759186,489.6834079762007,-484.6117924290808,,-538.3667437461452,,1,-1,-1
238,1997-02-22,56199.0,2.0,1997-02-22 06:00:00,1997-02-24 00:00:00,42.0,,,,49.39215087890625,347.6756052051365,257.56594936365485 degree,-233.52710873520346,,-292.355316069052,,-686.5921089850744,,-1,-1,-1
239,1997-02-28,56244.0,1.0,1997-02-28 00:00:00,1997-03-01 00:00:00,24.0,,,,10.99371337890625,143.5426189238886,248.64235921453428 degree,-264.65540252001324,492.75155148432975,-97.21286035467406,508.0931403489152,-463.9242712690401,,1,1,-1
240,1997-02-27,56244.0,2.0,1997-02-27 00:00:00,1997-02-28 00:00:00,24.0,,,,10.536376953125,177.20838441799904,210.39792483557198 degree,-222.16852398219748,500.17325700416814,,629.2912616327727,-420.9933241809571,,0,1,-1
241,1997-12-11,58768.0,1.0,1997-12-11 00:00:00,1997-12-11 12:00:00,12.0,,,,2.030029296875,115.24261831228091,249.8060933892077 degree,-337.75550382898024,,,621.3069797796009,-217.248571194439,,-1,1,-1
242,1997-12-07,58768.0,3.0,1997-12-07 12:00:00,1997-12-11 00:00:00,84.0,,,,37.78515625,533.248421817668,236.90890733215255 degree,-199.61472851611484,,-284.59822466768424,,-155.55373505823428,,-1,-1,-1
243,1997-12-11,58764.0,1.0,1997-12-11 06:00:00,1997-12-11 12:00:00,6.0,,,,1.342193603515625,115.24261831228091,249.8060933892077 degree,-337.75550382898024,,,621.3069797796009,-217.248571194439,,-1,1,-1
244,1998-01-07,58932.0,1.0,1998-01-07 00:00:00,1998-01-07 12:00:00,12.0,,,,21.6697998046875,322.7825678320715,218.78685555415282 degree,-353.2004644369167,542.9797437996132,-286.22351012999434,,-136.18923744223196,489.1723004171414,-1,-1,1
245,1998-01-05,58932.0,2.0,1998-01-05 18:00:00,1998-01-07 00:00:00,30.0,,,,31.87353515625,297.44940244533996,230.3629049161196 degree,-127.75692649272908,514.9597686199149,-304.47748981747526,,-137.97991493272184,357.2610547242766,-1,-1,0
246,1998-01-10,58972.0,1.0,1998-01-10 06:00:00,1998-01-11 00:00:00,18.0,,,,17.752197265625,209.8354507418984,255.37513423245255 degree,-213.32343644763978,,-340.3034177300128,,-145.6056822970729,600.3274136428557,-1,-1,1
247,1998-01-11,58972.0,2.0,1998-01-11 00:00:00,1998-01-12 00:00:00,24.0,,,,8.6175537109375,95.68492763750787,239.67633183157727 degree,-329.54712940494517,,-418.1770574469252,,-101.46935478854728,346.38052751470457,-1,-1,1
248,1998-01-13,58994.0,1.0,1998-01-13 06:00:00,1998-01-14 12:00:00,30.0,,,,5.506591796875,184.58742711481523,230.02797549470435 degree,-275.1648175571545,,-181.78102023309384,,-722.6916221836874,,-1,-1,-1
249,1998-01-30,59113.0,1.0,1998-01-30 00:00:00,1998-01-31 18:00:00,42.0,,,,43.434326171875,211.337616067083,233.17652366119407 degree,-507.19495992990704,,-281.02014964821905,,-235.0479150542895,,-1,-1,-1
250,1998-01-29,59113.0,2.0,1998-01-29 12:00:00,1998-01-30 00:00:00,12.0,,,,6.3961181640625,111.30598295655247,220.02590744364954 degree,-254.94786070302032,,-267.821377789622,,-158.25488283034343,,-1,-1,-1
251,1998-01-30,59119.0,1.0,1998-01-30 12:00:00,1998-01-31 06:00:00,18.0,,,,23.1826171875,211.337616067083,233.17652366119407 degree,-507.19495992990704,,-281.02014964821905,,-235.0479150542895,,-1,-1,-1
252,1998-02-13,59206.0,1.0,1998-02-13 00:00:00,1998-02-15 12:00:00,60.0,,,,129.48974609375,456.2335723679825,184.78572762381924 degree,-138.9623812562853,419.016967835927,-182.17932462238355,479.3473445453281,-136.94830572354854,276.08684668961706,1,1,-1
253,1998-02-12,59206.0,2.0,1998-02-12 06:00:00,1998-02-13 00:00:00,18.0,,,,36.9305419921875,285.8118876276367,235.99269523036577 degree,-158.41883753809802,538.9967056725255,,690.2331270843368,-158.77818928212787,161.20391741862113,1,1,-1
254,1999-01-02,62011.0,1.0,1999-01-02 00:00:00,1999-01-02 12:00:00,12.0,,,,10.9599609375,192.20022122449447,243.80599067238612 degree,,799.6282262462782,-1099.9328829469875,,-695.3608913746906,321.9943163609427,1,-1,1
255,1998-12-31,62011.0,2.0,1998-12-31 12:00:00,1999-01-02 00:00:00,36.0,,,,41.5843505859375,273.080819206999,241.22861429503064 degree,-116.27310347795765,706.1447099641159,,867.0039769680695,-166.06946136379074,,1,1,-1
256,1999-01-10,62106.0,1.0,1999-01-10 00:00:00,1999-01-10 18:00:00,18.0,,,,3.0692138671875,113.34902174857626,281.44744695553385 degree,-98.16903716976988,581.6112969458667,-138.44788149314536,621.9150053421281,-753.0689501943632,,1,1,-1
257,1999-01-19,62158.0,1.0,1999-01-19 00:00:00,1999-01-20 12:00:00,36.0,,,,28.1962890625,276.26890794858286,228.39140448152884 degree,-139.72222922092465,161.32539163538058,-85.13801402985519,499.0036965068642,-166.30894574556078,,-1,1,-1
258,1999-01-20,62170.0,1.0,1999-01-20 18:00:00,1999-01-21 06:00:00,12.0,,,,26.9737548828125,192.53681904337665,194.08310337861639 degree,-415.4790843672081,144.72626527234843,-264.5156028681021,,-198.029825261097,,-1,-1,-1
259,1999-02-06,62278.0,1.0,1999-02-06 00:00:00,1999-02-06 18:00:00,18.0,,,,17.859130859375,166.4211869626097,223.5292065315276 degree,-224.88379026017856,466.3678696098814,-192.07188476518658,591.9140241744105,-163.3740312064367,,1,1,-1
260,1999-02-05,62278.0,2.0,1999-02-05 00:00:00,1999-02-05 12:00:00,12.0,,,,18.900634765625,135.24596514912142,218.72044613464624 degree,-355.10300042383915,,-389.5867294226068,,-159.08434152316897,374.1619097486969,-1,-1,1
261,1999-02-09,62278.0,3.0,1999-02-09 00:00:00,1999-02-09 18:00:00,18.0,,,,,89.95077550209798,245.1305558958807 degree,-165.24802055224382,548.3850464323418,-207.2447025073741,644.5554270646506,-133.92788466530334,746.7327900724595,1,1,1
262,1999-02-06,62291.0,1.0,1999-02-06 18:00:00,1999-02-07 00:00:00,6.0,,,,13.4559326171875,166.4211869626097,223.5292065315276 degree,-224.88379026017856,466.3678696098814,-192.07188476518658,591.9140241744105,-163.3740312064367,,1,1,-1
263,1999-02-07,62291.0,3.0,1999-02-07 00:00:00,1999-02-07 06:00:00,6.0,,,,,50.60074648708165,59.04778121366489 degree,-321.4724683007039,630.3660095323066,-331.1516976719365,,-156.25526803120258,682.8033914869943,1,-1,1
264,1999-02-15,62363.0,1.0,1999-02-15 06:00:00,1999-02-15 12:00:00,6.0,,,,7.828369140625,143.87079655933374,206.5383741303134 degree,-174.38084630945048,451.6555932037816,-329.0680020074164,,-87.31265891353331,627.825918997484,1,-1,1
265,1999-02-22,62359.0,1.0,1999-02-22 00:00:00,1999-02-22 18:00:00,18.0,,,,52.131103515625,301.40677339615814,245.94406780964053 degree,-265.50994631691196,537.5375414492299,-358.42268329216523,441.6523347252902,-102.50601264309513,445.4911917599234,1,-1,1
266,1999-02-20,62359.0,2.0,1999-02-20 12:00:00,1999-02-22 00:00:00,36.0,,,,58.992919921875,338.3305762815604,235.30489044352925 degree,-176.59438324153163,,-131.14634483001578,596.7742474626222,-112.70797289263147,522.885250718116,-1,1,1
267,2000-01-11,65278.0,1.0,2000-01-11 06:00:00,2000-01-11 12:00:00,6.0,,,,18.3228759765625,268.76270398845685,235.47548530664432 degree,-615.1349128677463,,-859.1000606675124,,-135.130290861702,,-1,-1,-1
268,2000-01-30,65417.0,1.0,2000-01-30 00:00:00,2000-01-30 06:00:00,6.0,,,,5.95819091796875,113.173141948921,287.00374783521636 degree,-112.56565663892873,755.6137420208217,-218.94381387091198,404.49720620411046,-766.9415092247414,,1,1,-1
269,2000-01-29,65417.0,2.0,2000-01-29 06:00:00,2000-01-30 00:00:00,18.0,,,,17.2283935546875,159.51042179633063,234.91979718623242 degree,-78.92163103960195,790.6890448893519,-121.80753114659166,738.712632000134,-739.8855901285921,,1,1,-1
270,2000-12-15,68106.0,1.0,2000-12-15 12:00:00,2000-12-17 00:00:00,36.0,,,,50.9332275390625,295.9489461817216,225.05809009798747 degree,,500.0630724103983,,617.3966097544387,-170.22630449538798,470.5099119947489,1,1,1
271,2000-12-17,68106.0,3.0,2000-12-17 00:00:00,2000-12-17 06:00:00,6.0,,,,,76.7452544186761,199.06493993394054 degree,-480.1152568815369,387.1898658160803,-733.8059444175267,,,999.0381394435262,-1,-1,1
272,2001-01-29,68445.0,1.0,2001-01-29 06:00:00,2001-01-29 12:00:00,6.0,,,,6.41656494140625,91.01337381705027,183.261559307136 degree,-139.8108840326415,321.8273947263915,,,-89.23408810705799,1342.1181728864485,-1,0,1
273,2001-02-19,68601.0,1.0,2001-02-19 06:00:00,2001-02-19 18:00:00,12.0,,,,3.84228515625,120.30448158383031,253.6081907914801 degree,-128.98784049884065,372.2631494717727,-108.12399936966148,222.50346811914568,-136.17190704205117,,1,1,-1
274,2001-02-22,68607.0,1.0,2001-02-22 00:00:00,2001-02-23 00:00:00,24.0,,,,30.349609375,205.50230175590113,236.18250582966772 degree,-250.7966355979396,,-380.7805169173426,,-417.12004830131355,,-1,-1,-1
275,2001-02-21,68607.0,2.0,2001-02-21 12:00:00,2001-02-22 00:00:00,12.0,,,,16.64752197265625,274.3893766991524,220.56485886657762 degree,-198.96444319584566,,-144.49280500575523,628.2636299968843,-191.41091951272907,,-1,1,-1
276,2001-12-16,71298.0,1.0,2001-12-16 00:00:00,2001-12-17 06:00:00,30.0,,,,11.96966552734375,112.7115282487272,274.3507988659444 degree,-323.4398606570783,,-166.25119205163833,,-155.89293809716273,,-1,-1,-1
277,2002-01-13,71513.0,1.0,2002-01-13 00:00:00,2002-01-13 12:00:00,12.0,,,,38.935638427734375,268.9946581511687,250.45272808690706 degree,-210.47277658497768,465.3524572385909,-748.5834308053055,,-215.01689101203814,210.3117919544247,1,-1,-1
278,2002-01-10,71513.0,2.0,2002-01-10 12:00:00,2002-01-13 00:00:00,60.0,,,,69.33660888671875,350.45231401440964,250.16125885190462 degree,-112.65289260324937,492.3575688235706,-350.8518965387298,,-695.2066537107091,144.34279501690253,1,-1,-1
279,2002-02-15,71810.0,1.0,2002-02-15 00:00:00,2002-02-17 00:00:00,48.0,,,,17.1324462890625,165.77310223103947,282.52674998205686 degree,-147.38282344845206,484.9711272729029,-257.55500965749366,553.5680270089246,-144.80688318218353,374.49597186452104,1,1,1
280,2002-02-13,71810.0,2.0,2002-02-13 00:00:00,2002-02-15 00:00:00,48.0,,,,23.046356201171875,228.19835362516108,248.85217961334038 degree,-177.5388054031768,,-145.87498026584817,655.079955118973,-138.53949137114694,477.1942047787849,-1,1,1
281,2002-02-17,71810.0,3.0,2002-02-17 06:00:00,2002-02-17 12:00:00,6.0,,,,,67.23944092502231,252.04844784095343 degree,-214.73846496526645,,-428.0074234642405,,-131.65355055437462,,-1,-1,-1
282,2002-02-15,71833.0,1.0,2002-02-15 06:00:00,2002-02-15 18:00:00,12.0,,,,6.150390625,165.77310223103947,282.52674998205686 degree,-147.38282344845206,484.9711272729029,-257.55500965749366,553.5680270089246,-144.80688318218353,374.49597186452104,1,1,1
283,2002-02-19,71858.0,1.0,2002-02-19 12:00:00,2002-02-19 18:00:00,6.0,,,,1.4970703125,68.29282739766354,275.68695352905314 degree,-167.34855763746768,323.6772798757664,-249.9002385751076,,-145.0294864587477,197.1343543089319,-1,-1,-1
284,2002-02-20,71866.0,1.0,2002-02-20 12:00:00,2002-02-20 18:00:00,6.0,,,,10.611328125,78.963975662861,237.85876133490726 degree,-199.918910065644,,-250.5185373720374,,-354.85567580345486,,-1,-1,-1
285,2002-02-21,71869.0,1.0,2002-02-21 00:00:00,2002-02-22 00:00:00,24.0,,,,39.58642578125,184.8434200078729,232.68901250055916 degree,-277.1236229995776,,-156.7484019513427,613.5131794073992,-388.8555943881336,,-1,1,-1
286,2002-02-22,71869.0,3.0,2002-02-22 00:00:00,2002-02-23 00:00:00,24.0,,,,1.044921875,113.22477352201125,282.9335746095368 degree,-350.58095793531277,,-268.52136313068723,,-125.58746127777867,141.02935090546603,-1,-1,-1
287,2002-02-28,71934.0,1.0,2002-02-28 06:00:00,2002-02-28 12:00:00,6.0,,,,1.93975830078125,83.3127946863068,273.9076105888588 degree,-241.75591420368568,,-159.13449981825897,174.6848256604119,-326.52280294430335,,-1,-1,-1
288,2002-12-22,74526.0,1.0,2002-12-22 12:00:00,2002-12-23 12:00:00,24.0,,,,19.439453125,124.93478966635018,205.94541462501408 degree,-124.40312722777708,434.84654765253873,,649.0782748194468,-154.41150806210098,,1,1,-1
289,2003-01-18,74773.0,1.0,2003-01-18 06:00:00,2003-01-18 18:00:00,12.0,,,,,53.93083102496763,218.6001143820942 degree,-72.74489869184572,837.7577436639504,-97.31706018430002,682.86431554911,-88.25966092754652,993.3851711641972,1,1,1
290,2003-01-26,74826.0,1.0,2003-01-26 12:00:00,2003-01-26 18:00:00,6.0,,,,7.5748291015625,121.84979735058369,234.8651369838191 degree,-225.89328382949472,,-380.74776668577,,-162.02045544793953,808.8745450816392,-1,-1,1
291,2003-01-30,74839.0,1.0,2003-01-30 00:00:00,2003-01-30 12:00:00,12.0,,,,29.83251953125,207.93309968280838,264.3973711190979 degree,-557.9620544817448,,-606.5922047893015,,-534.382099499743,,-1,-1,-1
292,2003-01-29,74839.0,2.0,2003-01-29 06:00:00,2003-01-30 00:00:00,18.0,,,,31.62872314453125,218.17363790355157,239.77849013263094 degree,-361.9122022441194,,-253.1086773677268,368.57187782030314,-282.6928949760242,,-1,-1,-1
293,2003-02-15,74952.0,1.0,2003-02-15 00:00:00,2003-02-15 18:00:00,18.0,,,,14.94134521484375,193.72329688646957,242.3102584030678 degree,-229.98463370358894,,-300.46808023785894,,-386.481910527764,,-1,-1,-1
294,2003-02-14,74952.0,2.0,2003-02-14 12:00:00,2003-02-15 00:00:00,12.0,,,,18.48291015625,199.9503942446658,237.57359614473398 degree,-234.16893977405863,,-290.7118962784431,,-644.9875833403697,,-1,-1,-1
295,2003-02-16,74983.0,1.0,2003-02-16 00:00:00,2003-02-17 00:00:00,24.0,,,,70.10009765625,312.9184730813839,169.8928850393742 degree,-427.49946272258546,,-365.7587965168642,,-193.7409243564371,,-1,-1,-1
296,2003-02-17,74922.0,1.0,2003-02-17 00:00:00,2003-02-18 00:00:00,24.0,,,,160.5013427734375,462.71896143209005,182.27171665917083 degree,-427.81578456702954,,-976.2737098864022,,-151.76807055125911,,-1,-1,-1
297,2003-02-18,74922.0,3.0,2003-02-18 00:00:00,2003-02-19 18:00:00,42.0,,,,9.2393798828125,222.89555969221652,241.0840516681377 degree,-427.90940272696963,,-1378.952791658513,,-119.72744106359625,373.45103169605443,-1,-1,1
298,2003-02-27,75071.0,1.0,2003-02-27 00:00:00,2003-02-27 18:00:00,18.0,,,,30.714599609375,214.69104377009802,228.92932136628806 degree,-259.02017597261676,187.48350546239885,-381.554694535032,,-224.74687961835247,,-1,-1,-1
299,2003-02-26,75071.0,2.0,2003-02-26 12:00:00,2003-02-26 18:00:00,6.0,,,,12.0980224609375,252.12204915662008,253.38600351043374 degree,-250.9419247588684,,-309.4659932698379,,-287.8041345184005,,-1,-1,-1
300,2003-12-07,77594.0,1.0,2003-12-07 00:00:00,2003-12-08 00:00:00,24.0,,,,3.15728759765625,221.6749287927802,283.8004374197899 degree,,746.1483682061155,,577.8868764715681,-539.52663741357,258.1361474110467,1,1,-1
301,2003-12-06,77594.0,2.0,2003-12-06 00:00:00,2003-12-07 00:00:00,24.0,,,,9.38671875,157.67156228796037,245.13145058351822 degree,,526.4567686939932,-159.36712786803278,176.3400691906627,-536.4090539060508,,1,0,-1
302,2003-12-29,77747.0,1.0,2003-12-29 00:00:00,2003-12-29 06:00:00,6.0,,,,2.4334716796875,163.5902618480695,275.0448213125828 degree,-160.35634520743315,,-431.9320621401666,,-342.094423825244,,-1,-1,-1
303,2003-12-28,77747.0,2.0,2003-12-28 06:00:00,2003-12-29 00:00:00,18.0,,,,17.12554931640625,181.0689110724638,246.15423856968087 degree,-360.046470605583,,-251.93221354534916,,-700.0374117645255,,-1,-1,-1
304,2004-01-15,77846.0,1.0,2004-01-15 00:00:00,2004-01-15 18:00:00,18.0,,,,4.261962890625,160.22443537173444,296.3284072983173 degree,-91.23212356657162,729.3144899543066,-58.39390281412119,629.5205494682378,-343.3973642374865,,1,1,-1
305,2004-01-10,77846.0,2.0,2004-01-10 00:00:00,2004-01-15 00:00:00,120.0,,,,47.9521484375,236.25245330918406,249.0728534331956 degree,-100.44605113422313,638.6898430054894,-124.65168973980853,676.1363389502343,-109.71734692982794,306.67776784320165,1,1,1
306,2004-01-20,77935.0,1.0,2004-01-20 18:00:00,2004-01-21 00:00:00,6.0,,,,14.9510498046875,240.77076562651416,149.78837437067662 degree,-153.65405043070086,,-283.96919287994683,,-202.5542676944482,,-1,-1,-1
307,2004-01-21,77935.0,3.0,2004-01-21 00:00:00,2004-01-24 06:00:00,78.0,,,,14.0220947265625,552.0714600516551,245.31464047875787 degree,-454.6094566332747,,-632.1375040104444,,-163.65449706806757,150.73275376757147,-1,-1,-1
308,2004-01-27,77979.0,1.0,2004-01-27 18:00:00,2004-01-28 00:00:00,6.0,,,,,54.81490658326217,227.17986528585226 degree,-358.46281228098957,,-298.1941295306583,,-744.3481733022052,,-1,-1,-1
309,2004-02-07,78063.0,1.0,2004-02-07 00:00:00,2004-02-08 12:00:00,36.0,,,,20.87646484375,186.5267161074683,228.90347296220207 degree,,480.80441902927953,-159.0204643083491,304.12223712617504,-741.4430842928903,,1,-1,-1
310,2004-02-08,78083.0,1.0,2004-02-08 18:00:00,2004-02-09 00:00:00,6.0,,,,22.3037109375,225.07833951000865,213.73310718483071 degree,-354.2247992350082,,-413.71434583671777,,-392.0621235102163,677.6122063252232,-1,-1,1
311,2004-02-09,78083.0,3.0,2004-02-09 00:00:00,2004-02-09 06:00:00,6.0,,,,,146.36192511742016,169.3942902079985 degree,-551.3207656758403,,-449.567780848888,,-159.63464339782087,799.7667385293968,-1,-1,1
312,2004-02-24,78210.0,1.0,2004-02-24 12:00:00,2004-02-24 18:00:00,6.0,,,,,76.98721066410573,241.5270891795509 degree,,908.4604947727396,,627.5227670821286,-120.88676919551298,214.30207184515461,1,1,-1
313,2004-12-10,80815.0,1.0,2004-12-10 00:00:00,2004-12-10 12:00:00,12.0,,,,2.27685546875,86.98729828665827,230.13981329078374 degree,,763.4647953167114,,572.5717272524347,-434.4775327599458,487.29156187481925,1,1,1
314,2004-12-09,80815.0,2.0,2004-12-09 18:00:00,2004-12-10 00:00:00,6.0,,,,2.099609375,128.94099757920554,222.84034283668007 degree,,772.0308648606821,,456.65502967326864,-106.95118706784453,569.982499252391,1,1,1
315,2004-12-10,80836.0,1.0,2004-12-10 18:00:00,2004-12-11 00:00:00,6.0,,,,5.236083984375,135.13787712185268,244.2443896492986 degree,,763.4647953167114,,572.5717272524347,-434.4775327599458,487.29156187481925,1,1,1
316,2004-12-17,80848.0,1.0,2004-12-17 00:00:00,2004-12-18 18:00:00,42.0,,,,25.4283447265625,160.76934027872008,240.9311510093509 degree,,1140.0621097535495,,828.0419251097815,-171.1732403402071,525.861624869458,1,1,1
317,2004-12-12,80848.0,2.0,2004-12-12 12:00:00,2004-12-17 00:00:00,108.0,,,,74.736083984375,239.17006661259606,236.12226570993036 degree,,574.6682145406912,,692.2763150221006,-90.61955493839216,391.7604716479935,1,1,1
318,2004-12-21,80917.0,1.0,2004-12-21 06:00:00,2004-12-21 12:00:00,6.0,,,,9.06787109375,64.01884146934792,304.0724945069439 degree,-367.25256625362385,,-459.8399863930408,,-486.79622955036194,,-1,-1,-1
319,2004-12-26,80946.0,1.0,2004-12-26 00:00:00,2004-12-29 12:00:00,84.0,,,,42.0322265625,237.762969189734,233.0594666084229 degree,-312.78028553514787,,-165.25258847214542,432.7376765896066,-634.2342530795638,,-1,1,-1
320,2004-12-30,80988.0,1.0,2004-12-30 00:00:00,2004-12-31 00:00:00,24.0,,,,43.76171875,222.65221964064688,186.42565384874942 degree,,495.2980882954096,-965.282847206754,,-77.58424136912254,1162.2364005578718,1,-1,1
321,2004-12-31,80988.0,3.0,2004-12-31 00:00:00,2004-12-31 06:00:00,6.0,,,,,88.92703321482128,231.62916369217947 degree,-136.5972960933259,576.5445803763829,-278.44045313040317,,-76.82760608217752,1090.3678439577716,1,-1,1
322,2005-01-12,81096.0,1.0,2005-01-12 00:00:00,2005-01-12 06:00:00,6.0,,,,2.095947265625,118.75375529291587,250.91432821324767 degree,-146.55882805055762,346.301356390378,-339.86008639556087,,-572.0659030883592,,-1,-1,-1
323,2005-01-11,81096.0,2.0,2005-01-11 12:00:00,2005-01-12 00:00:00,12.0,,,,8.462646484375,160.86108739712634,224.35996637897819 degree,-145.29266943329003,164.7880236375945,-58.403313892806786,514.2881633503258,-806.1454218897944,,0,1,-1
324,2005-01-12,81113.0,1.0,2005-01-12 12:00:00,2005-01-13 06:00:00,18.0,,,,6.4561767578125,110.44810656934068,234.22857458246992 degree,-146.55882805055762,346.301356390378,-339.86008639556087,,-572.0659030883592,,-1,-1,-1
325,2005-01-20,81164.0,1.0,2005-01-20 00:00:00,2005-01-21 00:00:00,24.0,,,,5.95098876953125,139.1602171320284,270.15684644913335 degree,-249.5559887012064,,-273.11676998352334,,-716.9965452390396,,-1,-1,-1
